UserID,ClusterID,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59
11,0,3.809925,0.224916,0.000000,0.000000,0.553427,0.000000,0.317014,1.002663,-0.029940,-0.383182,0.000000,-0.211475,2.543191,-3.136870,-1.002855,38.134004,0.000000,0.000000,0.000000,0.000000,-0.163173,-0.107657,4.207067,0.810478,4.322818,-0.389694,-0.328810,-0.223632,0.770923,-1.057872,0.000000,0.000000,-0.481362,-3.021661,0.375531,0.077852,0.557307,0.000000,-0.985882,0.000000,2.246309,0.662691,0.000000,0.000000,0.317715,0.000000,0.000000,0.000000,0.000000,-0.165587,0.214001,-0.266541,1.293176,0.000000,0.384541,0.000000,0.000000,0.000000,0.000000,0.000000
12,0,7.798831,1.755970,0.000000,0.000000,3.439505,0.000000,1.373837,0.599381,-0.355558,0.919719,0.000000,0.379163,1.249586,-3.606125,-0.715609,-0.109511,0.000000,0.000000,0.000000,0.000000,-0.469372,-0.215813,-6.291964,-0.256776,0.476718,-0.712009,-0.212685,-0.114892,-0.340300,-0.047857,0.000000,0.000000,5.089194,-0.180747,1.667470,-0.287663,-0.158849,0.000000,0.259453,0.000000,-0.463143,0.664121,0.000000,0.000000,0.229899,0.000000,0.000000,0.000000,0.000000,-0.165196,0.341235,0.466644,0.041676,0.000000,-0.035637,0.000000,0.000000,0.000000,0.000000,0.000000
13,0,0.108969,-0.395536,0.000000,0.000000,-0.693311,0.000000,0.171090,-0.008684,-0.156755,-1.238130,0.000000,0.183407,0.248918,-1.001857,-0.619897,0.258642,0.000000,0.000000,0.000000,0.000000,0.473722,-0.161778,0.229823,0.493038,2.734333,-27.729992,0.149179,3.319963,-1.006439,2.798412,0.000000,0.000000,1.106543,-6.454478,-0.107216,-0.967644,1.840725,0.000000,0.600156,0.000000,-3.676820,1.262279,0.000000,0.000000,1.392017,0.000000,0.000000,0.000000,0.000000,0.768563,1.455406,6.427331,-5.559931,0.000000,-0.050477,0.000000,0.000000,0.000000,0.000000,0.000000
14,0,0.678587,0.402749,0.000000,0.000000,5.475073,0.000000,-0.618275,-0.189836,-0.558994,-0.769195,0.000000,0.492148,-1.084723,-1.055195,0.465009,-0.566502,0.000000,0.000000,0.000000,0.000000,-0.279389,-1.939047,-1.900281,0.470965,0.125279,2.657902,-0.325425,-1.259440,-1.194217,-0.466200,0.000000,0.000000,0.085906,0.090190,0.555227,-0.426121,2.642161,0.000000,-1.043632,0.000000,1.285181,-1.107231,0.000000,0.000000,1.486176,0.000000,0.000000,0.000000,0.000000,1.069960,0.727340,1.767758,-1.663613,0.000000,0.352707,0.000000,0.000000,0.000000,0.000000,0.000000
15,0,1.295351,0.840351,0.000000,0.000000,-9.241917,0.000000,-1.992216,2.309720,2.743250,-0.183267,0.000000,-0.987680,0.117065,-1.600052,-0.783679,-0.956130,0.000000,0.000000,0.000000,0.000000,2.755667,0.260622,1.738860,-0.430170,-3.383507,1.068422,-3.729376,1.940647,-0.375023,0.012815,0.000000,0.000000,1.633301,-0.549956,-0.206332,-0.522844,4.629146,0.000000,0.319823,0.000000,0.628756,2.164076,0.000000,0.000000,-2.755920,0.000000,0.000000,0.000000,0.000000,-3.027668,0.829022,0.291023,0.594968,0.000000,-0.466875,0.000000,0.000000,0.000000,0.000000,0.000000
16,0,4.814682,1.009945,0.000000,0.000000,-2.410300,0.000000,-1.367949,1.698678,-0.273926,1.018492,0.000000,0.694451,-0.728168,-1.034178,2.467050,-0.346699,0.000000,0.000000,0.000000,0.000000,-0.077896,0.545753,-3.318488,-2.314663,0.697302,-5.169667,-0.211567,-0.232014,1.922377,1.593400,0.000000,0.000000,0.191916,-0.612506,-0.440101,-1.408082,-1.306548,0.000000,4.383554,0.000000,0.267856,1.336862,0.000000,0.000000,-0.303967,0.000000,0.000000,0.000000,0.000000,-1.231836,0.428396,-0.171934,-0.522354,0.000000,0.340721,0.000000,0.000000,0.000000,0.000000,0.000000
17,0,5.728913,0.522634,0.000000,0.000000,4.434635,0.000000,3.324736,0.607527,0.463594,-1.165856,0.000000,1.097756,1.151979,-0.881347,2.286298,-0.207099,0.000000,0.000000,0.000000,0.000000,2.475160,-0.281766,3.110772,-0.386469,1.163864,-1.387743,1.005469,0.320716,-0.276181,4.352242,0.000000,0.000000,0.252147,-0.907879,-1.061911,1.592646,1.700538,0.000000,-1.309219,0.000000,-0.552069,-0.821835,0.000000,0.000000,-0.161718,0.000000,0.000000,0.000000,0.000000,-0.340048,0.359424,0.612731,3.015124,0.000000,-0.251629,0.000000,0.000000,0.000000,0.000000,0.000000
18,0,2.691271,-2.832633,0.000000,0.000000,3.686755,0.000000,0.509081,0.551602,-0.671037,-0.640493,0.000000,-3.787455,0.387773,-2.621959,-3.012640,0.258362,0.000000,0.000000,0.000000,0.000000,0.633212,0.001204,-1.987698,0.278502,-2.531963,-4.608108,-1.262194,0.078638,-1.013334,-1.808718,0.000000,0.000000,0.860752,2.290489,1.818531,0.117463,2.215148,0.000000,-1.148741,0.000000,0.542871,2.335753,0.000000,0.000000,0.027217,0.000000,0.000000,0.000000,0.000000,-0.210102,0.138159,-9.535537,1.082742,0.000000,0.791260,0.000000,0.000000,0.000000,0.000000,0.000000
19,0,0.214198,1.259825,0.000000,0.000000,0.427718,0.000000,2.015176,-1.382381,0.953145,0.471044,0.000000,-4.356222,-0.514753,-0.549055,-1.178582,0.133454,0.000000,0.000000,0.000000,0.000000,-0.059201,-0.237062,2.230699,0.867526,-0.808527,0.397095,0.031091,3.094631,1.863358,1.408627,0.000000,0.000000,-0.134268,1.994648,-0.387119,-1.078750,0.103658,0.000000,-0.260386,0.000000,-2.490468,0.103753,0.000000,0.000000,0.726977,0.000000,0.000000,0.000000,0.000000,-1.084800,-0.158518,-0.460414,-0.200072,0.000000,-0.103461,0.000000,0.000000,0.000000,0.000000,0.000000
20,0,10.389139,2.570360,0.000000,0.000000,-3.282134,0.000000,1.095605,0.244164,-0.023344,-1.420890,0.000000,0.221267,-1.176580,-1.847235,3.118284,-3.688431,0.000000,0.000000,0.000000,0.000000,-0.351656,-0.618856,-1.616079,-0.470358,-0.412910,-2.130521,-0.924070,0.434521,0.309906,0.330589,0.000000,0.000000,-1.072464,-3.045711,1.167484,1.894934,2.854800,0.000000,-0.374166,0.000000,-0.026572,2.673417,0.000000,0.000000,0.945823,0.000000,0.000000,0.000000,0.000000,1.114682,1.243343,9.059098,4.145606,0.000000,1.458374,0.000000,0.000000,0.000000,0.000000,0.000000
21,0,6.316675,0.797268,0.000000,0.000000,0.041166,0.000000,-1.349434,0.128569,1.289897,-2.105421,0.000000,1.184746,-0.308671,-2.595694,2.767965,-0.295692,0.000000,0.000000,0.000000,0.000000,-0.378460,-0.365984,-0.677581,-0.262385,0.632668,-3.213541,0.595006,0.178228,-1.912650,3.589833,0.000000,0.000000,-4.235264,0.256469,-6.042208,-0.207438,-0.659634,0.000000,-1.546718,0.000000,2.257175,0.639351,0.000000,0.000000,-0.213147,0.000000,0.000000,0.000000,0.000000,0.191851,0.230005,0.688157,0.145483,0.000000,0.275902,0.000000,0.000000,0.000000,0.000000,0.000000
22,0,0.349567,-2.563492,0.000000,0.000000,5.563264,0.000000,0.427048,-0.114163,2.046921,0.551858,0.000000,16.374373,5.108237,-2.183139,-0.080368,0.267978,0.000000,0.000000,0.000000,0.000000,-0.808212,-0.129162,2.065167,1.572618,-0.420918,-1.140800,-0.409633,0.099056,1.236359,-1.334717,0.000000,0.000000,0.176607,0.153549,2.361371,6.149388,3.145431,0.000000,0.862349,0.000000,0.431765,2.363435,0.000000,0.000000,1.089066,0.000000,0.000000,0.000000,0.000000,-0.973367,-0.685464,-9.271140,-0.056865,0.000000,-7.855396,0.000000,0.000000,0.000000,0.000000,0.000000
23,0,0.827992,1.050765,0.000000,0.000000,3.143433,0.000000,-0.801636,-0.365741,1.803531,1.156371,0.000000,1.364060,-1.824267,-1.694523,-0.175177,-0.233850,0.000000,0.000000,0.000000,0.000000,-0.779963,-0.760537,2.246926,0.285958,2.219148,-0.157747,0.034914,-0.084204,-0.779353,0.480193,0.000000,0.000000,0.112516,3.212470,-2.763466,0.048156,-0.028559,0.000000,-0.627134,0.000000,-0.019570,0.258949,0.000000,0.000000,-0.335313,0.000000,0.000000,0.000000,0.000000,0.133906,0.298372,-0.216503,-0.100842,0.000000,-1.046616,0.000000,0.000000,0.000000,0.000000,0.000000
24,0,2.577353,1.757617,0.000000,0.000000,-0.444589,0.000000,2.254269,7.734133,0.922807,0.320454,0.000000,2.171457,-0.740906,2.191747,-0.411601,-0.076420,0.000000,0.000000,0.000000,0.000000,-0.183202,0.781497,5.736333,-0.230474,-0.798844,-0.939968,-0.192791,0.030026,-1.535080,4.518674,0.000000,0.000000,0.181057,1.088365,0.073301,-2.042279,1.074593,0.000000,1.162274,0.000000,0.732403,-1.538888,0.000000,0.000000,-0.065230,0.000000,0.000000,0.000000,0.000000,1.650785,-0.563897,0.053570,-0.053697,0.000000,-3.812507,0.000000,0.000000,0.000000,0.000000,0.000000
25,0,-0.068374,0.253852,0.000000,0.000000,-0.388079,0.000000,1.625961,0.111354,0.150609,-0.886646,0.000000,0.184752,-0.299811,-0.791430,-0.960293,-1.965255,0.000000,0.000000,0.000000,0.000000,-0.428088,-0.166396,-0.376851,-0.993116,0.673071,1.549187,-2.009543,0.096919,-0.461002,-1.028492,0.000000,0.000000,-1.258338,1.011184,2.784081,-0.128054,1.659141,0.000000,1.176670,0.000000,-1.960267,0.888820,0.000000,0.000000,-0.271204,0.000000,0.000000,0.000000,0.000000,0.859418,0.754636,-0.211883,0.617840,0.000000,-0.416187,0.000000,0.000000,0.000000,0.000000,0.000000
26,0,11.261121,0.560042,0.000000,0.000000,0.542769,0.000000,0.582975,0.171838,-0.424730,0.639771,0.000000,-0.007303,1.294091,-1.266952,0.637604,-4.100123,0.000000,0.000000,0.000000,0.000000,-0.287817,-0.696307,-10.074604,-2.220587,-1.432903,0.442488,-0.422833,-1.047732,-0.653009,3.025423,0.000000,0.000000,1.709099,0.868552,2.665211,0.250928,-0.532849,0.000000,-0.822418,0.000000,-0.153187,2.199689,0.000000,0.000000,-0.265316,0.000000,0.000000,0.000000,0.000000,0.387675,1.194059,0.960870,-1.099558,0.000000,-0.460393,0.000000,0.000000,0.000000,0.000000,0.000000
27,0,-0.135029,0.399938,0.000000,0.000000,-3.321291,0.000000,-1.236500,-1.956357,1.457521,0.375229,0.000000,-1.107788,-1.485426,2.613364,0.004486,0.407650,0.000000,0.000000,0.000000,0.000000,-0.330682,0.434136,-1.630680,1.512169,0.038592,0.787600,1.210646,-2.804798,-0.808937,0.831683,0.000000,0.000000,-0.138233,-1.045718,-0.710083,-1.411034,1.477581,0.000000,0.048964,0.000000,-0.566609,3.529075,0.000000,0.000000,1.248428,0.000000,0.000000,0.000000,0.000000,-0.065499,0.748681,-2.050043,-0.004943,0.000000,-0.196295,0.000000,0.000000,0.000000,0.000000,0.000000
28,0,0.470211,-0.284283,0.000000,0.000000,4.038924,0.000000,-0.154944,0.834151,1.139954,-2.293411,0.000000,-0.372933,-0.135301,-1.050206,0.775635,0.885635,0.000000,0.000000,0.000000,0.000000,-0.769299,0.348168,1.895387,-0.246861,-1.354616,-5.443274,-0.193855,0.244340,0.987305,2.376431,0.000000,0.000000,-0.751067,-0.016171,-0.442807,0.450894,-0.896702,0.000000,0.375238,0.000000,0.452755,1.526293,0.000000,0.000000,3.427461,0.000000,0.000000,0.000000,0.000000,0.262233,0.253485,-1.182285,-1.625450,0.000000,0.003080,0.000000,0.000000,0.000000,0.000000,0.000000
29,0,1.511469,0.862888,0.000000,0.000000,13.131269,0.000000,2.672220,0.432738,3.085288,-3.981071,0.000000,2.093607,0.708614,-1.238908,0.819708,0.621167,0.000000,0.000000,0.000000,0.000000,-0.008360,-0.455613,-0.520482,-2.659201,-0.158042,-1.813360,1.600956,0.072529,0.537780,0.714314,0.000000,0.000000,0.884045,-0.516808,-0.984551,-0.332346,-3.277101,0.000000,0.023624,0.000000,-0.042826,-0.049606,0.000000,0.000000,-0.402924,0.000000,0.000000,0.000000,0.000000,0.394010,-0.089223,-0.182478,-0.721121,0.000000,0.439644,0.000000,0.000000,0.000000,0.000000,0.000000
30,0,2.069886,-0.625356,0.000000,0.000000,1.589313,0.000000,1.434550,0.573773,-1.581764,-0.591550,0.000000,1.636725,-0.072543,0.932435,-0.976018,3.845172,0.000000,0.000000,0.000000,0.000000,-0.009527,-0.447788,-0.346911,-1.063505,3.135584,-0.354495,-0.208441,0.915816,-1.931712,-0.463347,0.000000,0.000000,0.452591,-0.137390,-0.036877,-1.548889,-4.525457,0.000000,-0.327749,0.000000,3.001164,0.990992,0.000000,0.000000,0.892235,0.000000,0.000000,0.000000,0.000000,-0.070457,2.665493,0.257663,0.121391,0.000000,0.041038,0.000000,0.000000,0.000000,0.000000,0.000000
31,0,-0.031508,2.050288,0.000000,0.000000,-0.469151,0.000000,-1.108844,1.055177,-0.054689,-2.102397,0.000000,-9.093125,-0.172631,-0.144944,-0.053439,0.152332,0.000000,0.000000,0.000000,0.000000,3.376772,0.442280,2.589430,-0.276912,1.123520,-1.197003,-0.223536,0.138138,0.383886,-1.690718,0.000000,0.000000,-1.613084,-1.219816,-3.793466,1.244324,-1.465480,0.000000,-0.410847,0.000000,-2.145642,1.471495,0.000000,0.000000,0.217801,0.000000,0.000000,0.000000,0.000000,-1.050451,-1.062753,-0.584395,0.252946,0.000000,-0.512725,0.000000,0.000000,0.000000,0.000000,0.000000
32,0,0.094846,1.466758,0.000000,0.000000,-3.352514,0.000000,0.622610,-3.192510,2.066403,0.768126,0.000000,-0.038405,-0.750478,-2.193508,2.784743,2.655911,0.000000,0.000000,0.000000,0.000000,8.315307,0.309513,-0.721082,0.323613,1.412027,1.128569,-1.919331,6.506032,-0.430863,0.561732,0.000000,0.000000,-5.178684,0.164449,-2.692608,-1.621112,-0.406157,0.000000,-1.287767,0.000000,-1.777655,5.802195,0.000000,0.000000,-0.962527,0.000000,0.000000,0.000000,0.000000,-1.292893,0.215604,0.003267,-0.241627,0.000000,-0.252392,0.000000,0.000000,0.000000,0.000000,0.000000
33,0,0.207535,1.508583,0.000000,0.000000,-1.048831,0.000000,0.733505,0.158978,-0.116462,-0.328067,0.000000,0.249697,-0.986180,-0.336824,-0.603674,-0.595072,0.000000,0.000000,0.000000,0.000000,0.117407,-0.295307,-1.367020,-2.136389,4.059441,0.430240,-0.514483,0.782374,0.145388,-1.550410,0.000000,0.000000,28.420609,-1.007370,0.207170,-0.305343,-4.620661,0.000000,-0.703119,0.000000,-1.039693,0.470041,0.000000,0.000000,0.991105,0.000000,0.000000,0.000000,0.000000,-2.138691,3.817409,-0.299264,0.210102,0.000000,0.269270,0.000000,0.000000,0.000000,0.000000,0.000000
34,0,1.784085,1.653927,0.000000,0.000000,0.294450,0.000000,0.026591,-0.714565,1.779154,-1.173308,0.000000,-0.094647,-0.069147,-1.478417,1.991384,-0.490320,0.000000,0.000000,0.000000,0.000000,-0.730332,-0.050017,1.114171,-0.020581,1.022980,-2.883933,-0.435482,-0.043227,0.462521,-0.791378,0.000000,0.000000,-7.963501,-1.092245,5.959543,0.200481,-0.578399,0.000000,1.329564,0.000000,-0.691202,1.768149,0.000000,0.000000,-1.286772,0.000000,0.000000,0.000000,0.000000,-1.465177,2.124411,0.148937,2.191746,0.000000,0.022247,0.000000,0.000000,0.000000,0.000000,0.000000
35,0,5.021828,6.276716,0.000000,0.000000,-0.777077,0.000000,-1.213010,-0.573653,-0.348071,0.518408,0.000000,3.199801,2.837380,1.915583,0.414956,0.098100,0.000000,0.000000,0.000000,0.000000,-0.653772,-0.169087,38.475383,-3.544527,1.465794,0.561255,-0.320186,-0.830891,0.208288,8.016467,0.000000,0.000000,-0.249534,-0.081450,0.819424,0.045242,2.984964,0.000000,0.005511,0.000000,-0.838693,1.043414,0.000000,0.000000,-0.278296,0.000000,0.000000,0.000000,0.000000,0.489515,-0.611209,0.405822,-0.031426,0.000000,-0.297490,0.000000,0.000000,0.000000,0.000000,0.000000
36,0,1.325174,2.361740,0.000000,0.000000,1.268573,0.000000,0.085379,-1.069126,-0.969971,0.547675,0.000000,-4.279444,0.373998,0.035560,-1.328699,-0.046543,0.000000,0.000000,0.000000,0.000000,-0.243971,0.226316,-0.012417,-2.910394,-0.720582,-0.598533,0.143457,0.090201,0.823830,0.783586,0.000000,0.000000,0.187951,-1.549699,1.522075,1.707856,-0.335309,0.000000,0.649296,0.000000,-0.325901,-1.090793,0.000000,0.000000,0.547389,0.000000,0.000000,0.000000,0.000000,-0.419578,0.308568,-2.958626,0.656038,0.000000,-0.472360,0.000000,0.000000,0.000000,0.000000,0.000000
37,0,0.975562,0.232038,0.000000,0.000000,-1.706796,0.000000,1.544153,0.099435,-0.184851,2.098874,0.000000,0.159115,-0.028645,-4.490769,-2.377452,-7.961505,0.000000,0.000000,0.000000,0.000000,-0.148108,-0.187441,0.027298,0.255541,-0.950336,0.380166,-0.302289,0.604711,-0.072904,0.199120,0.000000,0.000000,-0.461804,1.096419,1.111142,-3.204784,5.710861,0.000000,0.167466,0.000000,0.487300,0.368712,0.000000,0.000000,-1.573326,0.000000,0.000000,0.000000,0.000000,1.395964,-2.044364,3.348462,1.027815,0.000000,-0.308267,0.000000,0.000000,0.000000,0.000000,0.000000
38,0,2.356592,0.417155,0.000000,0.000000,1.664001,0.000000,-3.508407,-0.240631,2.893891,0.243243,0.000000,0.240430,-0.442057,-2.443434,-2.445783,-6.030722,0.000000,0.000000,0.000000,0.000000,-0.170957,0.151882,-0.309049,-0.732561,-1.739627,2.708170,0.623566,-0.508773,0.330712,0.228252,0.000000,0.000000,0.226059,0.355658,-2.181596,0.304895,-1.545673,0.000000,-0.194678,0.000000,0.461344,5.131276,0.000000,0.000000,-0.617284,0.000000,0.000000,0.000000,0.000000,-0.604004,0.528319,-0.021905,-0.026042,0.000000,0.149647,0.000000,0.000000,0.000000,0.000000,0.000000
39,0,1.540247,0.516893,0.000000,0.000000,1.332812,0.000000,-0.935186,0.147998,1.475596,0.057833,0.000000,-0.076151,0.033685,0.228560,1.474079,-0.217871,0.000000,0.000000,0.000000,0.000000,0.009381,2.555875,1.053536,-1.998788,-1.816418,1.948181,0.034054,-0.616105,-0.381945,-1.735621,0.000000,0.000000,2.444114,-2.127067,1.615969,3.342902,2.568588,0.000000,-1.515407,0.000000,-1.162296,-0.782660,0.000000,0.000000,-0.448498,0.000000,0.000000,0.000000,0.000000,-0.166375,0.643401,0.456727,0.277003,0.000000,-0.584063,0.000000,0.000000,0.000000,0.000000,0.000000
40,0,3.683067,0.776338,0.000000,0.000000,2.201324,0.000000,2.752856,-1.870509,0.139707,0.781841,0.000000,1.140479,0.417347,-0.195055,-0.713657,1.682017,0.000000,0.000000,0.000000,0.000000,0.053628,-0.231069,-0.385948,-0.783043,1.936563,3.913944,-0.173845,-1.799552,-0.839783,-0.629545,0.000000,0.000000,-0.253011,-0.031808,-0.628634,-1.381367,4.138355,0.000000,-1.193743,0.000000,-1.004468,2.354506,0.000000,0.000000,-0.313247,0.000000,0.000000,0.000000,0.000000,-1.281512,1.950709,0.656912,-0.306437,0.000000,0.365628,0.000000,0.000000,0.000000,0.000000,0.000000
41,0,8.230390,0.122411,0.000000,0.000000,-0.684386,0.000000,-0.755040,5.002843,-0.024649,-3.253362,0.000000,-0.309904,-1.406265,-0.418875,0.028271,0.798455,0.000000,0.000000,0.000000,0.000000,-1.278764,-0.871451,1.823461,-0.222147,3.255876,-1.628427,-0.440669,-0.321905,-0.497315,-1.591821,0.000000,0.000000,-10.075816,1.639345,-0.910478,-0.003295,-0.710562,0.000000,-1.225916,0.000000,-0.203960,-0.268305,0.000000,0.000000,-2.405551,0.000000,0.000000,0.000000,0.000000,0.849474,-0.272562,0.130092,0.427379,0.000000,0.643115,0.000000,0.000000,0.000000,0.000000,0.000000
