cluster_id,hour,top_category
3,114,Food Court
3,115,Nightclub
3,116,Fast Food Restaurant
3,117,Mall
3,118,Hotel
3,119,Hotel
3,120,Coffee Shop
3,121,Hotel
3,122,Mall
3,123,Hotel
3,124,Mall
3,125,Hotel
3,126,Mall
3,127,Mall
3,128,Mall
3,129,Mall
3,130,Mall
3,131,Mall
3,132,Mall
3,133,Mall
3,134,Nightclub
3,135,Nightclub
3,136,Multiplex
3,137,Multiplex
3,138,Nightclub
3,139,Mall
3,140,Mall
3,141,Nightclub
3,142,Hotel
3,143,Hotel
3,144,Church
3,145,Church
3,146,Coffee Shop
3,147,Church
3,148,Mall
3,149,Mall
3,150,Mall
3,151,Mall
3,152,Mall
3,153,Mall
3,154,Mall
3,155,Chinese Restaurant
3,156,Food Court
3,157,Chinese Restaurant
3,158,Hotel
3,159,Chinese Restaurant
3,160,Hotel
3,161,Chinese Restaurant
3,162,Mall
3,163,Food Court
3,164,Mall
3,165,Mall
3,166,Hotel
3,167,Hotel
2,0,Subway
2,1,Subway
2,2,Subway
2,3,Mall
2,4,Mall
2,5,Mall
2,6,Mall
2,7,Subway
2,8,Mall
2,9,Subway
2,10,Mall
2,11,Mall
2,12,Subway
2,13,Mall
2,14,Subway
2,15,Subway
2,16,Nightclub
2,17,Nightclub
2,18,Nightclub
2,19,Hotel
2,20,Chinese Restaurant
2,21,Train Station
2,22,Subway
2,23,Subway
2,24,Subway
2,25,Subway
2,26,Subway
2,27,Subway
2,28,Subway
2,29,Mall
2,30,Mall
2,31,Subway
2,32,Subway
2,33,Mall
2,34,Mall
2,35,Mall
2,36,Mall
2,37,Subway
2,38,Subway
2,39,Subway
2,40,Mall
2,41,Mall
2,42,Chinese Restaurant
2,43,Hotel
2,44,Mall
2,45,Train Station
2,46,Subway
2,47,Subway
2,48,Subway
2,49,Subway
2,50,Subway
2,51,Subway
2,52,Subway
2,53,Mall
2,54,Mall
2,55,Subway
2,56,Mall
2,57,Mall
2,58,Mall
2,59,Mall
2,60,Subway
2,61,Mall
2,62,Subway
2,63,Subway
2,64,Bus Station
2,65,Coffee Shop
2,66,Nightclub
2,67,Mall
2,68,Nightclub
2,69,Mall
2,70,Subway
2,71,Subway
2,72,Subway
2,73,Subway
2,74,Subway
2,75,Subway
2,76,Subway
2,77,Subway
2,78,Mall
2,79,Subway
2,80,Mall
2,81,Mall
2,82,Subway
2,83,Mall
2,84,Mall
2,85,Mall
2,86,Subway
2,87,Fast Food Restaurant
2,88,Mall
2,89,Chinese Restaurant
2,90,Coffee Shop
2,91,Chinese Restaurant
2,92,Mall
2,93,Train Station
2,94,Subway
2,95,Subway
2,96,Subway
2,97,Subway
2,98,Mall
2,99,Subway
2,100,Subway
2,101,Subway
2,102,Subway
2,103,Mall
2,104,Mall
2,105,Mall
2,106,Mall
2,107,Mall
2,108,Mall
2,109,Mall
2,110,Mall
2,111,Subway
2,112,Nightclub
2,113,Nightclub
2,114,Nightclub
2,115,Nightclub
2,116,Hotel
2,117,Caf
2,118,Subway
2,119,Subway
2,120,Subway
2,121,Subway
2,122,Subway
2,123,Subway
2,124,Subway
2,125,Subway
2,126,Subway
2,127,Mall
2,128,Mall
2,129,Mall
2,130,Mall
2,131,Mall
2,132,Mall
2,133,Mall
2,134,Mall
2,135,Subway
2,136,Nightclub
2,137,Nightclub
2,138,Nightclub
2,139,Nightclub
2,140,Nightclub
2,141,Fast Food Restaurant
2,142,Subway
2,143,Subway
2,144,Subway
2,145,Subway
2,146,Mall
2,147,Subway
2,148,Mall
2,149,Mall
2,150,Mall
2,151,Mall
2,152,Mall
2,153,Mall
2,154,Mall
2,155,Mall
2,156,Subway
2,157,Mall
2,158,Mall
2,159,Subway
2,160,Mall
2,161,Fast Food Restaurant
2,162,Food Court
2,163,Chinese Restaurant
2,164,Mall
2,165,Gym
2,166,Subway
2,167,Subway
15,0,Bus Line
15,1,Bus Line
15,2,Bus Line
15,3,Bus Line
15,4,Mall
15,5,Bus Line
15,6,Bus Line
15,7,Mall
15,8,Mall
15,9,Bus Line
15,10,Bus Station
15,11,Mall
15,12,Mall
15,13,Mall
15,14,Bus Line
15,15,Bus Line
15,16,Bus Line
15,17,Chinese Restaurant
15,18,Chinese Restaurant
15,19,Fast Food Restaurant
15,20,Subway
15,21,Bus Line
15,22,Bus Line
15,23,High School
15,24,Bus Line
15,25,Subway
15,26,Bus Line
15,27,Mall
15,28,Bus Line
15,29,Mall
15,30,Bus Line
15,31,Bus Line
15,32,Bus Line
15,33,Bus Line
15,34,Bus Line
15,35,Mall
15,36,Mall
15,37,Bus Line
15,38,Bus Line
15,39,Bus Line
15,40,Fast Food Restaurant
15,41,Bus Line
15,42,Coffee Shop
15,43,Bus Line
15,44,Bus Line
15,45,Bus Line
15,46,Bus Line
15,47,High School
15,48,Bus Line
15,49,Bus Line
15,50,Bus Line
15,51,Mall
15,52,Bus Line
15,53,Mall
15,54,Bus Line
15,55,Mall
15,56,Bus Line
15,57,Bus Line
15,58,Bus Line
15,59,Mall
15,60,Mall
15,61,Bus Line
15,62,Bus Station
15,63,Bus Line
15,64,Nightclub
15,65,Fast Food Restaurant
15,66,Nightclub
15,67,Mall
15,68,Bus Line
15,69,Bus Line
15,70,Bus Line
15,71,High School
15,72,Bus Line
15,73,Bus Line
15,74,Bus Line
15,75,High School
15,76,Mall
15,77,Mall
15,78,Bus Line
15,79,Bus Line
15,80,Bus Line
15,81,Mall
15,82,Mall
15,83,Mall
15,84,Bus Station
15,85,Bus Station
15,86,Bus Line
15,87,Bus Station
15,88,Food Court
15,89,Nightclub
15,90,Food Court
15,91,Fast Food Restaurant
15,92,Bus Line
15,93,Bus Line
15,94,Bus Line
15,95,High School
15,96,Bus Line
15,97,Bus Station
15,98,Bus Line
15,99,Bus Station
15,100,Bus Line
15,101,Bus Line
15,102,Mall
15,103,Mall
15,104,Bus Line
15,105,Bus Line
15,106,Mall
15,107,Mall
15,108,Mall
15,109,Mall
15,110,Mall
15,111,Bus Line
15,112,Fast Food Restaurant
15,113,Nightclub
15,114,Fast Food Restaurant
15,115,Fast Food Restaurant
15,116,Fast Food Restaurant
15,117,Train Station
15,118,Subway
15,119,Bus Line
15,120,Bus Line
15,121,Bus Line
15,122,Bus Line
15,123,Mall
15,124,Mall
15,125,Mall
15,126,Mall
15,127,Mall
15,128,Mall
15,129,Mall
15,130,Mall
15,131,Mall
15,132,Mall
15,133,Mall
15,134,Bus Line
15,135,Mall
15,136,Bus Station
15,137,Nightclub
15,138,Coffee Shop
15,139,Bus Line
15,140,Nightclub
15,141,Bus Line
15,142,Subway
15,143,Bus Line
15,144,Bus Line
15,145,Bus Line
15,146,Bus Line
15,147,Church
15,148,Mall
15,149,Mall
15,150,Mall
15,151,Mall
15,152,Mall
15,153,Mall
15,154,Mall
15,155,Mall
15,156,Mall
15,157,Mall
15,158,Food Court
15,159,Bus Station
15,160,Fast Food Restaurant
15,161,Chinese Restaurant
15,162,Food Court
15,163,Mall
15,164,Hotel
15,165,Bus Line
15,166,Bus Line
15,167,High School
21,0,Food Court
21,1,Food Court
21,2,Bus Station
21,3,Mall
21,4,Chinese Restaurant
21,5,Caf
21,6,Mall
21,7,Mall
21,8,Mall
21,9,Coffee Shop
21,10,Mall
21,11,Mall
21,12,Chinese Restaurant
21,13,Food Court
21,14,Bus Station
21,15,Mall
21,16,Mall
21,17,Asian Restaurant
21,18,Chinese Restaurant
21,19,Coffee Shop
21,20,Mall
21,21,Mall
21,22,Food Court
21,23,High School
21,24,Food Court
21,25,Food Court
21,26,General College & University
21,27,Mall
21,28,Mall
21,29,Food Court
21,30,Mall
21,31,Mall
21,32,Mall
21,33,Mall
21,34,Coffee Shop
21,35,Multiplex
21,36,Food Court
21,37,Food Court
21,38,Mall
21,39,Mall
21,40,Fast Food Restaurant
21,41,Mall
21,42,Mall
21,43,Mall
21,44,Mall
21,45,Mall
21,46,Train Station
21,47,Trade School
21,48,Train Station
21,49,Bus Station
21,50,General College & University
21,51,Mall
21,52,Chinese Restaurant
21,53,Coffee Shop
21,54,Coffee Shop
21,55,Mall
21,56,Mall
21,57,Mall
21,58,Japanese Restaurant
21,59,Mall
21,60,Mall
21,61,Mall
21,62,Nightclub
21,63,Coffee Shop
21,64,Mall
21,65,Mall
21,66,Mall
21,67,Fast Food Restaurant
21,68,Mall
21,69,Mall
21,70,Mall
21,71,Mall
21,72,Train Station
21,73,Food Court
21,74,Mall
21,75,Food Court
21,76,Chinese Restaurant
21,77,Mall
21,78,Coffee Shop
21,79,Subway
21,80,Mall
21,81,Hotel
21,82,Mall
21,83,Mall
21,84,Mall
21,85,Caf
21,86,Caf
21,87,Chinese Restaurant
21,88,Mall
21,89,Mall
21,90,Fast Food Restaurant
21,91,Mall
21,92,Mall
21,93,Nightclub
21,94,Mall
21,95,Trade School
21,96,Train Station
21,97,Caf
21,98,Train Station
21,99,Mall
21,100,Mall
21,101,Chinese Restaurant
21,102,Food Court
21,103,Mall
21,104,Mall
21,105,Mall
21,106,Mall
21,107,Mall
21,108,Chinese Restaurant
21,109,Coffee Shop
21,110,Coffee Shop
21,111,Mall
21,112,Nightclub
21,113,Asian Restaurant
21,114,Coffee Shop
21,115,Food Court
21,116,Chinese Restaurant
21,117,Mall
21,118,Mall
21,119,Mall
21,120,Mall
21,121,Hotel
21,122,Mall
21,123,Asian Restaurant
21,124,Mall
21,125,Caf
21,126,Mall
21,127,Mall
21,128,Mall
21,129,Mall
21,130,Mall
21,131,Chinese Restaurant
21,132,Mall
21,133,Mall
21,134,Coffee Shop
21,135,Hotel
21,136,Hotel
21,137,Mall
21,138,Multiplex
21,139,Asian Restaurant
21,140,Nightclub
21,141,Caf
21,142,Mall
21,143,Mall
21,144,Church
21,145,Mall
21,146,Mall
21,147,Mall
21,148,Chinese Restaurant
21,149,Mall
21,150,Mall
21,151,Mall
21,152,Caf
21,153,Mall
21,154,Mall
21,155,Chinese Restaurant
21,156,Food Court
21,157,Mall
21,158,Train Station
21,159,Coffee Shop
21,160,Food Court
21,161,Fast Food Restaurant
21,162,Mall
21,163,Coffee Shop
21,164,Mall
21,165,Mall
21,166,Bus Station
21,167,Trade School
16,0,High School
16,1,High School
16,2,High School
16,3,High School
16,4,Mall
16,5,Mall
16,6,Mall
16,7,Mall
16,8,Mall
16,9,Mall
16,10,Mall
16,11,Mall
16,12,Mall
16,13,Mall
16,14,Fast Food Restaurant
16,15,Multiplex
16,16,Fast Food Restaurant
16,17,Fast Food Restaurant
16,18,Hotel
16,19,Nightclub
16,20,Food Court
16,21,Bus Station
16,22,High School
16,23,High School
16,24,High School
16,25,High School
16,26,High School
16,27,High School
16,28,High School
16,29,High School
16,30,Mall
16,31,Mall
16,32,Mall
16,33,Mall
16,34,Mall
16,35,Mall
16,36,Mall
16,37,Mall
16,38,Chinese Restaurant
16,39,Mall
16,40,Nightclub
16,41,Mall
16,42,Hotel
16,43,Fast Food Restaurant
16,44,Mall
16,45,Asian Restaurant
16,46,High School
16,47,High School
16,48,High School
16,49,High School
16,50,High School
16,51,High School
16,52,High School
16,53,Mall
16,54,Mall
16,55,Mall
16,56,Mall
16,57,Mall
16,58,Mall
16,59,Mall
16,60,Mall
16,61,Mall
16,62,Mall
16,63,Mall
16,64,Fast Food Restaurant
16,65,Coffee Shop
16,66,Hotel
16,67,High School
16,68,Coffee Shop
16,69,Fast Food Restaurant
16,70,High School
16,71,High School
16,72,High School
16,73,High School
16,74,High School
16,75,High School
16,76,High School
16,77,Mall
16,78,Mall
16,79,Mall
16,80,Mall
16,81,Mall
16,82,Mall
16,83,Mall
16,84,Mall
16,85,Mall
16,86,Food Court
16,87,Food Court
16,88,Fast Food Restaurant
16,89,High School
16,90,Mall
16,91,Fast Food Restaurant
16,92,Coffee Shop
16,93,Caf
16,94,High School
16,95,High School
16,96,High School
16,97,High School
16,98,High School
16,99,High School
16,100,Mall
16,101,Mall
16,102,Mall
16,103,Mall
16,104,Mall
16,105,Mall
16,106,Mall
16,107,Mall
16,108,Mall
16,109,Mall
16,110,Mall
16,111,Nightclub
16,112,Nightclub
16,113,Nightclub
16,114,Nightclub
16,115,Nightclub
16,116,Mall
16,117,Coffee Shop
16,118,Fast Food Restaurant
16,119,High School
16,120,High School
16,121,High School
16,122,Mall
16,123,Mall
16,124,Mall
16,125,Mall
16,126,Mall
16,127,Mall
16,128,Mall
16,129,Mall
16,130,Mall
16,131,Mall
16,132,Mall
16,133,Mall
16,134,Mall
16,135,Mall
16,136,Nightclub
16,137,Mall
16,138,Mall
16,139,Fast Food Restaurant
16,140,Nightclub
16,141,Food Court
16,142,Bus Station
16,143,Train Station
16,144,Church
16,145,Church
16,146,Church
16,147,Church
16,148,Mall
16,149,Mall
16,150,Mall
16,151,Mall
16,152,Mall
16,153,Mall
16,154,Mall
16,155,Mall
16,156,Mall
16,157,Mall
16,158,Mall
16,159,Food Court
16,160,Mall
16,161,Coffee Shop
16,162,Hotel
16,163,Nightclub
16,164,Asian Restaurant
16,165,Coffee Shop
16,166,High School
16,167,High School
22,0,Coffee Shop
22,1,Subway
22,2,Hotel
22,3,Food Court
22,4,Mall
22,5,Mall
22,6,Food Court
22,7,Mall
22,8,Fast Food Restaurant
22,9,Mall
22,10,Train Station
22,11,Mall
22,12,Mall
22,13,Train Station
22,14,Food Court
22,15,Fast Food Restaurant
22,16,Hotel
22,17,Mall
22,18,Mall
22,19,Mall
22,20,Mall
22,21,Mall
22,22,Bus Station
22,23,Bus Station
22,24,Train Station
22,25,Hotel
22,26,Mall
22,27,Mall
22,28,Subway
22,29,Fast Food Restaurant
22,30,Coffee Shop
22,31,Fast Food Restaurant
22,32,Mall
22,33,Mall
22,34,Food Court
22,35,Mall
22,36,Mall
22,37,Chinese Restaurant
22,38,Subway
22,39,Hotel
22,40,Mall
22,41,Fast Food Restaurant
22,42,Mall
22,43,Mall
22,44,Mall
22,45,Mall
22,46,High School
22,47,Subway
22,48,Subway
22,49,High School
22,50,Subway
22,51,Fast Food Restaurant
22,52,Mall
22,53,Food Court
22,54,Train Station
22,55,Asian Restaurant
22,56,Mall
22,57,Train Station
22,58,Food Court
22,59,Mall
22,60,Subway
22,61,Multiplex
22,62,Fast Food Restaurant
22,63,Train Station
22,64,Coffee Shop
22,65,Mall
22,66,Food Court
22,67,Mall
22,68,Mall
22,69,Mall
22,70,Bus Line
22,71,Food Court
22,72,Mall
22,73,Caf
22,74,Bus Station
22,75,Mall
22,76,Chinese Restaurant
22,77,Mall
22,78,Mall
22,79,Mall
22,80,Mall
22,81,Train Station
22,82,Food Court
22,83,Mall
22,84,Food Court
22,85,Subway
22,86,Train Station
22,87,Bus Station
22,88,Coffee Shop
22,89,Mall
22,90,Mall
22,91,Mall
22,92,Mall
22,93,Mall
22,94,Bus Line
22,95,High School
22,96,Mall
22,97,Fast Food Restaurant
22,98,Chinese Restaurant
22,99,High School
22,100,Coffee Shop
22,101,Mall
22,102,Caf
22,103,Mall
22,104,Food Court
22,105,Train Station
22,106,Mall
22,107,Train Station
22,108,Asian Restaurant
22,109,Coffee Shop
22,110,Coffee Shop
22,111,Subway
22,112,Hotel
22,113,Fast Food Restaurant
22,114,Mall
22,115,Fast Food Restaurant
22,116,Mall
22,117,Mall
22,118,High School
22,119,Hotel
22,120,Coffee Shop
22,121,General College & University
22,122,Chinese Restaurant
22,123,Fast Food Restaurant
22,124,Mall
22,125,Coffee Shop
22,126,Food Court
22,127,Food Court
22,128,Caf
22,129,Food Court
22,130,Mall
22,131,Food Court
22,132,Coffee Shop
22,133,Mall
22,134,Mall
22,135,Nightclub
22,136,Caf
22,137,Nightclub
22,138,Coffee Shop
22,139,Chinese Restaurant
22,140,Food Court
22,141,Mall
22,142,Mall
22,143,Food Court
22,144,Mall
22,145,Mall
22,146,Fast Food Restaurant
22,147,Caf
22,148,Food Court
22,149,Church
22,150,Food Court
22,151,Subway
22,152,Mall
22,153,Mall
22,154,Mall
22,155,Subway
22,156,Subway
22,157,Mall
22,158,Subway
22,159,Coffee Shop
22,160,Food Court
22,161,Fast Food Restaurant
22,162,Mall
22,163,Mall
22,164,Mall
22,165,Mall
22,166,Hotel
22,167,Subway
26,0,Bus Line
26,1,Hotel
26,2,Mall
26,3,Mall
26,4,Chinese Restaurant
26,5,Mall
26,6,Mall
26,7,Mall
26,8,Mall
26,9,Mall
26,10,Mall
26,11,Mall
26,12,Mall
26,13,Mall
26,14,Chinese Restaurant
26,15,Coffee Shop
26,16,Mall
26,17,Fast Food Restaurant
26,18,Mall
26,19,Mall
26,20,Mall
26,21,Mall
26,22,Bus Line
26,23,High School
26,24,Bus Station
26,25,Mall
26,26,Mall
26,27,Mall
26,28,Mall
26,29,Asian Restaurant
26,30,Mall
26,31,Mall
26,32,Caf
26,33,Mall
26,34,Mall
26,35,Mall
26,36,Asian Restaurant
26,37,Mall
26,38,Fast Food Restaurant
26,39,Food Court
26,40,Hotel
26,41,Fast Food Restaurant
26,42,Mall
26,43,Mall
26,44,Mall
26,45,Mall
26,46,Mall
26,47,High School
26,48,General College & University
26,49,Coffee Shop
26,50,Mall
26,51,Hotel
26,52,Mall
26,53,Mall
26,54,Mall
26,55,Mall
26,56,Mall
26,57,Mall
26,58,Mall
26,59,Mall
26,60,Mall
26,61,Mall
26,62,Mall
26,63,Mall
26,64,Nightclub
26,65,Coffee Shop
26,66,Mall
26,67,Mall
26,68,Mall
26,69,Mall
26,70,Mall
26,71,High School
26,72,Subway
26,73,Fast Food Restaurant
26,74,Fast Food Restaurant
26,75,Train Station
26,76,Mall
26,77,Mall
26,78,Mall
26,79,Mall
26,80,Mall
26,81,Mall
26,82,Mall
26,83,Mall
26,84,Mall
26,85,Mall
26,86,Mall
26,87,Food Court
26,88,Mall
26,89,Asian Restaurant
26,90,Mall
26,91,Mall
26,92,Mall
26,93,Coffee Shop
26,94,Bus Station
26,95,Mall
26,96,Bus Station
26,97,Coffee Shop
26,98,Bus Station
26,99,Mall
26,100,Mall
26,101,Mall
26,102,Mall
26,103,Mall
26,104,Hotel
26,105,Trade School
26,106,Mall
26,107,Mall
26,108,Chinese Restaurant
26,109,Mall
26,110,Nightclub
26,111,Multiplex
26,112,Subway
26,113,Fast Food Restaurant
26,114,Mall
26,115,Mall
26,116,Coffee Shop
26,117,Mall
26,118,Fast Food Restaurant
26,119,Fast Food Restaurant
26,120,Mall
26,121,Hotel
26,122,Subway
26,123,Subway
26,124,Mall
26,125,Mall
26,126,Mall
26,127,Mall
26,128,Mall
26,129,Mall
26,130,Mall
26,131,Mall
26,132,Mall
26,133,Mall
26,134,Mall
26,135,Nightclub
26,136,Nightclub
26,137,Nightclub
26,138,Nightclub
26,139,Mall
26,140,Mall
26,141,Fast Food Restaurant
26,142,Mall
26,143,Train Station
26,144,Bus Station
26,145,Food Court
26,146,Mall
26,147,Mall
26,148,Mall
26,149,Mall
26,150,Mall
26,151,Mall
26,152,Mall
26,153,Mall
26,154,Mall
26,155,Mall
26,156,Mall
26,157,Mall
26,158,Mall
26,159,Mall
26,160,Nightclub
26,161,Bus Station
26,162,Mall
26,163,Mall
26,164,Mall
26,165,Mall
26,166,Subway
26,167,Bus Station
0,0,Coffee Shop
0,1,Mall
0,2,Trade School
0,3,Mall
0,4,Mall
0,5,Mall
0,6,Mall
0,7,Mall
0,8,Mall
0,9,Mall
0,10,Mall
0,11,Mall
0,12,Mall
0,13,Mall
0,14,Mall
0,15,Nightclub
0,16,Nightclub
0,17,Nightclub
0,18,Nightclub
0,19,Nightclub
0,20,Nightclub
0,21,Fast Food Restaurant
0,22,Mall
0,23,Chinese Restaurant
0,24,Mall
0,25,Mall
0,26,Hotel
0,27,Mall
0,28,Mall
0,29,Mall
0,30,Mall
0,31,Mall
0,32,Mall
0,33,Mall
0,34,Mall
0,35,Mall
0,36,Mall
0,37,Mall
0,38,Mall
0,39,Nightclub
0,40,Nightclub
0,41,Nightclub
0,42,Nightclub
0,43,Nightclub
0,44,Nightclub
0,45,Hotel
0,46,Mall
0,47,Mall
0,48,Train Station
0,49,Mall
0,50,Trade School
0,51,Mall
0,52,Mall
0,53,Mall
0,54,Mall
0,55,Mall
0,56,Mall
0,57,Mall
0,58,Mall
0,59,Mall
0,60,Mall
0,61,Mall
0,62,Nightclub
0,63,Nightclub
0,64,Nightclub
0,65,Nightclub
0,66,Nightclub
0,67,Nightclub
0,68,Nightclub
0,69,Nightclub
0,70,Bus Line
0,71,Chinese Restaurant
0,72,Chinese Restaurant
0,73,Subway
0,74,Mall
0,75,Mall
0,76,Mall
0,77,Mall
0,78,Mall
0,79,Mall
0,80,Mall
0,81,Mall
0,82,Mall
0,83,Mall
0,84,Mall
0,85,Mall
0,86,Mall
0,87,Nightclub
0,88,Nightclub
0,89,Nightclub
0,90,Nightclub
0,91,Nightclub
0,92,Nightclub
0,93,Caf
0,94,Chinese Restaurant
0,95,Coffee Shop
0,96,Chinese Restaurant
0,97,Mall
0,98,Mall
0,99,Mall
0,100,Mall
0,101,Mall
0,102,Mall
0,103,Mall
0,104,Mall
0,105,Mall
0,106,Mall
0,107,Mall
0,108,Mall
0,109,Mall
0,110,Nightclub
0,111,Nightclub
0,112,Nightclub
0,113,Nightclub
0,114,Nightclub
0,115,Nightclub
0,116,Nightclub
0,117,Nightclub
0,118,Mall
0,119,Mall
0,120,Mall
0,121,Mall
0,122,Mall
0,123,Mall
0,124,Mall
0,125,Mall
0,126,Mall
0,127,Mall
0,128,Mall
0,129,Mall
0,130,Mall
0,131,Mall
0,132,Mall
0,133,Mall
0,134,Nightclub
0,135,Nightclub
0,136,Nightclub
0,137,Nightclub
0,138,Nightclub
0,139,Nightclub
0,140,Nightclub
0,141,Nightclub
0,142,Chinese Restaurant
0,143,Mall
0,144,Multiplex
0,145,Food Court
0,146,Mall
0,147,Mall
0,148,Mall
0,149,Mall
0,150,Mall
0,151,Mall
0,152,Mall
0,153,Mall
0,154,Mall
0,155,Mall
0,156,Mall
0,157,Mall
0,158,Mall
0,159,Nightclub
0,160,Nightclub
0,161,Nightclub
0,162,Nightclub
0,163,Nightclub
0,164,Nightclub
0,165,Food Court
0,166,Hotel
0,167,Food Court
13,0,Train Station
13,1,Train Station
13,2,Train Station
13,3,Train Station
13,4,Mall
13,5,Train Station
13,6,Mall
13,7,Mall
13,8,Mall
13,9,Mall
13,10,Mall
13,11,Train Station
13,12,Mall
13,13,Train Station
13,14,Train Station
13,15,Train Station
13,16,Fast Food Restaurant
13,17,Fast Food Restaurant
13,18,Nightclub
13,19,Mall
13,20,Mall
13,21,Nightclub
13,22,Train Station
13,23,Train Station
13,24,Train Station
13,25,Train Station
13,26,Coffee Shop
13,27,Train Station
13,28,Train Station
13,29,Mall
13,30,Mall
13,31,Mall
13,32,Mall
13,33,Mall
13,34,Mall
13,35,Mall
13,36,Mall
13,37,Mall
13,38,Train Station
13,39,Train Station
13,40,Mall
13,41,Food Court
13,42,Mall
13,43,Mall
13,44,Mall
13,45,Bus Station
13,46,Train Station
13,47,Train Station
13,48,Train Station
13,49,Train Station
13,50,Subway
13,51,Train Station
13,52,Train Station
13,53,Mall
13,54,Mall
13,55,Train Station
13,56,Train Station
13,57,Mall
13,58,Train Station
13,59,Mall
13,60,Mall
13,61,Train Station
13,62,Train Station
13,63,Train Station
13,64,Nightclub
13,65,Coffee Shop
13,66,Mall
13,67,Asian Restaurant
13,68,Mall
13,69,Mall
13,70,Train Station
13,71,Train Station
13,72,Train Station
13,73,Train Station
13,74,Mall
13,75,Train Station
13,76,Mall
13,77,Mall
13,78,Train Station
13,79,Mall
13,80,Mall
13,81,Mall
13,82,Mall
13,83,Mall
13,84,Mall
13,85,Mall
13,86,Subway
13,87,Coffee Shop
13,88,Fast Food Restaurant
13,89,Fast Food Restaurant
13,90,Subway
13,91,Fast Food Restaurant
13,92,Mall
13,93,Fast Food Restaurant
13,94,Train Station
13,95,Train Station
13,96,Train Station
13,97,Train Station
13,98,Train Station
13,99,Train Station
13,100,Train Station
13,101,Mall
13,102,Mall
13,103,Mall
13,104,Mall
13,105,Mall
13,106,Mall
13,107,Mall
13,108,Mall
13,109,Train Station
13,110,Train Station
13,111,Nightclub
13,112,Multiplex
13,113,Train Station
13,114,General College & University
13,115,Fast Food Restaurant
13,116,Fast Food Restaurant
13,117,Mall
13,118,Bus Station
13,119,Train Station
13,120,Train Station
13,121,Train Station
13,122,Mall
13,123,Mall
13,124,Train Station
13,125,Mall
13,126,Mall
13,127,Mall
13,128,Mall
13,129,Mall
13,130,Mall
13,131,Mall
13,132,Mall
13,133,Mall
13,134,Train Station
13,135,Nightclub
13,136,Nightclub
13,137,Nightclub
13,138,Fast Food Restaurant
13,139,Mall
13,140,Fast Food Restaurant
13,141,Train Station
13,142,Train Station
13,143,Church
13,144,Bus Station
13,145,Train Station
13,146,Train Station
13,147,Mall
13,148,Mall
13,149,Mall
13,150,Mall
13,151,Mall
13,152,Mall
13,153,Mall
13,154,Mall
13,155,Mall
13,156,Mall
13,157,Mall
13,158,Train Station
13,159,Train Station
13,160,Train Station
13,161,Mall
13,162,Caf
13,163,Mall
13,164,Mall
13,165,Train Station
13,166,Train Station
13,167,Train Station
24,0,Trade School
24,1,Trade School
24,2,Trade School
24,3,Trade School
24,4,Trade School
24,5,Trade School
24,6,Trade School
24,7,Mall
24,8,Mall
24,9,Mall
24,10,Mall
24,11,Mall
24,12,Mall
24,13,Mall
24,14,Fast Food Restaurant
24,15,Bus Station
24,16,Japanese Restaurant
24,17,Mall
24,18,Mall
24,19,Nightclub
24,20,Mall
24,21,Train Station
24,22,Subway
24,23,Trade School
24,24,Trade School
24,25,Trade School
24,26,Trade School
24,27,Trade School
24,28,Trade School
