user_id,place_id,datetime,timezone,lat,lon,category
24592,4cc66c0382388cfa86f07b35,Tue Apr 03 22:18:41 +0000 2012,480,1.271363,103.819167,Bar
23956,4b0c82d7f964a520933e23e3,Tue Apr 03 22:19:30 +0000 2012,480,1.353094,103.945218,Train Station
37027,4cce193dba79a1cd615345cb,Tue Apr 03 22:19:54 +0000 2012,480,1.312859,103.87496,Bus Line
56817,4b8efe49f964a520474333e3,Tue Apr 03 22:20:36 +0000 2012,480,1.332124,103.848258,Bus Station
1054,4d35592c2c76a1431dbd8dc7,Tue Apr 03 22:23:05 +0000 2012,480,1.332541,103.912833,Bus Line
38192,4b139fb0f964a5201b9823e3,Tue Apr 03 22:24:43 +0000 2012,480,1.31809,103.892664,Train Station
38475,4cd60e96b2a43704768e8244,Tue Apr 03 22:25:52 +0000 2012,480,1.375069,103.897673,Bus Station
136926,4c037f4f187ec92827beb57b,Tue Apr 03 22:29:28 +0000 2012,480,1.349268,103.872979,Bus Station
1054,4f797f28e4b0a84b15c357c0,Tue Apr 03 22:30:01 +0000 2012,480,1.324847,103.927447,Bus Line
2967,4b0dc9c6f964a520255023e3,Tue Apr 03 22:30:24 +0000 2012,480,1.319616,103.843675,Subway
259148,4b058813f964a52002b022e3,Tue Apr 03 22:33:36 +0000 2012,480,1.282654,103.846735,Italian Restaurant
33397,4c1c6efbb306c92883f263b7,Tue Apr 03 22:37:28 +0000 2012,480,1.354713,103.989186,Bookstore
136926,4c55360f4623be9aa19604f4,Tue Apr 03 22:37:37 +0000 2012,480,1.3179,103.863523,Bus Line
912,4c4cc737a34b2d7f76883f98,Tue Apr 03 22:38:04 +0000 2012,480,1.355575,103.869633,Bus Line
38475,4b37a0b9f964a520464325e3,Tue Apr 03 22:40:27 +0000 2012,480,1.375239,103.902468,High School
38192,4b87b5a6f964a5202ac831e3,Tue Apr 03 22:41:15 +0000 2012,480,1.373546,103.949536,Bus Station
41607,4b130770f964a520f49223e3,Tue Apr 03 22:41:57 +0000 2012,480,1.349391,103.873158,Subway
140074,4f03ab67be7b46d0f8bbab9f,Tue Apr 03 22:46:54 +0000 2012,480,1.301734,103.784801,Student Center
34402,4c38500f0a71c9b61d6d40c9,Tue Apr 03 22:47:06 +0000 2012,480,1.293009,103.807286,Bus Station
140074,4c7ed910d860b60c40365f9d,Tue Apr 03 22:47:11 +0000 2012,480,1.301486,103.784365,High School
221155,4cb448deef1b370448705700,Tue Apr 03 22:48:04 +0000 2012,480,1.290073,103.802277,Bus Station
37295,4b8b40e6f964a5208d9932e3,Tue Apr 03 22:49:11 +0000 2012,480,1.325901,103.950987,High School
34402,4b9b5ce8f964a520a90236e3,Tue Apr 03 22:49:40 +0000 2012,480,1.292599,103.812867,High School
23956,4b205bd1f964a5202a3124e3,Tue Apr 03 22:51:39 +0000 2012,480,1.300588,103.85612,Subway
4441,4b0a48aff964a520fd2223e3,Tue Apr 03 22:51:47 +0000 2012,480,1.319829,103.902921,Train Station
1054,4d1a836b83c5a1cd9e73244e,Tue Apr 03 22:51:50 +0000 2012,480,1.322651,103.92632,High School
18563,4e213540d1647406320456bb,Tue Apr 03 22:52:26 +0000 2012,480,1.276286,103.82305,High School
18563,4f04242ad3e35fb2b73da240,Tue Apr 03 22:52:59 +0000 2012,480,1.276275,103.822636,College Auditorium
12763,4c4e16fcfb742d7f1b17c02d,Tue Apr 03 22:53:16 +0000 2012,480,1.332293,103.843242,High School
18563,4f03296bf9abd5b393a63815,Tue Apr 03 22:53:17 +0000 2012,480,1.275703,103.822212,High School
259162,4bc027184cdfc9b6cd919221,Tue Apr 03 22:55:13 +0000 2012,480,1.343084,103.852215,Mosque
34402,4d425c848b88b1f7cfaaea33,Tue Apr 03 22:57:10 +0000 2012,480,1.293597,103.812771,College Cafeteria
201191,4c2b7724b34ad13ad5cde9ce,Tue Apr 03 22:59:33 +0000 2012,480,1.321666,103.932271,Food & Drink Shop
52987,4c103b61ce57c9286aa081d2,Tue Apr 03 23:03:08 +0000 2012,480,1.350269,103.937061,High School
259167,4f55460ee4b0a348f9822c5e,Tue Apr 03 23:03:26 +0000 2012,480,1.376208,103.93599,General Travel
79974,4b1537bbf964a5206ea923e3,Tue Apr 03 23:03:26 +0000 2012,480,1.294471,103.805967,Train Station
1865,4b166771f964a520b8b823e3,Tue Apr 03 23:06:28 +0000 2012,480,1.34036,103.949493,Hospital
12764,4c6b7e759669e21e5a3fab51,Tue Apr 03 23:09:31 +0000 2012,480,1.351238,103.885245,High School
7532,4ed86cd89911a3e78ad394b8,Tue Apr 03 23:10:15 +0000 2012,480,1.305366,103.854854,Nightclub
34664,4b2dc065f964a52011db24e3,Tue Apr 03 23:10:45 +0000 2012,480,1.320946,103.827581,High School
198384,4b17b641f964a5205ec723e3,Tue Apr 03 23:12:17 +0000 2012,480,1.28688,103.808055,Market
221167,4bb9e4957421a593ea1dc340,Tue Apr 03 23:14:08 +0000 2012,480,1.325207,103.930229,Food Court
34402,4f073109e4b05dd3a1cc0f5c,Tue Apr 03 23:15:39 +0000 2012,480,1.293597,103.812765,College Auditorium
93761,4caafe0897c8a1cd060a97a5,Tue Apr 03 23:15:40 +0000 2012,480,1.34287,103.851957,General College & University
259167,4bd3ea78caff95214802d6f0,Tue Apr 03 23:16:37 +0000 2012,480,1.350045,103.929793,High School
47580,4c2fc46916adc928592dbe9c,Tue Apr 03 23:16:45 +0000 2012,480,1.29057,103.84552,Nightclub
4876,4b32a70cf964a520f71025e3,Tue Apr 03 23:17:30 +0000 2012,480,1.290786,103.845801,Nightclub
119623,4cda52bc5aeda1cd1e47b611,Tue Apr 03 23:19:35 +0000 2012,480,1.382298,103.898478,High School
14922,4c80301447cc224b59e9709f,Tue Apr 03 23:19:43 +0000 2012,480,1.301628,103.765451,High School
119623,4f03a42fe30090dfdb1eee73,Tue Apr 03 23:19:57 +0000 2012,480,1.38079,103.898769,School
169957,4bc97f560687ef3b9d11dacc,Tue Apr 03 23:20:24 +0000 2012,480,1.314888,103.761879,High School
76341,4be2eda0f07b0f47cb8df643,Tue Apr 03 23:23:15 +0000 2012,480,1.341923,103.851848,High School
22080,4c21a2d8aa8e9c742947f4d4,Tue Apr 03 23:25:35 +0000 2012,480,1.334447,103.91029,High School
41936,4c3cf7b57d00d13ad5aa3950,Tue Apr 03 23:25:51 +0000 2012,480,1.346731,103.875432,High School
255377,4b1dbf59f964a520c71424e3,Tue Apr 03 23:29:11 +0000 2012,480,1.299072,103.787574,Mall
76342,4c6b51fd9c76d13a943f4e0f,Tue Apr 03 23:29:30 +0000 2012,480,1.317213,103.978536,Campground
122331,4b5bdd58f964a520781a29e3,Tue Apr 03 23:30:04 +0000 2012,480,1.327403,103.901439,High School
21292,4e106fc51838f8ad81520caf,Tue Apr 03 23:31:30 +0000 2012,480,1.345755,103.919313,Bus Line
3955,4c0fa8d0d64c0f47c9162a5d,Tue Apr 03 23:32:28 +0000 2012,480,1.311679,103.800416,Bus Line
167825,4b43d768f964a520b3eb25e3,Tue Apr 03 23:33:24 +0000 2012,480,1.312022,103.829126,High School
12443,4bc51f3e6c26b713a3f9eaf3,Tue Apr 03 23:34:58 +0000 2012,480,1.310435,103.758316,High School
169979,4be4df952457a593adedaa15,Tue Apr 03 23:35:54 +0000 2012,480,1.302261,103.793721,Coworking Space
22634,4f04fa3593adf931de3e3298,Tue Apr 03 23:39:18 +0000 2012,480,1.315276,103.762252,Pub
190717,4b0bba07f964a520413323e3,Tue Apr 03 23:40:13 +0000 2012,480,1.306208,103.919721,High School
150355,4c1181f517002d7fb061e609,Tue Apr 03 23:40:41 +0000 2012,480,1.300145,103.802379,High School
1865,4cccd740ee23a1432d0f22a8,Tue Apr 03 23:43:36 +0000 2012,480,1.338183,103.84478,Dim Sum Restaurant
21292,4bccf0b6b6c49c74cfb89491,Tue Apr 03 23:44:29 +0000 2012,480,1.337845,103.927176,High School
23956,4b289bf4f964a520379424e3,Tue Apr 03 23:48:32 +0000 2012,480,1.264827,103.820141,Mall
10665,4d3d1609d625224bc2ec96fa,Tue Apr 03 23:49:39 +0000 2012,480,1.34922,103.943968,High School
23956,4e4b1f2718a808fd10fa347a,Tue Apr 03 23:50:02 +0000 2012,480,1.265213,103.819353,Doctor's Office
248000,4bba7c79b35776b06c04cb01,Tue Apr 03 23:51:04 +0000 2012,480,1.353154,103.93309,High School
67694,4ca2d9e8d5a2a143e3824490,Tue Apr 03 23:51:13 +0000 2012,480,1.321273,103.870171,Food Court
5221,4cb4ead68db0a1437ec65e16,Tue Apr 03 23:54:08 +0000 2012,480,1.349348,103.943839,High School
12830,4c429935ff711b8deddf1305,Tue Apr 03 23:56:58 +0000 2012,480,1.321035,103.853343,Food & Drink Shop
12830,4cc12eab56bda093a28dea35,Tue Apr 03 23:59:39 +0000 2012,480,1.321524,103.852954,Bus Station
255389,4c26a13ca852c9288f0be76c,Tue Apr 03 23:59:58 +0000 2012,480,1.307568,103.887459,High School
198469,4ce9f3c19f776ea8058e6622,Wed Apr 04 00:01:25 +0000 2012,480,1.30284,103.777843,High School
123717,4c6f381c34443704e193205f,Wed Apr 04 00:01:41 +0000 2012,480,1.368869,103.962593,High School
1865,4c0efd1d2466a5933c0e7a21,Wed Apr 04 00:02:21 +0000 2012,480,1.338458,103.840797,General College & University
1865,4f4ebd21e4b06597b6b2eaa9,Wed Apr 04 00:02:45 +0000 2012,480,1.338435,103.840774,College Library
3671,4f0333489adffb90d0283882,Wed Apr 04 00:04:49 +0000 2012,480,1.373962,103.888643,College Cafeteria
12304,4c2d34137d85a593934552f3,Wed Apr 04 00:10:39 +0000 2012,480,1.322347,103.920905,Coworking Space
19370,4cd9dd8a6c25b60c21ffd24f,Wed Apr 04 00:10:43 +0000 2012,480,1.367676,103.949231,High School
105124,4f4441c7e4b0d8060861eea4,Wed Apr 04 00:11:18 +0000 2012,480,1.294614,103.812867,Student Center
195938,4cdf7e44c4f6a35d12fad06c,Wed Apr 04 00:11:34 +0000 2012,480,1.326011,103.85706,Playground
39404,4e213cf1ae6015b212a40c91,Wed Apr 04 00:15:20 +0000 2012,480,1.334696,103.915812,Basketball Court
16222,4bc2e8572a89ef3b354ff488,Wed Apr 04 00:20:20 +0000 2012,480,1.299689,103.88576,School
45986,4bd35fce9854d13a9ea6fd4d,Wed Apr 04 00:21:45 +0000 2012,480,1.320174,103.744934,High School
10351,4c71ba19d944224b580d0b29,Wed Apr 04 00:22:33 +0000 2012,480,1.30478,103.769427,Bus Station
4441,4b18b760f964a52057d523e3,Wed Apr 04 00:23:23 +0000 2012,480,1.343084,103.953431,Train Station
4441,4babf9c3f964a520ddda3ae3,Wed Apr 04 00:23:35 +0000 2012,480,1.340677,103.952896,High School
3955,4c27ffa0e19720a1fa62f758,Wed Apr 04 00:24:26 +0000 2012,480,1.307357,103.792475,Bus Station
12830,4b05880ff964a520fcae22e3,Wed Apr 04 00:25:38 +0000 2012,480,1.300872,103.853003,Temple
79241,4c4e2ce79932e21eae9f51cd,Wed Apr 04 00:26:21 +0000 2012,480,1.350764,103.867064,College Cafeteria
10351,4c2c32f38abca593b96d0120,Wed Apr 04 00:27:41 +0000 2012,480,1.303312,103.884315,Bus Line
44634,4d3955eabf6d54810047c2e1,Wed Apr 04 00:29:57 +0000 2012,480,1.312016,103.755227,Bus Station
2820,4f3d9439e4b055e96897b0c2,Wed Apr 04 00:35:57 +0000 2012,480,1.316475,103.670489,Factory
12830,4bc966f90687ef3bdff9d9cc,Wed Apr 04 00:36:59 +0000 2012,480,1.299964,103.852125,Caf
106250,4c96fb7d82b56dcb7f3be6aa,Wed Apr 04 00:37:14 +0000 2012,480,1.3526,103.972411,General Travel
183486,4cfc53bb20fe3704c95259f8,Wed Apr 04 00:37:47 +0000 2012,480,1.306204,103.7643,High School
234093,4de6e788d4c00a805ed088ac,Wed Apr 04 00:38:43 +0000 2012,480,1.308555,103.897506,High School
155914,4b7233dff964a520b8732de3,Wed Apr 04 00:39:33 +0000 2012,480,1.308699,103.895971,High School
67694,4e365e0818a82fdd65801b51,Wed Apr 04 00:43:04 +0000 2012,480,1.292005,103.859882,Professional & Other Places
31086,4ca513c644a8224bd8aaf63f,Wed Apr 04 00:47:09 +0000 2012,480,1.374179,103.955389,High School
67708,4ed42917b8f7971d6f0593c4,Wed Apr 04 00:47:23 +0000 2012,480,1.308748,103.793964,Pool Hall
259232,4d1d44188629224bd5c1f786,Wed Apr 04 00:55:46 +0000 2012,480,1.284131,103.816976,School
176562,4ce26ed641ed224bd979ef3c,Wed Apr 04 00:58:21 +0000 2012,480,1.286449,103.844188,Event Space
4047,4e28ff7a62846e3862ed1615,Wed Apr 04 00:59:20 +0000 2012,480,1.31095,103.836562,Government Building
9446,4b058810f964a52061af22e3,Wed Apr 04 01:01:51 +0000 2012,480,1.302884,103.851559,College Arts Building
212275,4b1538e5f964a52081a923e3,Wed Apr 04 01:04:39 +0000 2012,480,1.311476,103.778514,Train Station
212275,4bf0a2f6b315c9b6d94493ff,Wed Apr 04 01:07:11 +0000 2012,480,1.310885,103.778046,College Auditorium
46405,4b0a21c6f964a520f52123e3,Wed Apr 04 01:09:43 +0000 2012,480,1.305372,103.79061,Government Building
138564,4b62a025f964a520394d2ae3,Wed Apr 04 01:09:50 +0000 2012,480,1.319299,103.842518,Government Building
33177,4b1ee9ebf964a5207e2124e3,Wed Apr 04 01:15:42 +0000 2012,480,1.256461,103.821359,Theme Park
33177,4ba447e5f964a520a49238e3,Wed Apr 04 01:15:58 +0000 2012,480,1.255095,103.821929,Theme Park
86536,4b09edf1f964a520e91f23e3,Wed Apr 04 01:16:09 +0000 2012,480,1.376088,103.936953,General College & University
33177,4c0b2925ffb8c9b696f36c61,Wed Apr 04 01:16:19 +0000 2012,480,1.255003,103.821765,American Restaurant
206604,4b1f8e5bf964a520eb2624e3,Wed Apr 04 01:16:58 +0000 2012,480,1.279787,103.834739,Hospital
206604,4e32810e45ddcff0a754f4bf,Wed Apr 04 01:17:19 +0000 2012,480,1.280361,103.836205,Hospital
5354,4b361752f964a520113025e3,Wed Apr 04 01:18:43 +0000 2012,480,1.332509,103.847666,Subway
198384,4c3afa964565e21ec2e5556a,Wed Apr 04 01:24:12 +0000 2012,480,1.293107,103.802888,Food Court
41323,4ebc762e5c5c2798329a5aec,Wed Apr 04 01:25:03 +0000 2012,480,1.271873,103.828325,Coworking Space
10351,4c5cca857f661b8d97c8491c,Wed Apr 04 01:29:31 +0000 2012,480,1.325536,103.930625,Plaza
135418,4b6a8c8bf964a52060d82be3,Wed Apr 04 01:30:33 +0000 2012,480,1.300082,103.851711,University
437,4b10e2f1f964a5207b7623e3,Wed Apr 04 01:30:50 +0000 2012,480,1.34066,103.847194,Subway
259167,4f45fceee4b0f8695e088b24,Wed Apr 04 01:34:13 +0000 2012,480,1.350422,103.930127,College Soccer Field
13904,4d5e1f185c39b1f7acffe749,Wed Apr 04 01:34:34 +0000 2012,480,1.301811,103.837559,Boutique
28416,4b0bb878f964a520353323e3,Wed Apr 04 01:34:53 +0000 2012,480,1.345487,103.931866,General College & University
10351,4d328e882e56236a674e1eb4,Wed Apr 04 01:37:36 +0000 2012,480,1.32558,103.931608,Shoe Store
59342,4ca2afeb7f84224bc8ccbe58,Wed Apr 04 01:37:42 +0000 2012,480,1.324254,103.897953,Coworking Space
4029,4bcd59bfb6c49c74274d9591,Wed Apr 04 01:38:37 +0000 2012,480,1.29501,103.853996,Hotel Bar
4029,4b058815f964a520a7b022e3,Wed Apr 04 01:38:50 +0000 2012,480,1.293959,103.853363,Mall
4029,4b062a5cf964a52060e922e3,Wed Apr 04 01:39:06 +0000 2012,480,1.293037,103.853298,Coffee Shop
4029,4b4aaab9f964a5208b8c26e3,Wed Apr 04 01:39:21 +0000 2012,480,1.296089,103.8567,Thai Restaurant
4029,4d304db77791224bd3b1cf42,Wed Apr 04 01:39:44 +0000 2012,480,1.292155,103.850885,Thai Restaurant
30666,4be24ecbd27a20a197758f5b,Wed Apr 04 01:39:45 +0000 2012,480,1.318758,103.893585,Fast Food Restaurant
77081,4b058815f964a520afb022e3,Wed Apr 04 01:49:32 +0000 2012,480,1.300304,103.844887,Mall
119660,4b058814f964a5208cb022e3,Wed Apr 04 01:51:40 +0000 2012,480,1.300996,103.874488,Stadium
115804,4d92c65e5cf5236a6f8654a3,Wed Apr 04 01:57:44 +0000 2012,480,1.30389,103.784507,College Cafeteria
46019,4f63f41ee4b06cb9faccb592,Wed Apr 04 01:57:58 +0000 2012,480,1.329356,103.849153,College Lab
10887,4d9430ec1231b60c34a674a1,Wed Apr 04 02:00:22 +0000 2012,480,1.315261,103.764603,Japanese Restaurant
57358,4d2fbc30f986a0931266f666,Wed Apr 04 02:09:48 +0000 2012,480,1.343671,103.852414,College Library
467,4b0e6213f964a5203e5723e3,Wed Apr 04 02:11:03 +0000 2012,480,1.327215,103.946473,Train Station
467,4b18e995f964a52079d623e3,Wed Apr 04 02:12:51 +0000 2012,480,1.334504,103.961542,Train Station
172137,4b9cb2b8f964a5200e7736e3,Wed Apr 04 02:13:02 +0000 2012,480,1.309909,103.773336,High School
172138,4b9477c9f964a5209b7a34e3,Wed Apr 04 02:16:02 +0000 2012,480,1.327331,103.854079,University
50817,4b5da988f964a520ae6529e3,Wed Apr 04 02:17:02 +0000 2012,480,1.350678,103.87275,Mall
84027,4d3aba81687ca35da1838cc4,Wed Apr 04 02:17:34 +0000 2012,480,1.349111,103.933869,Coffee Shop
467,4e925263e5fa72f70fba5010,Wed Apr 04 02:18:22 +0000 2012,480,1.33452,103.9624,Mall
154135,4cbd33a64352a1cd9678a2f5,Wed Apr 04 02:19:05 +0000 2012,480,1.325236,103.844061,College Cafeteria
19031,4db6d57481543d71da745723,Wed Apr 04 02:19:25 +0000 2012,480,1.336244,103.86991,Bus Station
112117,4d537b40b3d9a35d106fc37b,Wed Apr 04 02:19:41 +0000 2012,480,1.287887,103.84515,Coworking Space
5287,4b058814f964a5209ab022e3,Wed Apr 04 02:20:06 +0000 2012,480,1.301425,103.839469,Mall
115810,4b9499aaf964a520677e34e3,Wed Apr 04 02:20:18 +0000 2012,480,1.282161,103.858738,Convention Center
50817,4cf7546a64e3721eb54526c8,Wed Apr 04 02:21:10 +0000 2012,480,1.351262,103.87243,Clothing Store
118349,4b058818f964a520bdb122e3,Wed Apr 04 02:21:38 +0000 2012,480,1.372505,103.94974,Mall
40055,4b9f97eff964a520a12d37e3,Wed Apr 04 02:22:09 +0000 2012,480,1.324185,103.930063,Train Station
218177,4be53c192468c928b9ceff42,Wed Apr 04 02:22:18 +0000 2012,480,1.298164,103.816005,Neighborhood
85698,4c2471aec11dc9b666762524,Wed Apr 04 02:27:09 +0000 2012,480,1.307689,103.798099,High School
78498,4d3e6f3bfb4c548177f3e514,Wed Apr 04 02:31:33 +0000 2012,480,1.293519,103.812703,General College & University
143,4c2c3a9817a29c74aeb2e212,Wed Apr 04 02:33:26 +0000 2012,480,1.332447,103.848264,Government Building
4215,4e79619ad1642a6eceff9f50,Wed Apr 04 02:35:54 +0000 2012,480,1.338839,103.858693,Food
218184,4b07f6b3f964a520a10123e3,Wed Apr 04 02:37:19 +0000 2012,480,1.311234,103.856485,Mall
7179,4b08e700f964a520421323e3,Wed Apr 04 02:40:09 +0000 2012,480,1.304783,103.831938,Mall
27760,4b14853ef964a5202da423e3,Wed Apr 04 02:40:23 +0000 2012,480,1.286236,103.827024,Subway
78501,4dfcb419d4c001cca36d3977,Wed Apr 04 02:45:54 +0000 2012,480,1.254334,103.821652,Theme Park
60853,4b0b44bff964a520b42f23e3,Wed Apr 04 02:48:45 +0000 2012,480,1.299329,103.847239,Gym
59347,4b0d0c41f964a5206f4323e3,Wed Apr 04 02:49:37 +0000 2012,480,1.28452,103.851335,Subway
244491,4d266bd2849f37041fed5e41,Wed Apr 04 02:49:53 +0000 2012,480,1.332798,103.964754,Coffee Shop
178865,4c1089223ce120a15949081c,Wed Apr 04 02:50:57 +0000 2012,480,1.343041,103.847891,General Entertainment
154135,4b53b564f964a520afa827e3,Wed Apr 04 02:51:56 +0000 2012,480,1.325192,103.843905,High School
377,4cc2ad3f914137046410b655,Wed Apr 04 02:53:35 +0000 2012,480,1.345119,103.955474,Gym
377,4ed66cd9775ba3c0653264bc,Wed Apr 04 02:54:11 +0000 2012,480,1.345715,103.955933,Strip Club
377,4f0bdb76e4b031b286e38aa9,Wed Apr 04 02:54:26 +0000 2012,480,1.34554,103.955922,Rock Club
377,4ed66ff7b8f7304633b5280e,Wed Apr 04 02:54:41 +0000 2012,480,1.345765,103.955962,Brewery
127996,4c33cee57cc0c9b63d75f29a,Wed Apr 04 02:58:01 +0000 2012,480,1.358015,103.949375,High School
2391,4ec493204690b682a3daa006,Wed Apr 04 02:58:05 +0000 2012,480,1.334618,103.962319,Tea Room
73,4b9096c6f964a5203b9133e3,Wed Apr 04 02:59:39 +0000 2012,480,1.315508,103.8726,Community College
218184,4b8116c2f964a5204a9630e3,Wed Apr 04 03:02:11 +0000 2012,480,1.310906,103.857064,Korean Restaurant
37636,4b5a766df964a520a6c628e3,Wed Apr 04 03:02:52 +0000 2012,480,1.354287,103.889815,Asian Restaurant
140146,4c2807529fb5d13a65129957,Wed Apr 04 03:07:35 +0000 2012,480,1.33953,103.984369,Other Great Outdoors
40055,4bc336a8b492d13a0a64a860,Wed Apr 04 03:08:55 +0000 2012,480,1.30187,103.879927,Soccer Field
44634,4b05880ff964a5200daf22e3,Wed Apr 04 03:09:14 +0000 2012,480,1.294002,103.865379,Bridge
259167,4df1a492d1649c8a28db4e9f,Wed Apr 04 03:09:46 +0000 2012,480,1.349779,103.930508,College Lab
240909,4d5b1acbe9b28cfa5029213f,Wed Apr 04 03:10:13 +0000 2012,480,1.320774,103.845177,Medical Center
174351,4dd9e8a71838b8561d24a44d,Wed Apr 04 03:14:02 +0000 2012,480,1.303999,103.836636,Hospital
117078,4e6afc69227162c38eaef11c,Wed Apr 04 03:14:53 +0000 2012,480,1.311467,103.854273,Shop & Service
63554,4b24679bf964a520276724e3,Wed Apr 04 03:17:19 +0000 2012,480,1.305618,103.904982,Mall
204008,4edb7886b8f7fcd0418d718c,Wed Apr 04 03:18:35 +0000 2012,480,1.334466,103.962568,Sandwich Place
2391,4eb364b39a52ad1e3e105366,Wed Apr 04 03:19:15 +0000 2012,480,1.334375,103.962765,Food Court
181170,4b67e88ef964a520c2602be3,Wed Apr 04 03:22:04 +0000 2012,480,1.334311,103.954482,Trade School
227594,4b350255f964a520b52925e3,Wed Apr 04 03:22:41 +0000 2012,480,1.31206,103.876805,Dim Sum Restaurant
240920,4cda0a6922bd721edd69ed47,Wed Apr 04 03:23:17 +0000 2012,480,1.273827,103.809278,Doctor's Office
96714,4c27f5cf360cef3b94f9bddc,Wed Apr 04 03:23:44 +0000 2012,480,1.297124,103.801106,University
96714,4c9acd19db10b60ca428966d,Wed Apr 04 03:24:54 +0000 2012,480,1.296997,103.800664,College Science Building
96714,4e6a053b814dc41d43cd0739,Wed Apr 04 03:25:15 +0000 2012,480,1.297263,103.800824,General College & University
91002,4caae84676d3a0932568276b,Wed Apr 04 03:27:02 +0000 2012,480,1.278117,103.834126,Emergency Room
201311,4f3c60efe4b0ddac80f1d5c3,Wed Apr 04 03:28:31 +0000 2012,480,1.293255,103.774712,College Auditorium
22634,4b661be2f964a5201b142be3,Wed Apr 04 03:29:11 +0000 2012,480,1.305105,103.891305,High School
22634,4e2e628eb0fbdc2b64f6ad32,Wed Apr 04 03:30:05 +0000 2012,480,1.304929,103.891565,Food
15783,4bcbbc96b6c49c7423da9291,Wed Apr 04 03:34:01 +0000 2012,480,1.344943,103.932863,College Academic Building
912,4f31fec7e4b0195892d27252,Wed Apr 04 03:38:40 +0000 2012,480,1.35067,103.88537,College Auditorium
117085,4b058818f964a520a7b122e3,Wed Apr 04 03:38:51 +0000 2012,480,1.264939,103.821668,Mall
82417,4afa194af964a520b71622e3,Wed Apr 04 03:39:03 +0000 2012,480,1.28897,103.846958,Mall
215286,4f389d67e4b0a1f1981918a0,Wed Apr 04 03:39:26 +0000 2012,480,1.303506,103.765177,Tea Room
82417,4d219a5c8629224b8a7e1c87,Wed Apr 04 03:39:30 +0000 2012,480,1.288876,103.846464,General Travel
24592,4c6e0c92f338236aaf9e091b,Wed Apr 04 03:40:34 +0000 2012,480,1.293414,103.773229,Chinese Restaurant
24592,4bf8d5585efe2d7f67746b34,Wed Apr 04 03:41:08 +0000 2012,480,1.293605,103.77332,Molecular Gastronomy Restaurant
129438,4b0cc7baf964a520cc4123e3,Wed Apr 04 03:41:37 +0000 2012,480,1.301392,103.905467,Mall
4876,4ee194aa0e61689f532a99f9,Wed Apr 04 03:43:18 +0000 2012,480,1.340456,103.949182,Hospital
4876,4cece52613aea14397b4639f,Wed Apr 04 03:44:11 +0000 2012,480,1.340472,103.949112,Hospital
123770,4d92d4349213b1f70cc1ba46,Wed Apr 04 03:44:21 +0000 2012,480,1.335733,103.888128,Subway
100781,4b5d05eef964a520644f29e3,Wed Apr 04 03:47:04 +0000 2012,480,1.307141,103.819886,Medical Center
251727,4c0a2d66340720a12dfa8593,Wed Apr 04 03:50:13 +0000 2012,480,1.263913,103.820893,Toy / Game Store
