user_id,place_id,datetime,timezone,lat,lon,cluster_id,sampled_count,planning_area,category
244491,4b0e6213f964a5203e5723e3,Wed Apr 04 05:41:30 +0000 2012,480,1.327215,103.946473,0,1,BEDOK,Train Station
244491,4b0c82d7f964a520933e23e3,Wed Apr 04 05:51:35 +0000 2012,480,1.353094,103.945218,0,1,TAMPINES,Train Station
244491,4b9e319ff964a520ddd036e3,Wed Apr 04 05:54:57 +0000 2012,480,1.353025,103.945038,0,1,TAMPINES,Snack Place
41964,4bb9c1a6935e9521d3512790,Wed Apr 04 05:58:11 +0000 2012,480,1.299129,103.855391,0,1,DOWNTOWN CORE,Mall
244491,4b1f8e5bf964a520eb2624e3,Wed Apr 04 07:18:25 +0000 2012,480,1.279787,103.834739,0,1,BUKIT MERAH,Hospital
244491,4cf9a291feec6dcbc8873a36,Wed Apr 04 07:19:09 +0000 2012,480,1.278404,103.833912,0,1,BUKIT MERAH,Hospital
244491,4bfb44f2d0382d7f6787c90a,Wed Apr 04 07:19:28 +0000 2012,480,1.280384,103.835277,0,1,BUKIT MERAH,Hospital
41964,4b5d2673f964a520a25429e3,Wed Apr 04 07:33:24 +0000 2012,480,1.299483,103.855704,0,1,DOWNTOWN CORE,Soup Place
244491,4b68d2b3f964a520c28e2be3,Wed Apr 04 08:20:43 +0000 2012,480,1.281345,103.839126,0,1,OUTRAM,Subway
244491,4b058819f964a520deb122e3,Wed Apr 04 09:06:35 +0000 2012,480,1.304256,103.832517,0,1,ORCHARD,Subway
244491,4b058817f964a52062b122e3,Wed Apr 04 09:07:05 +0000 2012,480,1.304921,103.832828,0,1,ORCHARD,Department Store
244491,4c936513f600236ab702c532,Wed Apr 04 09:08:53 +0000 2012,480,1.304326,103.832747,0,1,ORCHARD,Cosmetics Shop
244491,4b058819f964a520dfb122e3,Wed Apr 04 09:31:09 +0000 2012,480,1.293123,103.852376,0,1,DOWNTOWN CORE,Subway
244491,4c80a5e9e602b1f708928b7a,Wed Apr 04 09:41:37 +0000 2012,480,1.293792,103.849938,0,1,MUSEUM,Hobby Shop
244491,4bd7104c7b1876b0e3838d86,Wed Apr 04 10:04:48 +0000 2012,480,1.283062,103.859167,0,1,DOWNTOWN CORE,Subway
244491,4bd6b4925631c9b60239a630,Wed Apr 04 10:05:08 +0000 2012,480,1.283756,103.858761,0,1,DOWNTOWN CORE,Mall
244491,4e6ca596b993061ea8e39772,Wed Apr 04 10:05:58 +0000 2012,480,1.285057,103.858148,0,1,DOWNTOWN CORE,Accessories Store
125255,4b1fa51bf964a520a82724e3,Wed Apr 04 10:11:27 +0000 2012,480,1.290525,103.820344,0,1,BUKIT MERAH,Gym
244491,4bf7c0404a67c928061924cf,Wed Apr 04 10:24:52 +0000 2012,480,1.283243,103.860652,0,1,DOWNTOWN CORE,Hotel
145197,4b4969b1f964a520606f26e3,Wed Apr 04 10:28:03 +0000 2012,480,1.305543,103.831573,0,1,ORCHARD,Multiplex
91098,4b5da988f964a520ae6529e3,Wed Apr 04 10:51:32 +0000 2012,480,1.350678,103.87275,0,1,SERANGOON,Mall
128076,4f6c56dce4b0a4e20e7cfc3e,Wed Apr 04 10:58:46 +0000 2012,480,1.366917,103.954477,0,1,PASIR RIS,Government Building
244491,4ed9e6c58b8173160bb92a5e,Wed Apr 04 11:26:24 +0000 2012,480,1.352179,103.952919,0,1,TAMPINES,Restaurant
145197,4ef99ea26c25c411ed1ec74a,Wed Apr 04 12:25:59 +0000 2012,480,1.303696,103.833856,0,1,ORCHARD,Tea Room
128076,4b91eae0f964a5205adf33e3,Wed Apr 04 12:29:16 +0000 2012,480,1.375508,103.954409,0,1,PASIR RIS,Asian Restaurant
10672,4bec2a8561aca593cae38500,Wed Apr 04 13:16:39 +0000 2012,480,1.305114,103.927402,0,1,BEDOK,Beach
10672,4f223c2fe4b0e1207f5ee05a,Wed Apr 04 13:26:11 +0000 2012,480,1.302296,103.917959,0,1,MARINE PARADE,Beach
10672,4b70020df964a5202d032de3,Wed Apr 04 13:41:22 +0000 2012,480,1.306809,103.93472,0,1,BEDOK,Food Court
174532,4f4bb74de4b0c132f449a4b0,Wed Apr 04 13:54:30 +0000 2012,480,1.300045,103.850019,0,1,ROCHOR,Nightclub
10672,4d89a33276e1236a73db0843,Wed Apr 04 15:58:47 +0000 2012,480,1.30786,103.862557,0,1,KALLANG,Hotel
8796,4ba57475f964a520d30839e3,Wed Apr 04 16:37:16 +0000 2012,480,1.379436,103.95765,0,1,PASIR RIS,Resort
10672,4cafec3639458cfacbd7fe9f,Wed Apr 04 19:32:48 +0000 2012,480,1.315935,103.870963,0,1,KALLANG,River
94759,4d2a3834467d6ea8ae4dd695,Thu Apr 05 00:19:59 +0000 2012,480,1.320868,103.779626,0,1,BUKIT TIMAH,Bus Line
12764,4e749617c65bb91db3f52e00,Thu Apr 05 08:55:29 +0000 2012,480,1.35405,103.876116,0,1,SERANGOON,Bus Line
12764,4cebd72c0f196dcb1d165aae,Thu Apr 05 09:07:36 +0000 2012,480,1.351279,103.872213,0,1,SERANGOON,Fast Food Restaurant
8796,4f2265a6e4b0ed33964269cc,Thu Apr 05 09:09:25 +0000 2012,480,1.292276,103.849815,0,1,DOWNTOWN CORE,Camera Store
8796,4b921237f964a520eee533e3,Thu Apr 05 09:10:52 +0000 2012,480,1.292001,103.850653,0,1,DOWNTOWN CORE,Camera Store
12764,4c343329ed37a593208d6e03,Thu Apr 05 09:51:36 +0000 2012,480,1.350618,103.873291,0,1,SERANGOON,Bus Station
8796,4b932271f964a520073734e3,Thu Apr 05 09:58:15 +0000 2012,480,1.372859,103.949332,0,1,PASIR RIS,Train Station
145197,4b98f8c3f964a520685935e3,Thu Apr 05 11:01:16 +0000 2012,480,1.292153,103.856168,0,1,DOWNTOWN CORE,Salad Place
123770,4b1dbf59f964a520c71424e3,Thu Apr 05 11:01:58 +0000 2012,480,1.299072,103.787574,0,1,QUEENSTOWN,Mall
123770,4b225e4ef964a520024624e3,Thu Apr 05 11:02:42 +0000 2012,480,1.299245,103.787614,0,1,QUEENSTOWN,Food Court
244491,4b49db45f964a520ca7426e3,Thu Apr 05 11:03:39 +0000 2012,480,1.263754,103.823075,0,1,BUKIT MERAH,Multiplex
128076,4b11258cf964a520667823e3,Fri Apr 06 13:35:55 +0000 2012,480,1.372559,103.93208,0,1,TAMPINES,Grocery Store
33397,4c4d82fcf53d0f4727e91ba5,Fri Apr 06 13:58:22 +0000 2012,480,1.307605,103.907865,0,1,MARINE PARADE,Brewery
128076,4b586667f964a520065628e3,Fri Apr 06 14:11:09 +0000 2012,480,1.373074,103.932102,0,1,TAMPINES,Furniture / Home Store
2062,4cbc1b5d4352a1cdbb3b9cf5,Fri Apr 06 14:48:12 +0000 2012,480,1.379218,103.957191,0,1,PASIR RIS,Park
203821,4f5cc2d6e4b082b23e46a194,Fri Apr 06 16:07:55 +0000 2012,480,1.296162,103.853286,0,1,DOWNTOWN CORE,Pub
244491,4b77afedf964a520e8a62ee3,Sat Apr 07 14:08:19 +0000 2012,480,1.360352,103.946154,0,1,TAMPINES,Gas Station / Garage
31511,4b05880ef964a520d6ae22e3,Sat Apr 07 15:30:25 +0000 2012,480,1.28984,103.845005,0,1,SINGAPORE RIVER,Plaza
31511,4bd1e8a4462cb7135d28db07,Sat Apr 07 15:30:47 +0000 2012,480,1.287011,103.849062,0,1,SINGAPORE RIVER,Other Nightlife
31511,4b05880df964a5206fae22e3,Sat Apr 07 15:32:11 +0000 2012,480,1.288838,103.846639,0,1,SINGAPORE RIVER,Nightclub
128076,4c273be4aa77ef3ba9e698b0,Sat Apr 07 19:52:44 +0000 2012,480,1.332101,103.913498,0,1,BEDOK,Fast Food Restaurant
2062,4cb6db7b589f236a324e3a3d,Sun Apr 08 03:16:51 +0000 2012,480,1.375905,103.955598,0,1,PASIR RIS,Mall
244491,4d7a627b777bb1f72065565b,Sun Apr 08 03:58:10 +0000 2012,480,1.351518,103.948505,0,1,TAMPINES,Strip Club
94759,4b08e700f964a520421323e3,Sun Apr 08 04:08:07 +0000 2012,480,1.304783,103.831938,0,1,ORCHARD,Mall
14922,4b666385f964a520dd1f2be3,Sun Apr 08 05:49:38 +0000 2012,480,1.317171,103.879791,0,1,GEYLANG,Food Court
8796,4d6dc63ccf4da090d26eddd6,Sun Apr 08 06:00:51 +0000 2012,480,1.288772,103.847414,0,1,SINGAPORE RIVER,Camera Store
8796,4d10aed2d467236a5d7dc54a,Sun Apr 08 06:02:06 +0000 2012,480,1.288843,103.84714,0,1,SINGAPORE RIVER,Tea Room
193901,4d2534e1b9796dcbd9caa639,Sun Apr 08 06:32:51 +0000 2012,480,1.25631,103.820897,0,1,SOUTHERN ISLANDS,Resort
193901,4b8eff9ef964a5208c4333e3,Sun Apr 08 06:42:37 +0000 2012,480,1.251376,103.817807,0,1,SOUTHERN ISLANDS,Light Rail
193901,4c08aeba009a0f479485e6bf,Sun Apr 08 06:53:58 +0000 2012,480,1.25154,103.817435,0,1,SOUTHERN ISLANDS,Asian Restaurant
244491,4d9e28a54811a1cde71ee7ed,Sun Apr 08 10:58:26 +0000 2012,480,1.349002,103.94066,0,1,TAMPINES,Chinese Restaurant
263575,4bd51b936f6495218bb36eec,Sun Apr 08 11:03:52 +0000 2012,480,1.373953,103.932252,0,1,TAMPINES,Parking
128076,4c80cfc8d34ca14375241c80,Sun Apr 08 12:04:52 +0000 2012,480,1.337908,103.923482,0,1,BEDOK,Grocery Store
13173,4d046a7b30a58cfa67ae9fe7,Sun Apr 08 12:58:55 +0000 2012,480,1.351193,103.872428,0,1,SERANGOON,Chinese Restaurant
174532,4c775cda93faa093a2c5f0fb,Sun Apr 08 13:04:06 +0000 2012,480,1.301253,103.837023,0,1,ORCHARD,Mall
33397,4b24c5a1f964a520bf6924e3,Sun Apr 08 13:09:50 +0000 2012,480,1.313955,103.931899,0,1,BEDOK,Indian Restaurant
33397,4b5ec99df964a520b69829e3,Sun Apr 08 13:13:41 +0000 2012,480,1.342917,103.953231,0,1,TAMPINES,Bookstore
33397,4f819050e4b09a1477d1de43,Sun Apr 08 13:19:22 +0000 2012,480,1.32167,103.943344,0,1,BEDOK,Electronics Store
31511,4b058818f964a520a7b122e3,Sun Apr 08 13:27:25 +0000 2012,480,1.264939,103.821668,0,1,BUKIT MERAH,Mall
31511,4b63ad8af964a520928b2ae3,Sun Apr 08 13:27:36 +0000 2012,480,1.266416,103.819619,0,1,BUKIT MERAH,Bus Station
13173,4b130770f964a520f49223e3,Sun Apr 08 14:08:43 +0000 2012,480,1.349391,103.873158,0,1,SERANGOON,Subway
174532,4c0c507c009a0f474c87ecbf,Sun Apr 08 17:14:58 +0000 2012,480,1.303218,103.864633,0,1,KALLANG,Mall
174532,4c503361dcb5d13a90ab9708,Sun Apr 08 17:19:14 +0000 2012,480,1.303178,103.865148,0,1,DOWNTOWN CORE,Pub
174532,4c014a71cf3aa593bcc8ccb0,Sun Apr 08 19:56:27 +0000 2012,480,1.331736,103.879133,0,1,TOA PAYOH,Nightclub
12764,4c1e0491b306c928166566b7,Mon Apr 09 11:56:48 +0000 2012,480,1.358152,103.87471,0,1,HOUGANG,Seafood Restaurant
59342,4f4054d9e4b0c868dd57e068,Mon Apr 09 12:16:13 +0000 2012,480,1.318442,103.891984,0,1,GEYLANG,Grocery Store
145197,4c60edcb3986e21e8082954f,Mon Apr 09 13:15:27 +0000 2012,480,1.305692,103.904852,0,1,MARINE PARADE,Steakhouse
174879,4bb6eb2ff562ef3b22e43097,Mon Apr 09 13:57:36 +0000 2012,480,1.354414,103.988007,0,1,CHANGI,Fast Food Restaurant
174879,4b0bd124f964a520e03323e3,Mon Apr 09 15:05:37 +0000 2012,480,1.356685,103.988471,0,1,CHANGI,Airport
238295,4b529bbdf964a520c48327e3,Tue Apr 10 00:29:54 +0000 2012,480,1.29921,103.855792,0,1,DOWNTOWN CORE,Fast Food Restaurant
93959,4b5d222af964a520f25329e3,Tue Apr 10 01:31:58 +0000 2012,480,1.31928,103.896068,0,1,GEYLANG,Food Court
13173,4b1dbdb7f964a520b01424e3,Tue Apr 10 03:31:30 +0000 2012,480,1.372137,103.8937,0,1,HOUGANG,Japanese Restaurant
174532,4b189466f964a52049d423e3,Tue Apr 10 03:56:20 +0000 2012,480,1.301339,103.8386,0,1,ORCHARD,Mall
174532,4b058814f964a5209ab022e3,Tue Apr 10 04:41:08 +0000 2012,480,1.301425,103.839469,0,1,ORCHARD,Mall
174532,4b6f97c1f964a52028f72ce3,Tue Apr 10 04:46:57 +0000 2012,480,1.302572,103.840445,0,1,ORCHARD,Mobile Phone Shop
174532,4dc74ce8d22dafda2fd2da1a,Tue Apr 10 04:47:40 +0000 2012,480,1.304587,103.839432,0,1,NEWTON,Dentist's Office
174532,4b058815f964a520afb022e3,Tue Apr 10 06:36:15 +0000 2012,480,1.300304,103.844887,0,1,MUSEUM,Mall
12764,4da23c5f7aee54814e46d2fe,Tue Apr 10 07:20:17 +0000 2012,480,1.351571,103.885268,0,1,HOUGANG,Bus Station
12764,4c32ec0116adc9281ad1c29c,Tue Apr 10 07:42:36 +0000 2012,480,1.379198,103.921255,0,1,PAYA LEBAR,Bus Line
174532,4b058814f964a52080b022e3,Tue Apr 10 07:56:58 +0000 2012,480,1.300642,103.844898,0,1,MUSEUM,Multiplex
12764,4c6c6bb6e6b7b1f7be0aa78e,Tue Apr 10 08:09:26 +0000 2012,480,1.354132,103.8729,0,1,SERANGOON,Bus Line
94759,4ca2891df832a1cde90796e5,Tue Apr 10 08:13:45 +0000 2012,480,1.32094,103.780197,0,1,BUKIT TIMAH,Bus Line
66067,4cf241b7c9af6dcbd2219f7f,Tue Apr 10 09:31:20 +0000 2012,480,1.34536,103.949423,0,1,TAMPINES,Event Space
8796,4c2c3a9817a29c74aeb2e212,Tue Apr 10 10:55:49 +0000 2012,480,1.332447,103.848264,0,1,TOA PAYOH,Government Building
8796,4b5d2fe4f964a520f45529e3,Tue Apr 10 11:25:51 +0000 2012,480,1.332812,103.848072,0,1,TOA PAYOH,Burger Joint
33397,4d4d4a51a7f86ea8bfe734de,Tue Apr 10 13:40:45 +0000 2012,480,1.305372,103.852165,0,1,ROCHOR,Indian Restaurant
33397,4d4ea7494f67224bfaef6450,Tue Apr 10 13:43:16 +0000 2012,480,1.309267,103.856242,0,1,KALLANG,Vegetarian / Vegan Restaurant
91098,4bf0a2f6b315c9b6d94493ff,Tue Apr 10 23:59:45 +0000 2012,480,1.310885,103.778046,0,1,QUEENSTOWN,College Auditorium
91098,4cbd1280035d236acb30e94e,Wed Apr 11 00:05:23 +0000 2012,480,1.310606,103.777113,0,1,QUEENSTOWN,College Cafeteria
2062,4c787429bd346dcb5866f2ef,Wed Apr 11 01:47:59 +0000 2012,480,1.310831,103.846829,0,1,KALLANG,Hospital
91098,4c300d25213c2d7fca04325d,Wed Apr 11 03:41:28 +0000 2012,480,1.299721,103.853212,0,1,ROCHOR,Coffee Shop
33397,4bf353ef94af2d7fb86e3972,Wed Apr 11 03:44:27 +0000 2012,480,1.335502,103.896974,0,1,GEYLANG,School
193901,4be227e6660ec9282dfbc83b,Wed Apr 11 03:45:02 +0000 2012,480,1.254086,103.819438,0,1,SOUTHERN ISLANDS,Light Rail
59342,4ccac3689b934688c57d5041,Wed Apr 11 04:32:35 +0000 2012,480,1.322997,103.899191,0,1,GEYLANG,BBQ Joint
145197,4f3330b8e4b0d65e601dc7e9,Wed Apr 11 05:50:52 +0000 2012,480,1.29857,103.848847,0,1,MUSEUM,Mexican Restaurant
244491,4b10e2f1f964a5207b7623e3,Wed Apr 11 06:08:34 +0000 2012,480,1.34066,103.847194,0,1,TOA PAYOH,Subway
244491,4b058815f964a520a7b022e3,Wed Apr 11 06:59:53 +0000 2012,480,1.293959,103.853363,0,1,DOWNTOWN CORE,Mall
244491,4c8783a2b504a14318e0b61c,Wed Apr 11 07:00:20 +0000 2012,480,1.293218,103.853699,0,1,DOWNTOWN CORE,Board Shop
14922,4f3eed4ee4b0ae06548a50cf,Wed Apr 11 07:17:32 +0000 2012,480,1.30149,103.764612,0,1,CLEMENTI,High School
244491,4b361752f964a520113025e3,Wed Apr 11 07:44:01 +0000 2012,480,1.332509,103.847666,0,1,TOA PAYOH,Subway
244491,4b8efe49f964a520474333e3,Wed Apr 11 07:46:34 +0000 2012,480,1.332124,103.848258,0,1,TOA PAYOH,Bus Station
125255,4b0a21c6f964a520f52123e3,Wed Apr 11 09:30:35 +0000 2012,480,1.305372,103.79061,0,1,QUEENSTOWN,Government Building
59342,4b87bb1af964a52019c931e3,Wed Apr 11 11:01:15 +0000 2012,480,1.29365,103.853314,0,1,DOWNTOWN CORE,Fast Food Restaurant
203821,4cf4faa57bf3b60c8ee7727f,Wed Apr 11 17:49:14 +0000 2012,480,1.301081,103.841228,0,1,ORCHARD,Nightclub
66067,4beba288b3352d7f2cbd56d2,Wed Apr 11 22:17:46 +0000 2012,480,1.346557,103.949653,0,1,TAMPINES,Bus Station
66067,4b44cd7af964a520a3fc25e3,Wed Apr 11 22:42:11 +0000 2012,480,1.354325,103.943646,0,1,TAMPINES,Bus Station
244491,4ec09f0bd3e3700a5be76497,Thu Apr 12 05:16:44 +0000 2012,480,1.334187,103.963044,0,1,TAMPINES,Food Court
14922,4d286b413c795481f8edcd9b,Thu Apr 12 06:05:14 +0000 2012,480,1.314768,103.764775,0,1,CLEMENTI,Burger Joint
66067,4bdd634eb0f5c92892424ce3,Thu Apr 12 08:58:15 +0000 2012,480,1.349478,103.944109,0,1,TAMPINES,Bus Line
66067,4b4946d8f964a5202e6c26e3,Thu Apr 12 09:07:45 +0000 2012,480,1.348394,103.948356,0,1,TAMPINES,Grocery Store
150957,4c853176ee6fef3bd6893a5c,Thu Apr 12 10:25:23 +0000 2012,480,1.315068,103.764753,0,1,CLEMENTI,Mall
244491,4eb77dbb991165b76342d373,Thu Apr 12 11:29:56 +0000 2012,480,1.334476,103.962484,0,1,TAMPINES,Convenience Store
12764,4b05880ef964a520bbae22e3,Thu Apr 12 11:44:12 +0000 2012,480,1.295075,103.846421,0,1,MUSEUM,Park
244491,4b2de4e9f964a520eedb24e3,Thu Apr 12 11:58:03 +0000 2012,480,1.352669,103.944064,0,1,TAMPINES,Mall
244491,4b4ec7e1f964a52059f526e3,Thu Apr 12 11:58:28 +0000 2012,480,1.352544,103.944069,0,1,TAMPINES,Grocery Store
244491,4b058816f964a520f0b022e3,Thu Apr 12 12:13:38 +0000 2012,480,1.352775,103.944939,0,1,TAMPINES,Mall
244491,4b4c47d4f964a5206fb026e3,Thu Apr 12 12:14:03 +0000 2012,480,1.352437,103.94444,0,1,TAMPINES,Grocery Store
66067,4c9ed4c3d3c2b60c2487cfbc,Thu Apr 12 13:31:59 +0000 2012,480,1.345878,103.944675,0,1,TAMPINES,Food Court
193901,4bb9c3bab35776b0431eca01,Fri Apr 13 00:24:24 +0000 2012,480,1.255764,103.820774,0,1,SOUTHERN ISLANDS,Light Rail
94759,4b171e81f964a5209ec223e3,Fri Apr 13 05:15:08 +0000 2012,480,1.288167,103.80548,0,1,BUKIT MERAH,Furniture / Home Store
53658,4e782ec918387f865983d65b,Fri Apr 13 06:02:13 +0000 2012,480,1.301626,103.854843,0,1,DOWNTOWN CORE,Movie Theater
53658,4c384f3e93db0f474f592192,Fri Apr 13 06:02:49 +0000 2012,480,1.300524,103.854967,0,1,ROCHOR,Flea Market
8796,4be791aaee96c928eb2dfdbf,Fri Apr 13 06:57:22 +0000 2012,480,1.321139,103.844104,0,1,NOVENA,Tea Room
66067,4b8b40e6f964a5208d9932e3,Fri Apr 13 07:01:42 +0000 2012,480,1.325901,103.950987,0,1,BEDOK,High School
8796,4cb41c82b4b0a35dbece64ce,Fri Apr 13 07:07:32 +0000 2012,480,1.32053,103.846464,0,1,NOVENA,Medical Center
10474,4b058815f964a520a5b022e3,Fri Apr 13 07:25:29 +0000 2012,480,1.303194,103.834802,0,1,ORCHARD,Mall
12764,4ea66170be7bbf593b21c4f3,Fri Apr 13 07:34:15 +0000 2012,480,1.351353,103.885517,0,1,HOUGANG,Music Venue
66067,4d2568073574a143db024ed1,Fri Apr 13 07:36:24 +0000 2012,480,1.326558,103.951208,0,1,BEDOK,Bus Line
53658,4c9039f1160ea0931835d5fc,Fri Apr 13 09:59:11 +0000 2012,480,1.300169,103.855434,0,1,ROCHOR,Music Venue
53658,4ea7de2fbe7b572daabeec20,Fri Apr 13 09:59:46 +0000 2012,480,1.301811,103.855364,0,1,DOWNTOWN CORE,Nightclub
244491,4c8da3f74e95236a228175ca,Fri Apr 13 10:03:01 +0000 2012,480,1.332949,103.964892,0,1,TAMPINES,Breakfast Spot
33397,4b5bc767f964a520b51529e3,Fri Apr 13 11:22:00 +0000 2012,480,1.30195,103.915813,0,1,MARINE PARADE,Burger Joint
81858,4c09f662009a0f4738bae8bf,Fri Apr 13 11:24:24 +0000 2012,480,1.304367,103.832543,0,1,ORCHARD,Hotel Bar
8796,4b1772e4f964a5209fc523e3,Fri Apr 13 12:38:52 +0000 2012,480,1.299505,103.847644,0,1,MUSEUM,Mall
59342,4cc4092a82388cfa9b466c35,Fri Apr 13 12:53:16 +0000 2012,480,1.264543,103.820266,0,1,BUKIT MERAH,Asian Restaurant
8796,4c3719452c8020a127588800,Fri Apr 13 13:05:41 +0000 2012,480,1.29899,103.847677,0,1,MUSEUM,Steakhouse
53658,4bcd5c4b8920b713a7ab9fdc,Fri Apr 13 14:06:47 +0000 2012,480,1.298582,103.845938,0,1,MUSEUM,Mall
53658,4c242b7e905a0f4782735f60,Fri Apr 13 14:08:23 +0000 2012,480,1.298464,103.84527,0,1,MUSEUM,Furniture / Home Store
8796,4b33877ef964a5205e1a25e3,Fri Apr 13 14:36:40 +0000 2012,480,1.299009,103.847824,0,1,MUSEUM,Ice Cream Shop
59342,4bb9da933db7b713c492229a,Fri Apr 13 14:49:14 +0000 2012,480,1.289403,103.856847,0,1,DOWNTOWN CORE,Food Court
128076,4f433710e4b0561bff385ce0,Fri Apr 13 15:14:59 +0000 2012,480,1.331167,103.93935,0,1,BEDOK,Food Court
31511,4b0bb8b5f964a520363323e3,Fri Apr 13 15:59:32 +0000 2012,480,1.300833,103.839755,0,1,ORCHARD,Mall
31165,4bb610c81344b71318e99c04,Fri Apr 13 16:41:30 +0000 2012,480,1.308016,103.856927,0,1,ROCHOR,Dim Sum Restaurant
128076,4bad853df964a52064583be3,Sat Apr 14 00:27:42 +0000 2012,480,1.354164,103.946409,0,1,TAMPINES,Bank
162184,4cf0f8d18333224bde68078e,Sat Apr 14 00:36:52 +0000 2012,480,1.264267,103.819416,0,1,BUKIT MERAH,Harbor / Marina
81858,4f7bb54ae4b02cdb827a2b96,Sat Apr 14 01:12:55 +0000 2012,480,1.250411,103.820039,0,1,SOUTHERN ISLANDS,Water Park
10474,4c7da64a9221236a6809803d,Sat Apr 14 01:20:07 +0000 2012,480,1.329276,103.866145,0,1,TOA PAYOH,Spiritual Center
162184,4eec0d310e01899efe1c8ab4,Sat Apr 14 01:35:56 +0000 2012,480,1.260972,103.817604,0,1,,Boat or Ferry
91098,4b488e84f964a5204a4f26e3,Sat Apr 14 03:36:31 +0000 2012,480,1.264559,103.820511,0,1,BUKIT MERAH,Fast Food Restaurant
123770,4b11fc01f964a520d68723e3,Sat Apr 14 04:09:02 +0000 2012,480,1.300609,103.838568,0,1,ORCHARD,Subway
10474,4e83aaa8b634c48ffd0bd452,Sat Apr 14 04:25:51 +0000 2012,480,1.330772,103.861519,0,1,TOA PAYOH,Food
81858,4b9dff5ff964a520d9c536e3,Sat Apr 14 04:29:52 +0000 2012,480,1.255946,103.81961,0,1,SOUTHERN ISLANDS,Performing Arts Venue
174532,4b0cc7baf964a520cc4123e3,Sat Apr 14 05:31:33 +0000 2012,480,1.301392,103.905467,0,1,MARINE PARADE,Mall
13173,4b37305df964a520de3f25e3,Sat Apr 14 06:37:38 +0000 2012,480,1.264051,103.812601,0,1,BUKIT MERAH,Harbor / Marina
193901,4b166771f964a520b8b823e3,Sat Apr 14 10:57:31 +0000 2012,480,1.34036,103.949493,0,1,TAMPINES,Hospital
91098,4baeee64f964a52089e23be3,Sat Apr 14 11:17:15 +0000 2012,480,1.294131,103.858759,0,1,DOWNTOWN CORE,Mall
174532,4b0d0de8f964a520774323e3,Sat Apr 14 11:33:52 +0000 2012,480,1.302283,103.876505,0,1,KALLANG,Mall
10672,4b058810f964a52054af22e3,Sat Apr 14 11:54:08 +0000 2012,480,1.289358,103.863083,0,1,DOWNTOWN CORE,Scenic Lookout
10672,4b4fe765f964a520251927e3,Sat Apr 14 12:00:51 +0000 2012,480,1.289111,103.862557,0,1,DOWNTOWN CORE,Fried Chicken Joint
193901,4ca18dbb54c8a1cd153aa94b,Sat Apr 14 12:04:28 +0000 2012,480,1.301075,103.855528,0,1,DOWNTOWN CORE,Asian Restaurant
162184,4f896d86e4b060b7f761648f,Sat Apr 14 12:29:09 +0000 2012,480,1.257957,103.821734,0,1,SOUTHERN ISLANDS,Resort
145197,4bd04dc5a8b3a593af92635f,Sat Apr 14 13:40:10 +0000 2012,480,1.295032,103.859682,0,1,DOWNTOWN CORE,Multiplex
125255,4bc5b66d4a9aa5939dc7067b,Sat Apr 14 14:02:59 +0000 2012,480,1.284188,103.817248,0,1,BUKIT MERAH,Fried Chicken Joint
162184,4f8984f6e4b005979e4b59fc,Sat Apr 14 14:09:09 +0000 2012,480,1.257955,103.821736,0,1,SOUTHERN ISLANDS,Beer Garden
203821,4be2d629b02ec9b63cc94dc0,Sat Apr 14 20:57:54 +0000 2012,480,1.314423,103.878296,0,1,GEYLANG,Dim Sum Restaurant
