user_id,place_id,datetime,timezone,lat,lon,POI category
7185261,4c88b26f94f5a0936c99d11e,2012-06-23 05:34:21.056749568,480,1.318604,103.881334,resort
12080221,4c88b26f94f5a0936c99d11e,2012-07-21 15:22:19.972655104,480,1.319016,103.887706,yoga studio
12080221,4e9a657df790b2a9194badf7,2011-10-01 16:00:21.041968384,480,1.314399,103.868923,vietnamese restaurant
3085203,4d916a7e270e6ea8d29153ff,2012-08-12 23:07:34.281061120,480,1.317159,103.870697,sushi restaurant
3085203,4e9a657df790b2a9194badf7,2011-10-30 23:37:31.152764160,480,1.316188,103.871054,vietnamese restaurant
13217997,4ede2da5be7be2833c2203e8,2012-07-01 16:08:24.786871808,480,1.323248,103.865202,vietnamese restaurant
8346928,4db3c7fc0437fa536a1d9dc1,2013-01-20 01:35:20.001757952,480,1.307463,103.871054,fried chicken joint
8346928,4e9a657df790b2a9194badf7,2012-04-11 07:35:55.855137792,480,1.315649,103.873252,vietnamese restaurant
10000019,4b55d370f964a520b5f127e3,2012-08-29 22:41:45.667688192,480,1.315329,103.878436,multiplex
10000019,4e9a657df790b2a9194badf7,2011-11-13 02:29:45.563690240,480,1.315982,103.868954,vietnamese restaurant
10000019,4e9a657df790b2a9194badf7,2011-01-24 05:08:46.415204352,480,1.315165,103.869827,vietnamese restaurant
10000019,4e9a657df790b2a9194badf7,2010-04-01 10:46:12.176552448,480,1.315303,103.870591,food court
5486795,4b5edeeff964a520c49b29e3,2013-07-24 04:15:43.935678464,480,1.307029,103.871054,vietnamese restaurant
5486795,4e9a657df790b2a9194badf7,2012-10-07 22:22:11.923057920,480,1.316334,103.871872,vietnamese restaurant
5486795,4e9a657df790b2a9194badf7,2011-12-19 13:20:41.176085248,480,1.314739,103.870253,vietnamese restaurant
5486795,4e9a657df790b2a9194badf7,2011-02-28 05:57:18.234094336,480,1.315254,103.870873,vietnamese restaurant
12580673,4cf553a594feb1f7bcb02cba,2013-02-06 05:41:36.274779904,480,1.312641,103.879928,food & drink shop
12580673,4e9a657df790b2a9194badf7,2012-04-24 03:08:30.981969152,480,1.3167,103.871819,vietnamese restaurant
8412026,4e43505a45dd60ca5ce12715,2012-04-06 16:59:51.162594816,480,1.321433,103.862519,vietnamese restaurant
8412026,4e9a657df790b2a9194badf7,2011-06-21 14:20:21.896869632,480,1.314873,103.8701,vietnamese restaurant
11724233,4b763840f964a520cf432ee3,2012-10-27 03:33:06.249049088,480,1.315329,103.862416,dessert shop
11724233,4e9a657df790b2a9194badf7,2012-01-15 22:36:18.361441280,480,1.315323,103.871531,chinese restaurant
11724233,4e9a657df790b2a9194badf7,2011-03-24 21:59:09.258135552,480,1.315026,103.871075,food court
11724233,4e9a657df790b2a9194badf7,2010-06-04 11:23:22.292245248,480,1.315106,103.869755,vietnamese restaurant
7816491,50c1c00fe4b0647771d0f549,2013-05-06 21:35:24.155542272,480,1.315329,103.871054,fried chicken joint
2723313,4b1b9e03f964a5203cfc23e3,2013-02-23 05:04:37.565635584,480,1.318952,103.858604,bar
2723313,4e9a657df790b2a9194badf7,2012-05-13 19:13:47.627275776,480,1.315279,103.871054,vietnamese restaurant
13556575,4d7f9d4df635236a6de87c16,2012-09-10 10:16:26.033031680,480,1.315329,103.876328,park
4479266,4f11bdeae4b0725fec4b2bf9,2012-05-09 14:49:20.323993600,480,1.315372,103.863691,vietnamese restaurant
12714217,4ca9e50cd971b1f7d0e122e1,2013-05-03 06:49:18.413766656,480,1.320396,103.89275,arepa restaurant
8397362,4b3c86eff964a520e48425e3,2012-10-22 15:43:55.736742656,480,1.320825,103.856439,korean restaurant
5102581,50975694e4b055b34deb1e9a,2012-05-26 04:37:37.815816448,480,1.314258,103.875729,french restaurant
5102581,4e9a657df790b2a9194badf7,2011-08-11 00:33:58.693319424,480,1.315099,103.872398,vietnamese restaurant
13789480,4b1b9e03f964a5203cfc23e3,2012-05-20 07:45:55.655171072,480,1.308008,103.871054,salon / barbershop
13789480,4e9a657df790b2a9194badf7,2011-08-06 02:31:00.710890240,480,1.315016,103.87073,vietnamese restaurant
13789480,4e9a657df790b2a9194badf7,2010-10-15 09:15:44.580486400,480,1.314883,103.870256,vietnamese restaurant
13789480,4e9a657df790b2a9194badf7,2009-12-23 08:36:16.955439360,480,1.315114,103.870353,vietnamese restaurant
10921384,4ee09fc19a52e7f5b8fc73e1,2012-04-29 10:43:53.122106880,480,1.315916,103.867507,flea market
10921384,4e9a657df790b2a9194badf7,2011-07-16 09:04:16.022885120,480,1.314918,103.871006,vietnamese restaurant
10921384,4e9a657df790b2a9194badf7,2010-09-25 12:47:55.838555136,480,1.31463,103.871084,vietnamese restaurant
524432,4d06da277d9ba35d1e677223,2013-03-24 03:50:26.034480896,480,1.315329,103.846348,ramen /  noodle house
524432,4e9a657df790b2a9194badf7,2012-06-13 06:26:20.208689152,480,1.315894,103.872141,wine bar
524432,4efc0ffe49017b4da5592b12,2011-08-23 09:55:52.555091712,480,1.315329,103.869915,fast food restaurant
6330774,4ba2f5eef964a5200d2538e3,2013-02-21 06:09:26.019534336,480,1.315329,103.855223,american restaurant
2069441,503416ffe8891ec5940d61a9,2012-06-12 03:56:00.487853824,480,1.32564,103.874227,vietnamese restaurant
9684525,4b6d0152f964a52097622ce3,2012-05-16 02:01:41.130648064,480,1.315169,103.869757,thai restaurant
15731262,4b518ef6f964a5208a4f27e3,2012-07-24 10:00:52.278234624,480,1.32233,103.871054,vietnamese restaurant
15731262,4e9a657df790b2a9194badf7,2011-10-17 07:37:13.847605248,480,1.316153,103.871942,chinese restaurant
11610983,4b0d53daf964a520664623e3,2012-09-01 12:46:46.813959936,480,1.309313,103.871054,grocery store
11610983,4f0bac0ce4b02a8da5aa775b,2011-10-04 14:25:36.971763456,480,1.309928,103.863118,vietnamese restaurant
9038167,4b4feb11f964a520801927e3,2012-04-11 22:22:15.238971392,480,1.31647,103.862624,department store
9038167,4e9a657df790b2a9194badf7,2011-06-29 22:59:50.213014272,480,1.315488,103.871647,cocktail bar
12233711,4d06da277d9ba35d1e677223,2012-11-30 23:08:15.588878080,480,1.315923,103.8678,vietnamese restaurant
12233711,4e9a657df790b2a9194badf7,2012-02-20 05:41:35.368516352,480,1.315211,103.870994,vietnamese restaurant
10215242,4ba2f5eef964a5200d2538e3,2013-07-14 09:23:07.854612992,480,1.298998,103.86749,coffee shop
10215242,4e9a657df790b2a9194badf7,2012-10-03 02:33:38.772651008,480,1.31442,103.870052,gym
3255087,4b9e0c2cf964a520fac736e3,2012-12-02 07:00:17.520574464,480,1.315329,103.869818,vietnamese restaurant
3500955,4d3185665017a0931af63f9b,2012-09-09 05:13:18.341942784,480,1.307763,103.860505,resort
3500955,4e9a657df790b2a9194badf7,2011-11-19 14:23:17.973684224,480,1.315771,103.870275,vietnamese restaurant
4191140,4f3cc876e4b054d24077bcb9,2012-05-28 13:46:10.664953600,480,1.324923,103.871054,malaysian restaurant
16360144,4b5845c2f964a520695028e3,2012-09-16 13:52:08.049720064,480,1.315329,103.862876,wine shop
5297770,4bca2b30b6c49c7429f18f91,2013-01-20 23:53:38.298783232,480,1.315329,103.871054,chinese restaurant
5297770,4e9a657df790b2a9194badf7,2012-04-08 12:31:38.241178368,480,1.315991,103.87059,vietnamese restaurant
5297770,4e9a657df790b2a9194badf7,2011-06-20 07:24:13.130662144,480,1.314703,103.871045,vietnamese restaurant
5297770,4bab1a73f964a5202d953ae3,2010-08-31 06:56:37.338660352,480,1.315155,103.869074,vietnamese restaurant
2953121,4c0e101bc700c9b68a41a3dd,2012-10-02 21:13:43.523542528,480,1.31985,103.884286,steakhouse
2953121,4e9a657df790b2a9194badf7,2011-12-16 12:38:12.085647872,480,1.315309,103.87223,vietnamese restaurant
2953121,4e9a657df790b2a9194badf7,2011-02-24 11:20:24.444905728,480,1.315348,103.868363,vietnamese restaurant
2953121,4e9a657df790b2a9194badf7,2010-05-06 21:19:11.126109696,480,1.314689,103.868769,vietnamese restaurant
14430534,4cb6f3a4f6616dcbafc7e208,2012-08-21 05:10:13.904533248,480,1.308479,103.871054,italian restaurant
1897262,4e9a657df790b2a9194badf7,2012-08-17 18:28:15.732601856,480,1.315329,103.861767,ramen /  noodle house
1897262,4e7dcc9777c837d97a7afdf4,2011-10-31 16:29:43.078901248,480,1.31505,103.872327,vietnamese restaurant
1897262,4e9a657df790b2a9194badf7,2011-01-11 19:10:43.250981376,480,1.314259,103.8697,vietnamese restaurant
1897262,4e9a657df790b2a9194badf7,2010-03-22 20:14:07.203622912,480,1.315016,103.87128,vietnamese restaurant
8015705,4dc780347d8b14fb465c6d35,2012-07-16 09:51:38.445103616,480,1.314586,103.860377,furniture / home store
8015705,4b6a8179f964a52021d72be3,2011-09-29 23:30:14.178436864,480,1.31528,103.871399,vietnamese restaurant
8015705,4e9a657df790b2a9194badf7,2010-12-09 18:27:03.789022720,480,1.314393,103.870155,vietnamese restaurant
8015705,4e9a657df790b2a9194badf7,2010-02-17 17:23:44.152979200,480,1.315176,103.870535,vietnamese restaurant
5099860,4cf4acb06195721ebb7553c1,2012-08-19 04:02:17.147765248,480,1.317791,103.862071,korean restaurant
5099860,4e9a657df790b2a9194badf7,2011-11-09 12:14:20.786257920,480,1.314151,103.871519,vietnamese restaurant
5099860,4e9a657df790b2a9194badf7,2011-01-19 22:32:35.489046016,480,1.315072,103.870003,coffee shop
2669598,4c384f3e93db0f474f592192,2013-05-09 19:31:03.044703744,480,1.315329,103.878816,vietnamese restaurant
13059749,4b8eff9ef964a5208c4333e3,2012-12-20 04:23:29.738380800,480,1.315329,103.885238,middle eastern restaurant
13059749,4e9a657df790b2a9194badf7,2012-03-04 13:12:45.624940800,480,1.316065,103.869371,food court
5077837,4b06afa3f964a520a1ee22e3,2013-04-03 10:35:41.437528320,480,1.334935,103.908206,thai restaurant
14031663,4b18f680f964a520c2d623e3,2012-07-05 12:54:40.686775552,480,1.33066,103.871054,park
8690100,4ebf5ba14901f56b0dd70f05,2013-06-11 09:03:23.987226112,480,1.309209,103.863108,motel
11822869,4ee09fc19a52e7f5b8fc73e1,2013-07-07 15:25:54.116051968,480,1.321502,103.904431,salon / barbershop
11354626,4b827b2ff964a520bfd430e3,2012-12-07 21:44:05.808739584,480,1.309777,103.870445,vietnamese restaurant
6308311,4db0eb8e1e729fcc5648eb3a,2013-08-03 03:40:59.515255552,480,1.309933,103.890441,gift shop
11168482,4cf0f5cf7e93f04d43284a69,2013-02-05 04:52:49.452742144,480,1.313806,103.866267,grocery store
14720840,4ff02e96e4b0581584680744,2012-04-13 12:38:53.909071616,480,1.31215,103.871054,tea room
32095,4c0b9bbb340720a1ed528893,2013-06-17 23:24:25.858569216,480,1.315329,103.871054,scandinavian restaurant
15533557,4b9cc0e9f964a520db7936e3,2012-06-26 20:29:56.828959744,480,1.315815,103.873707,market
15533557,4e9a657df790b2a9194badf7,2011-09-15 23:55:37.969851648,480,1.315896,103.870116,food court
15533557,4e9a657df790b2a9194badf7,2010-11-25 17:13:10.034204928,480,1.315052,103.871136,vietnamese restaurant
15533557,4e9a657df790b2a9194badf7,2010-02-02 20:50:33.298756608,480,1.315153,103.869601,food court
8347485,4b70020df964a5202d032de3,2013-01-03 05:00:58.455966208,480,1.32478,103.871054,sushi restaurant
8347485,4e9a657df790b2a9194badf7,2012-03-21 14:19:05.919075072,480,1.315883,103.870868,vietnamese restaurant
8347485,4e9a657df790b2a9194badf7,2011-06-03 03:38:29.601004288,480,1.315872,103.871043,vietnamese restaurant
8347485,4e9a657df790b2a9194badf7,2010-08-14 21:05:52.757616384,480,1.314198,103.869984,vietnamese restaurant
3732087,4e9a657df790b2a9194badf7,2012-08-02 05:10:54.072381952,480,1.315329,103.868752,malaysian restaurant
3732087,4e9a657df790b2a9194badf7,2011-10-18 11:52:53.939294720,480,1.315275,103.871222,vietnamese restaurant
3732087,4e9a657df790b2a9194badf7,2010-12-29 15:13:58.320704768,480,1.314512,103.870181,vietnamese restaurant
11443293,4b475118f964a520c02e26e3,2012-12-24 02:51:07.929509632,480,1.300502,103.880307,grocery store
9067864,4e9a657df790b2a9194badf7,2012-10-26 16:37:33.436348416,480,1.308742,103.865785,fried chicken joint
9067864,4e9a657df790b2a9194badf7,2012-01-12 10:23:51.351842560,480,1.316625,103.872253,vietnamese restaurant
9067864,4e9a657df790b2a9194badf7,2011-03-24 02:56:19.189979904,480,1.315045,103.870776,vietnamese restaurant
9067864,4f094fe6e4b07c8f8d0d9d68,2010-06-03 07:46:25.141689088,480,1.314744,103.869964,multiplex
16687047,4bc2e991461576b065ee7d32,2013-06-02 23:10:55.744584192,480,1.316302,103.86729,nightclub
16687047,4ebc86347bebc23efa0d8d94,2012-08-06 04:50:48.647534592,480,1.313599,103.871269,gym / fitness center
16687047,4e9a657df790b2a9194badf7,2011-10-19 13:29:54.005378560,480,1.315296,103.871826,vietnamese restaurant
16687047,4e9a657df790b2a9194badf7,2010-12-28 16:55:17.322517248,480,1.315307,103.870208,vietnamese restaurant
11593527,4c0e101bc700c9b68a41a3dd,2012-07-31 05:28:46.540858880,480,1.315329,103.87842,coffee shop
11593527,4b70020df964a5202d032de3,2011-10-18 16:48:02.268221952,480,1.314954,103.871447,vietnamese restaurant
11593527,4e9a657df790b2a9194badf7,2010-12-29 08:07:01.442759424,480,1.31483,103.870708,vietnamese restaurant
11593527,4e9a657df790b2a9194badf7,2010-03-10 16:35:48.177410816,480,1.31504,103.87048,vietnamese restaurant
4537839,50a280abe4b0033f830a02cc,2013-05-15 11:27:07.598169344,480,1.31146,103.866597,vietnamese restaurant
13073513,4c83778047cc224bb66c8f9f,2012-12-31 07:44:53.129106688,480,1.303678,103.875948,coffee shop
13073513,4e9a657df790b2a9194badf7,2012-03-21 23:13:25.246600960,480,1.316585,103.872714,vietnamese restaurant
13073513,4e9a657df790b2a9194badf7,2011-05-28 17:13:15.888581376,480,1.314871,103.87161,vietnamese restaurant
13073513,4e9a657df790b2a9194badf7,2010-08-07 13:06:25.359025408,480,1.31493,103.870724,vietnamese restaurant
13484230,4e43505a45dd60ca5ce12715,2013-07-02 15:47:00.766963200,480,1.319708,103.876055,fast food restaurant
13484230,4e9a657df790b2a9194badf7,2012-09-19 23:49:34.673198336,480,1.315516,103.87115,vietnamese restaurant
12429181,4c0e101bc700c9b68a41a3dd,2012-04-29 05:02:59.623211008,480,1.315329,103.870086,middle eastern restaurant
5005178,4b18f680f964a520c2d623e3,2012-04-12 15:09:01.114344448,480,1.310891,103.86232,burger joint
5005178,4e9a657df790b2a9194badf7,2011-06-25 22:07:38.353368576,480,1.315574,103.872223,vietnamese restaurant
14134158,4be3b0f0cbdbef3b609f60d8,2012-07-12 04:09:58.615519744,480,1.316328,103.867061,vietnamese restaurant
14134158,4e9a657df790b2a9194badf7,2011-09-24 23:30:05.497188608,480,1.314775,103.870052,vietnamese restaurant
314101,4b8261fff964a5201dd130e3,2012-07-13 16:07:43.566460416,480,1.316637,103.874494,food & drink shop
314101,4b5d70faf964a520235d29e3,2011-10-02 02:02:04.489318656,480,1.315148,103.871771,vietnamese restaurant
314101,4e9a657df790b2a9194badf7,2010-12-12 18:11:57.941539840,480,1.314648,103.869567,food court
314101,4bcebcedef109521c48c8486,2010-02-23 07:03:49.958082048,480,1.315208,103.870796,vietnamese restaurant
11023723,4cf0f5cf7e93f04d43284a69,2013-03-20 14:26:41.058489856,480,1.308978,103.871054,vietnamese restaurant
11023723,4e9a657df790b2a9194badf7,2012-06-02 11:50:00.835600896,480,1.316476,103.871663,vietnamese restaurant
12228761,4c653f903f69c9b6f7a48ad9,2012-04-20 04:49:24.074881024,480,1.307983,103.862973,food court
12228761,4e9a657df790b2a9194badf7,2011-07-04 11:28:58.901879296,480,1.314502,103.870402,vietnamese restaurant
12228761,4e9a657df790b2a9194badf7,2010-09-12 00:30:25.319617792,480,1.315204,103.870886,vietnamese restaurant
12228761,4e9a657df790b2a9194badf7,2009-11-21 01:49:49.316763392,480,1.315056,103.868677,vietnamese restaurant
5966428,4e43505a45dd60ca5ce12715,2013-02-20 00:25:44.709509120,480,1.315329,103.844515,boutique
5966428,4e9a657df790b2a9194badf7,2012-04-29 13:44:47.616791552,480,1.315392,103.87257,vietnamese restaurant
10641881,4e9a657df790b2a9194badf7,2012-04-26 22:16:54.579834880,480,1.317345,103.872802,tea room
10641881,4e9a657df790b2a9194badf7,2011-07-17 16:25:39.007710720,480,1.315128,103.871832,chinese restaurant
3065105,4eca6e83be7ba4fc71d9c8a6,2012-05-04 16:44:46.997846272,480,1.31658,103.871054,malaysian restaurant
12960460,4b39e7c9f964a520835f25e3,2013-06-27 01:48:40.096262144,480,1.320678,103.871054,plaza
12960460,4d0cd60a7d28721e9d3df520,2012-08-25 13:49:47.463101696,480,1.316173,103.870991,dessert shop
12960460,4e9a657df790b2a9194badf7,2011-11-10 11:20:12.217658624,480,1.315224,103.871848,vietnamese restaurant
12960460,4e9a657df790b2a9194badf7,2011-01-19 19:27:43.496756480,480,1.315108,103.870383,vietnamese restaurant
7440508,4ea2a7d7d3e32e68680f57a2,2012-11-26 07:16:12.197560832,480,1.315329,103.874349,gym
7440508,4c2365a899282d7fbe8f68b0,2012-02-16 15:23:45.315745280,480,1.316316,103.872129,coffee shop
7440508,4e9a657df790b2a9194badf7,2011-04-27 11:38:32.227985920,480,1.315172,103.871409,vietnamese restaurant
15143386,4be65ddebcef2d7f9a2405e5,2012-10-25 23:24:00.331229952,480,1.305117,103.866376,fried chicken joint
15143386,4c6a0b9eb56e9c74e16dc485,2012-01-09 13:02:36.064563200,480,1.31544,103.871939,vietnamese restaurant
15143386,4e9a657df790b2a9194badf7,2011-03-19 22:22:36.775845888,480,1.315226,103.87082,vietnamese restaurant
6855123,4b767730f964a520744d2ee3,2012-05-15 20:04:27.746403840,480,1.311451,103.869112,middle eastern restaurant
6855123,4e9a657df790b2a9194badf7,2011-07-30 07:20:38.399549696,480,1.314509,103.872639,coffee shop
6855123,4e9a657df790b2a9194badf7,2010-10-09 04:21:32.012329472,480,1.315293,103.869972,vietnamese restaurant
5337419,4bb273d835f0c9b68e4bbb83,2012-06-26 12:03:11.316069888,480,1.315329,103.867032,smoke shop
5337419,4e9a657df790b2a9194badf7,2011-09-03 17:49:59.992868096,480,1.316767,103.874988,food & drink shop
5337419,4de314b77d8b2547eb1463a4,2010-11-11 06:08:13.377719808,480,1.31511,103.871471,vietnamese restaurant
5337419,4bdbf92563c5c9b6cb1b2a68,2010-01-22 00:51:08.699959040,480,1.314855,103.869445,vietnamese restaurant
15882867,4b06afa3f964a520a1ee22e3,2012-06-25 03:17:02.382205184,480,1.314342,103.871054,fast food restaurant
15882867,4e9a657df790b2a9194badf7,2011-09-10 18:20:16.595047424,480,1.315744,103.871108,vietnamese restaurant
15882867,4e9a657df790b2a9194badf7,2010-11-18 04:53:59.074225408,480,1.315171,103.871552,vietnamese restaurant
5068738,4cdde2db3644a093ffad489f,2012-11-29 21:05:51.185091840,480,1.306309,103.871054,cosmetics shop
5068738,4e9a657df790b2a9194badf7,2012-02-07 17:18:15.377069312,480,1.314685,103.871566,vietnamese restaurant
5068738,4e9a657df790b2a9194badf7,2011-04-20 15:36:42.280051712,480,1.314939,103.870911,gym
5068738,4e9a657df790b2a9194badf7,2010-06-30 10:49:02.367085824,480,1.314908,103.870863,vietnamese restaurant
13599310,4b763840f964a520cf432ee3,2013-03-19 08:23:54.468940288,480,1.315329,103.871054,vietnamese restaurant
13599310,4b058814f964a52087b022e3,2012-06-10 08:55:22.392625920,480,1.315743,103.871503,vietnamese restaurant
13599310,4e9a657df790b2a9194badf7,2011-08-21 11:50:37.367231232,480,1.315052,103.869273,vietnamese restaurant
13599310,4e9a657df790b2a9194badf7,2010-11-02 17:44:34.662660352,480,1.315419,103.870383,vietnamese restaurant
14508656,4b05880ef964a520d6ae22e3,2012-11-05 13:52:37.717438464,480,1.312841,103.877057,water park
14508656,4e9a657df790b2a9194badf7,2012-01-26 11:34:18.880938496,480,1.315186,103.871585,vietnamese restaurant
928948,4e9ea4939a52cd825cf66c3b,2012-07-08 23:00:39.348172800,480,1.315329,103.871651,vietnamese restaurant
928948,4bfe5e7fee20ef3b838a3c5e,2011-09-22 14:48:31.686665984,480,1.315647,103.87171,vietnamese restaurant
10713060,5136f75be4b0536562e774e5,2012-05-17 05:21:51.797249792,480,1.308744,103.873581,electronics store
10713060,4e9a657df790b2a9194badf7,2011-08-02 15:14:27.758893824,480,1.315391,103.87104,vietnamese restaurant
1975744,4ec0af2d0e019a162b285f99,2013-08-21 09:10:22.362603776,480,1.315329,103.8603,arepa restaurant
1975744,4e9a657df790b2a9194badf7,2012-11-02 00:26:01.687297792,480,1.316015,103.870686,fast food restaurant
1975744,4e9a657df790b2a9194badf7,2012-01-12 15:39:09.807101952,480,1.315375,103.872541,wine shop
1975744,4e9a657df790b2a9194badf7,2011-03-23 08:03:48.985411584,480,1.314931,103.869733,vietnamese restaurant
3170010,4bf1ef24d39ad13adedcaa0e,2012-11-10 17:50:15.062356224,480,1.31383,103.883001,cocktail bar
3170010,4e9a657df790b2a9194badf7,2012-02-02 11:13:52.433870848,480,1.315122,103.870293,vietnamese restaurant
3955450,4e8ad37acc215b03682d6e88,2012-07-26 19:41:22.925657600,480,1.322228,103.871054,fast food restaurant
3955450,4b70020df964a5202d032de3,2011-10-11 23:44:09.177519104,480,1.315225,103.870354,vietnamese restaurant
3955450,4e9a657df790b2a9194badf7,2010-12-20 14:58:06.233336064,480,1.315195,103.869191,vietnamese restaurant
3955450,4e9a657df790b2a9194badf7,2010-02-27 14:24:41.668748544,480,1.315452,103.869419,vietnamese restaurant
5017896,4d5233d1e0275481f175b2b6,2013-04-25 15:53:10.025944064,480,1.310083,103.863065,food court
5435240,4e8f1329dab454671ef8d0a6,2012-11-02 10:16:40.476601856,480,1.315883,103.864832,vietnamese restaurant
5435240,4e9a657df790b2a9194badf7,2012-01-18 01:08:36.039239680,480,1.314984,103.870801,vietnamese restaurant
5435240,4e9a657df790b2a9194badf7,2011-04-02 14:47:11.772573184,480,1.315169,103.870919,vietnamese restaurant
5435240,4e9a657df790b2a9194badf7,2010-06-09 23:46:42.345337856,480,1.314684,103.86907,vietnamese restaurant
