user_id,peak_hour_range,peak_hour_checkins,peak_day_of_week,peak_day_checkins,peak_month,peak_month_checkins,peak_hour_POI_Mall,peak_hour_POI_Bus Station,peak_hour_POI_Subway,peak_hour_POI_Food Court,peak_hour_POI_Train Station,peak_hour_POI_Coffee Shop,peak_hour_POI_High School,peak_hour_POI_Fast Food Restaurant,peak_hour_POI_Nightclub,peak_hour_POI_Chinese Restaurant,peak_hour_POI_Bus Line,peak_hour_POI_Multiplex,peak_hour_POI_Caf,peak_hour_POI_Hotel,peak_hour_POI_Asian Restaurant,peak_hour_POI_Japanese Restaurant,peak_hour_POI_Church,peak_hour_POI_General College & University,peak_hour_POI_Trade School,peak_hour_POI_Gym,peak_hour_POI_Department Store,peak_hour_POI_Grocery Store,peak_hour_POI_Hospital,peak_hour_POI_Government Building,peak_hour_POI_Fried Chicken Joint,peak_hour_POI_Flea Market,peak_hour_POI_Restaurant,peak_hour_POI_University,peak_hour_POI_Dessert Shop,peak_hour_POI_General Entertainment,peak_hour_POI_Resort,peak_hour_POI_Tea Room,peak_hour_POI_College Academic Building,peak_hour_POI_Airport Terminal,peak_hour_POI_School,peak_hour_POI_Park,peak_hour_POI_Airport,peak_hour_POI_Event Space,peak_hour_POI_Burger Joint,peak_hour_POI_Ramen /  Noodle House,peak_hour_POI_Furniture / Home Store,peak_hour_POI_Bar,peak_hour_POI_Clothing Store,peak_hour_POI_Ice Cream Shop,peak_hour_POI_Boutique,peak_hour_POI_College Cafeteria,peak_hour_POI_Seafood Restaurant,peak_hour_POI_Italian Restaurant,peak_hour_POI_American Restaurant,peak_hour_POI_Sushi Restaurant,peak_day_POI_Mall,peak_day_POI_Bus Station,peak_day_POI_Subway,peak_day_POI_Food Court,peak_day_POI_Train Station,peak_day_POI_Coffee Shop,peak_day_POI_High School,peak_day_POI_Fast Food Restaurant,peak_day_POI_Nightclub,peak_day_POI_Chinese Restaurant,peak_day_POI_Bus Line,peak_day_POI_Multiplex,peak_day_POI_Caf,peak_day_POI_Hotel,peak_day_POI_Asian Restaurant,peak_day_POI_Japanese Restaurant,peak_day_POI_Church,peak_day_POI_General College & University,peak_day_POI_Trade School,peak_day_POI_Gym,peak_day_POI_Department Store,peak_day_POI_Grocery Store,peak_day_POI_Hospital,peak_day_POI_Government Building,peak_day_POI_Fried Chicken Joint,peak_day_POI_Flea Market,peak_day_POI_Restaurant,peak_day_POI_University,peak_day_POI_Dessert Shop,peak_day_POI_General Entertainment,peak_day_POI_Resort,peak_day_POI_Tea Room,peak_day_POI_College Academic Building,peak_day_POI_Airport Terminal,peak_day_POI_School,peak_day_POI_Park,peak_day_POI_Airport,peak_day_POI_Event Space,peak_day_POI_Burger Joint,peak_day_POI_Ramen /  Noodle House,peak_day_POI_Furniture / Home Store,peak_day_POI_Bar,peak_day_POI_Clothing Store,peak_day_POI_Ice Cream Shop,peak_day_POI_Boutique,peak_day_POI_College Cafeteria,peak_day_POI_Seafood Restaurant,peak_day_POI_Italian Restaurant,peak_day_POI_American Restaurant,peak_day_POI_Sushi Restaurant,peak_month_POI_Mall,peak_month_POI_Bus Station,peak_month_POI_Subway,peak_month_POI_Food Court,peak_month_POI_Train Station,peak_month_POI_Coffee Shop,peak_month_POI_High School,peak_month_POI_Fast Food Restaurant,peak_month_POI_Nightclub,peak_month_POI_Chinese Restaurant,peak_month_POI_Bus Line,peak_month_POI_Multiplex,peak_month_POI_Caf,peak_month_POI_Hotel,peak_month_POI_Asian Restaurant,peak_month_POI_Japanese Restaurant,peak_month_POI_Church,peak_month_POI_General College & University,peak_month_POI_Trade School,peak_month_POI_Gym,peak_month_POI_Department Store,peak_month_POI_Grocery Store,peak_month_POI_Hospital,peak_month_POI_Government Building,peak_month_POI_Fried Chicken Joint,peak_month_POI_Flea Market,peak_month_POI_Restaurant,peak_month_POI_University,peak_month_POI_Dessert Shop,peak_month_POI_General Entertainment,peak_month_POI_Resort,peak_month_POI_Tea Room,peak_month_POI_College Academic Building,peak_month_POI_Airport Terminal,peak_month_POI_School,peak_month_POI_Park,peak_month_POI_Airport,peak_month_POI_Event Space,peak_month_POI_Burger Joint,peak_month_POI_Ramen /  Noodle House,peak_month_POI_Furniture / Home Store,peak_month_POI_Bar,peak_month_POI_Clothing Store,peak_month_POI_Ice Cream Shop,peak_month_POI_Boutique,peak_month_POI_College Cafeteria,peak_month_POI_Seafood Restaurant,peak_month_POI_Italian Restaurant,peak_month_POI_American Restaurant,peak_month_POI_Sushi Restaurant
38192,18:00-19:00,78,Thursday,50,2012-04,103,2,28,4,0,34,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0,18,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,4,2,30,2,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,4,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198469,06:00-07:00,19,Saturday,14,2012-04,23,0,1,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,7,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38475,06:00-07:00,62,Wednesday,49,2012-05,67,0,4,0,1,0,2,28,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,13,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,1,0,2,10,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24592,17:00-18:00,29,Tuesday,32,2012-05,74,1,0,0,2,0,0,0,0,0,2,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,0,0,4,0,1,0,0,1,2,1,1,2,0,0,1,0,5,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,3,0,0,4,0,0,0,0,0,1,3,0
23956,06:00-07:00,63,Sunday,49,2012-05,62,17,1,3,0,15,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,1,3,1,9,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37027,17:00-18:00,27,Wednesday,26,2012-05,36,6,1,2,0,7,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,3,1,3,1,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,1,9,1,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56817,18:00-19:00,26,Sunday,27,2012-04,62,2,7,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,21,9,5,3,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
1054,18:00-19:00,206,Monday,184,2012-05,377,9,77,6,0,25,0,0,1,0,3,54,0,2,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,3,52,0,0,17,0,14,2,0,0,43,0,2,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,6,0,0,0,0,12,95,7,2,25,0,25,5,0,0,74,0,0,0,1,2,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,3,1,0,0,1,1,0,0,1,2,2,5,0,0,0,0
148499,16:00-17:00,13,Saturday,15,2012-05,8,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136926,05:00-06:00,16,Friday,10,2012-04,48,0,7,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,16:00-17:00,115,Sunday,105,2013-01,107,26,20,42,1,11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,38,3,6,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,14,40,2,6,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259148,18:00-19:00,15,Saturday,14,2012-04,17,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
33397,19:00-20:00,47,Friday,37,2012-04,25,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
