user_id,num_nodes,num_edges,num_self_loops,cat_Arts & Entertainment,cat_College & University,cat_Food,cat_Great Outdoors,cat_Nightlife Spot,cat_Professional & Other Places,cat_Residence,cat_Shop & Service,cat_Travel & Transport,degree_Arts & Entertainment,degree_College & University,degree_Food,degree_Great Outdoors,degree_Nightlife Spot,degree_Professional & Other Places,degree_Residence,degree_Shop & Service,degree_Travel & Transport,total_distance,mean_distance,max_distance,min_distance,mean_time_between_checkins,PCA_KMeans,PCA_Agglomerative,PCA_DBSCAN,PCA_GMM
92890,10,35,5,0,0,0,0,0,0,0,0,0,2,4,9,2,2,3,3,7,2,281.5759181698883,2.607184427498967,15.753900458260144,0.0,117.37960905349794,3,3,-1,0
14174,6,18,2,0,0,0,0,0,0,0,0,0,3,1,3,0,0,2,0,4,5,775.367816405357,3.089114806395846,13.995887923704329,0.0,22.972428065515714,6,1,0,0
36819,7,27,5,0,0,0,0,0,0,0,0,0,4,1,6,4,0,4,0,7,1,1066.822998206086,5.797951077206985,21.78403337939161,0.0,68.60916213768117,5,6,0,0
13131,6,18,3,0,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,4,5,81.96705433953642,0.999598223652883,15.548871847700804,0.0,78.26432249322494,6,1,0,3
139277,8,28,5,0,0,0,0,0,0,0,0,0,2,0,5,2,1,4,0,7,4,222.56241414616417,3.9743288240386456,18.809752844612,0.0,204.48979662698412,4,0,0,4
238389,8,25,2,0,0,0,0,0,0,0,0,0,2,0,4,8,3,3,0,2,2,528.4795867892416,6.68961502264863,20.054492587713334,0.0,151.97332981715894,1,2,-1,4
238886,8,24,2,0,0,0,0,0,0,0,0,0,3,0,7,1,2,3,0,4,2,397.9896125854651,5.940143471424853,24.34808503169829,0.0319284366596195,168.2036608623549,1,2,0,6
140609,7,36,4,0,0,0,0,0,0,0,0,0,5,0,7,3,6,6,0,5,4,287.9049655051027,2.481939357802609,13.441991703566572,0.0,13.44947318007663,5,6,-1,4
44382,10,32,4,0,0,0,0,0,0,0,0,0,2,1,9,2,2,2,2,7,3,510.588762334314,4.327023409612831,22.16384727711728,0.0,104.342302259887,5,3,-1,0
220176,6,21,4,0,0,0,0,0,0,0,0,0,1,0,2,3,5,0,0,6,4,298.87715012362435,4.151071529494781,17.59093366593782,0.0,72.51898533950617,4,2,-1,4
170372,6,17,3,0,0,0,0,0,0,0,0,0,1,0,4,5,0,1,0,2,4,49.30050123464574,0.9860100246929148,6.492723772236663,0.0,2.0285888888888888,6,1,-1,4
39404,7,31,5,0,0,0,0,0,0,0,0,0,3,1,6,5,0,6,0,5,5,343.79202293777627,2.13535417973774,17.413178103708308,0.0,15.13312629399586,4,0,0,3
77930,8,15,2,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,3,4,154.4260163046395,5.939462165563057,17.965374630692367,0.0,223.84679487179488,2,1,-1,4
28039,10,64,7,0,0,0,0,0,0,0,0,0,7,7,9,4,9,4,6,8,7,1520.9948515968206,6.613021093899221,20.616499524997057,0.0,55.07986835748792,0,4,-1,0
209842,8,29,5,0,0,0,0,0,0,0,0,0,3,1,7,3,1,5,0,7,2,212.58106364052807,3.3743025974686995,18.143723570815684,0.0,74.73959435626101,5,6,0,3
97027,6,23,3,0,0,0,0,0,0,0,0,0,1,0,4,5,0,3,0,5,5,135.5650544165497,3.227739390870232,10.481347229625056,0.0,259.44914682539684,4,1,0,4
47295,8,39,6,0,0,0,0,0,0,0,0,0,6,3,6,0,0,8,2,6,6,849.9757075007726,4.12609566747948,15.920273271485677,0.0,59.87151699029127,3,3,-1,0
93647,9,35,4,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,6,7,3,330.3126210241782,4.289774299015302,17.052791828479595,0.0,54.24745310245312,5,0,-1,0
264807,7,21,5,0,0,0,0,0,0,0,0,0,3,0,6,2,0,2,0,4,2,272.79156941152945,4.623585922229314,16.58153602020473,0.0321192109188974,171.27984463276837,2,0,0,6
31728,4,13,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,85.14543095572266,4.054544331224887,10.686896185106542,0.0,60.63551587301587,6,1,0,4
4989,5,14,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,4,4,850.6395127307022,2.531665216460424,21.545903708799056,0.0,25.081187996031748,6,1,-1,0
22906,8,32,5,0,0,0,0,0,0,0,0,0,5,0,8,2,4,2,0,5,5,1150.8211650255864,5.841731802160339,22.38344744253252,0.0,49.88431049069374,5,6,-1,4
58923,6,14,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,4,2,408.377699170901,5.518617556363528,13.368860242320997,0.0,170.94051801801805,2,1,0,4
30378,9,38,5,0,0,0,0,0,0,0,0,0,4,1,7,5,1,4,0,6,8,313.97364444021315,1.5857254769707745,11.843008994878604,0.0,4.352180134680135,3,6,-1,3
219530,8,21,3,0,0,0,0,0,0,0,0,0,5,0,5,2,0,1,1,5,1,258.0427859670449,3.794746852456545,13.976271272315005,0.0,166.71625000000003,1,2,0,4
141066,7,29,4,0,0,0,0,0,0,0,0,0,3,0,5,3,4,2,0,6,6,485.18354027758215,4.492440187755391,13.550837468022396,0.0,87.46034207818929,4,2,0,4
28298,9,35,4,0,0,0,0,0,0,0,0,0,3,2,5,4,1,6,0,6,7,510.0443509745231,2.931289373416799,15.582697358004957,0.0,55.43777777777778,3,3,0,3
160601,8,26,3,0,0,0,0,0,0,0,0,0,4,0,6,4,3,2,0,5,1,246.13088495334995,3.076636061916874,17.004408061490864,0.0,145.1947708333333,1,2,0,4
50041,8,25,4,0,0,0,0,0,0,0,0,0,1,2,4,0,1,1,0,7,4,344.5475473587194,2.650365748913226,22.550592632530392,0.0,89.79011538461538,4,0,0,3
20856,7,19,4,0,0,0,0,0,0,0,0,0,1,0,5,3,0,1,0,4,4,182.0000357600326,3.7916674116673454,32.49938499711241,0.0,131.16686921296298,2,2,-1,4
19787,8,33,5,0,0,0,0,0,0,0,0,0,5,0,5,3,2,5,1,7,5,346.92569637381223,2.915341986334556,15.08201670226709,0.0,102.64574696545284,5,6,0,4
193664,8,27,4,0,0,0,0,0,0,0,0,0,0,1,5,1,1,4,0,5,5,88.68392610093603,1.673281624545963,18.0508841121758,0.0,8.179774633123689,4,0,0,3
174879,10,32,2,0,0,0,0,0,0,0,0,0,3,4,5,3,5,2,2,6,1,523.0272690544622,7.164757110335098,15.893870044829349,0.0,171.6477663622527,1,2,-1,0
149290,8,26,4,0,0,0,0,0,0,0,0,0,3,0,5,2,5,2,0,2,4,265.6640344749239,5.313280689498477,19.669904349759392,0.0,215.70777222222225,1,0,-1,4
118944,8,34,5,0,0,0,0,0,0,0,0,0,4,6,8,1,0,4,1,5,5,336.8704855026149,3.701873467061703,16.452402104502433,0.0,24.010787545787544,3,3,-1,3
179870,5,13,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,3,1,234.71339556115936,5.102465120894768,18.870114861332294,0.0,244.10772946859905,2,1,-1,4
79653,9,54,8,0,0,0,0,0,0,0,0,0,7,6,8,5,8,4,0,6,7,383.504692605271,3.687545121204528,18.22738890516981,0.0,96.92276175213676,0,4,-1,0
14355,8,40,6,0,0,0,0,0,0,0,0,0,6,0,7,6,2,6,0,5,7,623.2876771209202,2.036887833728497,12.213043898091842,0.0,20.00649782135076,5,6,-1,4
174465,7,24,2,0,0,0,0,0,0,0,0,0,2,0,7,2,3,2,0,6,2,409.43397751894105,5.766675739703395,16.243740941968774,0.0,126.28656885759,1,2,0,4
28120,9,35,4,0,0,0,0,0,0,0,0,0,3,6,7,3,2,1,0,9,3,484.003088582146,2.3609906760104686,17.441171421449535,0.0,37.92487533875339,3,3,-1,3
108262,8,42,6,0,0,0,0,0,0,0,0,0,2,7,6,5,6,7,0,7,2,345.8401936580605,4.068708160683068,18.073470939401883,0.0,92.72693137254905,3,4,-1,0
150435,8,28,4,0,0,0,0,0,0,0,0,0,3,0,7,2,4,2,0,6,3,254.36558456508143,3.3469155863826514,16.5172224311818,0.0,166.88147660818717,1,2,0,4
85872,7,25,5,0,0,0,0,0,0,0,0,0,2,0,3,5,0,1,0,6,5,157.15391005372274,2.8063198223879064,14.236609910169204,0.0,107.87801091269844,4,0,0,4
225420,8,25,5,0,0,0,0,0,0,0,0,0,5,1,3,2,1,4,0,5,4,112.8558070211222,1.820254951953584,18.8655092106065,0.0,186.5057034050179,4,0,-1,6
26489,6,22,4,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,5,3,162.66597465846377,2.502553456284058,21.335865761163465,0.0126937575455053,195.6669700854701,1,0,-1,6
244730,10,36,4,0,0,0,0,0,0,0,0,0,2,5,6,4,1,4,1,7,4,411.4186219979308,7.2178705613672065,21.782989668526856,0.0,168.97248050682262,3,3,-1,3
35300,9,39,4,0,0,0,0,0,0,0,0,0,5,6,7,4,2,5,1,8,1,943.6833838578028,4.966754651883175,15.854724273199576,0.0,64.45119444444444,3,3,-1,0
202475,5,14,3,0,0,0,0,0,0,0,0,0,1,2,5,0,0,3,0,3,0,241.1089008857401,5.023102101786253,15.0048393200149,0.0,49.499594907407406,6,1,0,6
190754,6,20,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,5,4,158.9938856263146,2.064855657484605,13.499389173254704,0.0,133.7729797979798,4,1,0,4
33780,6,21,3,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,0,6,4,158.08725632636168,2.982778421252107,13.4496592755794,0.0018898275876955,199.4001677148848,4,1,0,6
123259,6,21,3,0,0,0,0,0,0,0,0,0,3,0,6,1,0,3,0,6,2,378.7391589747368,4.353323666376286,22.156899351517005,0.0,79.66860791826309,2,1,0,4
51792,9,42,7,0,0,0,0,0,0,0,0,0,4,0,8,4,2,6,3,8,6,900.3707726452869,5.296298662619332,17.49170972382241,0.0,63.37274019607843,0,4,-1,0
41091,9,49,6,0,0,0,0,0,0,0,0,0,4,7,6,6,0,6,1,8,9,409.99396878171575,2.252714114185252,15.892684913446873,0.0,41.66218253968253,3,3,-1,0
57025,9,28,5,0,0,0,0,0,0,0,0,0,2,3,8,1,5,1,0,5,2,206.1794110033497,2.001741854401454,14.758721827546916,0.0,117.39100593311755,1,2,3,3
83156,8,35,6,0,0,0,0,0,0,0,0,0,2,6,7,4,3,4,0,6,3,339.60665841162927,3.691376721865535,19.77594064810817,0.0,64.12942028985508,3,3,-1,3
79241,9,45,5,0,0,0,0,0,0,0,0,0,2,6,8,4,1,7,0,7,7,539.8338516633343,3.969366556348044,14.042258970815016,0.0,85.84361519607843,3,3,-1,3
265005,7,23,4,0,0,0,0,0,0,0,0,0,3,1,6,0,3,0,0,5,3,378.61936264863766,5.487237139835327,19.29579474794184,0.0,160.15851449275365,1,2,0,3
108728,9,34,4,0,0,0,0,0,0,0,0,0,1,2,7,3,3,6,0,7,4,336.5194453753583,3.2357638978399845,20.576451391189995,0.0,121.69721955128206,5,6,-1,3
9234,8,43,5,0,0,0,0,0,0,0,0,0,6,4,6,5,0,7,0,7,7,2035.3147362528057,4.5634859557237775,22.0384910494057,0.0,28.46919718485302,0,3,-1,0
13081,7,33,5,0,0,0,0,0,0,0,0,0,3,0,7,5,0,6,0,6,5,651.8982566726917,3.8803467659088833,20.303596653659906,0.0,69.90816964285715,5,6,0,4
55445,8,21,3,0,0,0,0,0,0,0,0,0,1,1,4,2,0,1,2,6,4,98.55105050474644,2.8985603089631318,16.04239638693281,0.0062708615008882,90.67799019607844,4,0,0,5
136131,8,30,6,0,0,0,0,0,0,0,0,0,3,5,7,1,0,5,0,3,4,230.76280064480449,2.6223045527818694,17.988028407934905,0.0,127.68909722222224,3,3,-1,3
14948,9,42,6,0,0,0,0,0,0,0,0,0,5,5,7,4,1,2,0,9,6,712.6539278481192,4.454087049050747,18.94520276302677,0.0,61.24884722222222,3,3,-1,3
33591,6,16,4,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,4,4,344.4506106928996,3.959202421757468,20.410097980313907,0.0,92.31376117496808,2,1,0,4
208037,7,23,6,0,0,0,0,0,0,0,0,0,3,0,7,2,2,3,0,3,0,230.0978168550088,3.652346299285853,17.419691587856413,0.0,164.20417548500882,1,2,-1,4
147802,6,18,3,0,0,0,0,0,0,0,0,0,2,0,6,2,0,2,0,3,3,220.64574678379304,2.1421917163475053,13.654735032037127,0.0,43.84771305285867,6,1,0,4
105413,8,37,6,0,0,0,0,0,0,0,0,0,4,1,8,4,6,3,0,6,5,403.9945881431478,5.17941779670702,22.73308263777208,0.0091785965274173,119.75062678062676,5,6,0,1
133329,6,19,4,0,0,0,0,0,0,0,0,0,0,4,4,1,0,2,0,6,2,377.8995335885152,5.106750453898852,15.617959124098622,0.0,102.47240990990991,2,3,0,3
239425,8,23,4,0,0,0,0,0,0,0,0,0,2,1,3,4,0,4,0,7,1,146.62322030036165,3.187461310877428,21.09036046821805,0.0,113.109172705314,4,1,0,3
77805,8,33,3,0,0,0,0,0,0,0,0,0,6,0,7,1,3,2,0,6,4,534.9026436033408,4.083226287048404,18.175525445267805,0.0,95.51023748939778,1,6,0,4
193721,8,33,4,0,0,0,0,0,0,0,0,0,5,3,6,4,2,4,0,6,3,372.7260235457868,4.545439311533987,16.81184583503682,0.0,150.65732046070465,5,2,0,3
35841,8,29,5,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,0,5,6,455.3276514694736,2.254097284502344,19.31404421656018,0.0,39.92118124312432,4,0,0,3
110989,9,38,4,0,0,0,0,0,0,0,0,0,6,6,7,3,1,5,0,6,2,493.7700180892292,4.53000016595623,22.231351897548183,0.0,116.5463251783894,3,3,-1,3
228249,6,16,3,0,0,0,0,0,0,0,0,0,1,0,6,0,2,1,0,3,3,207.0280918504261,4.404853018094173,19.48305633269744,0.0,14.559332151300236,6,1,0,4
85698,8,35,4,0,0,0,0,0,0,0,0,0,5,1,8,2,0,5,0,7,4,427.7783533791093,3.56481961149258,22.06653010560086,0.0,98.46166435185184,5,6,0,3
2228,8,28,4,0,0,0,0,0,0,0,0,0,4,0,5,3,1,1,1,6,7,1603.2164903804492,4.660513053431536,31.44394431376128,0.0,17.23891957364341,5,6,-1,0
57570,8,36,5,0,0,0,0,0,0,0,0,0,5,0,6,3,5,2,0,8,4,874.1982793518952,6.622714237514355,19.772000669166044,0.0,69.82290404040404,5,6,0,4
5276,9,40,5,0,0,0,0,0,0,0,0,0,2,3,5,7,0,5,4,5,5,84.0414753780935,1.2733556875468717,15.603520336465364,0.0,45.15523989898989,3,6,-1,0
250880,7,20,4,0,0,0,0,0,0,0,0,0,1,0,4,0,1,4,0,4,6,314.86094516675394,5.940772550316111,20.07489088370423,0.0,118.90083333333332,2,2,0,4
74228,8,35,5,0,0,0,0,0,0,0,0,0,3,6,6,2,1,5,0,7,5,1132.20962313446,7.917549812129093,19.2791723254706,0.0,82.99599067599068,3,3,-1,0
176562,9,27,3,0,0,0,0,0,0,0,0,0,2,2,7,2,1,7,1,3,0,340.4594179068634,4.151944120815407,16.037628205172897,0.0069629789210751,24.7119512195122,1,6,-1,1
91936,8,28,5,0,0,0,0,0,0,0,0,0,5,3,7,1,0,3,0,5,3,385.0892758306808,4.69621068086196,15.02608576071742,0.0,112.08880081300812,3,0,0,3
246546,7,15,3,0,0,0,0,0,0,0,0,0,5,2,2,0,3,1,0,0,1,176.91058622818895,2.4916983975801257,15.4833186071924,0.0,132.70236306729265,6,2,-1,3
36409,6,14,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,5,3,181.36573653174017,2.790242100488312,18.255360743721724,0.0,132.44594444444448,6,1,0,4
114043,8,27,5,0,0,0,0,0,0,0,0,0,2,3,7,1,4,1,0,6,3,378.734403696824,5.917725057762873,18.660102691256032,0.0,137.9413237847222,1,2,3,3
107741,7,27,4,0,0,0,0,0,0,0,0,0,6,0,6,1,2,3,0,6,0,569.417362960517,5.084083597861758,20.426494467942053,0.0,27.058571428571437,1,2,-1,4
104983,7,37,6,0,0,0,0,0,0,0,0,0,4,0,6,6,5,7,0,4,5,620.1374541145904,5.43980222907535,17.831165998866894,0.0,45.5084283625731,5,6,-1,4
72908,9,37,5,0,0,0,0,0,0,0,0,0,5,0,9,4,3,3,2,5,5,570.6896145835651,5.188087405305138,17.91270553220409,0.0,114.8622373737374,5,6,-1,4
96152,9,45,5,0,0,0,0,0,0,0,0,0,6,7,7,2,1,8,0,7,4,563.9147393905304,4.146431907283311,30.187915143033955,0.0,83.21849264705882,3,3,-1,3
154193,8,29,4,0,0,0,0,0,0,0,0,0,1,2,6,4,0,7,0,6,2,338.3152206915224,3.801294614511488,18.48170187928267,0.0,54.78795568039949,4,6,0,3
260766,8,15,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,6,2,176.29944130598625,3.91776536235525,22.115838200941702,0.0,141.2278148148148,2,1,-1,3
71781,7,26,7,0,0,0,0,0,0,0,0,0,5,0,5,2,2,3,0,5,4,263.5777424366347,5.608037073119887,16.29780391313193,0.0,235.95432624113477,1,2,0,4
259162,2,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1.9751315789261403,0.0278187546327625,0.0372666335646442,0.0,53.74224569640062,6,1,7,6
100412,7,25,4,0,0,0,0,0,0,0,0,0,3,3,3,2,0,4,0,7,3,113.54541123133367,1.4940185688333378,11.096778524981833,0.0,67.67862573099416,4,1,-1,3
210835,9,27,3,0,0,0,0,0,0,0,0,0,1,4,8,1,2,4,0,1,4,347.548834597864,5.18729603877409,22.528025156766383,0.0,144.09809701492534,1,2,-1,3
53779,5,17,4,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,4,3,224.3885059484435,3.803195016075315,17.874426167347316,0.0,85.8934274952919,6,2,0,4
39028,9,42,4,0,0,0,0,0,0,0,0,0,3,1,6,8,4,5,0,6,8,914.3327838171668,4.353965637224604,17.941779124849553,0.0,27.689924603174603,5,4,-1,0
34305,7,34,5,0,0,0,0,0,0,0,0,0,3,0,7,5,5,0,0,7,6,619.7298713624168,5.791867956658102,22.124849717410815,0.0,87.14014797507788,5,6,0,4
215286,5,15,3,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,4,3,165.7534686254046,2.9079555899193776,10.97233704841318,0.0,55.72312865497076,6,1,0,4
263258,8,25,3,0,0,0,0,0,0,0,0,0,1,0,7,3,4,1,0,4,2,378.43417418007306,6.307236236334551,21.335865761163465,0.0,193.3298472222222,1,2,0,4
17745,9,41,6,0,0,0,0,0,0,0,0,0,6,7,6,1,1,5,0,7,7,1781.3994616200805,5.765046801359483,17.465403276469004,0.0,26.155638259618843,0,3,-1,0
188359,5,15,3,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,5,2,78.05606744279325,1.3457942662550566,6.937147803166432,0.0,164.72951149425288,6,1,-1,4
173022,8,27,3,0,0,0,0,0,0,0,0,0,2,4,6,4,0,1,0,4,5,260.36074060805083,4.339345676800847,21.16387476598084,0.0927583555948704,77.62730555555555,1,3,-1,6
46639,7,31,5,0,0,0,0,0,0,0,0,0,5,0,7,2,3,5,0,5,4,530.233472744482,3.2933756071085853,19.98765078445922,0.0,59.12624396135266,5,6,0,4
131069,8,24,3,0,0,0,0,0,0,0,0,0,1,2,7,1,1,0,0,3,5,343.7638921885136,3.40360289295558,21.04959445095928,0.0,110.26807205720571,1,1,-1,3
197408,5,11,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,4,3,119.53685167405436,2.213645401371376,13.57621158164254,0.0,90.62631172839504,6,1,0,4
246052,7,20,3,0,0,0,0,0,0,0,0,0,2,2,4,1,0,6,0,4,0,254.6795966891461,5.7881726520260495,11.471618229966309,0.0,203.78497474747476,2,1,-1,3
59856,6,14,2,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0,5,1,134.02165576193966,3.4364527118446064,10.126221285416367,0.0,283.5198433048433,6,1,0,4
198649,6,20,3,0,0,0,0,0,0,0,0,0,2,0,5,0,0,4,1,3,5,333.604380490223,5.751799663624535,19.345878327893654,0.0,43.34332854406131,4,1,0,4
69724,7,22,5,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,3,3,5,51.53750482584828,1.2270834482344837,9.840355956392372,0.0,3.421170634920635,4,0,-1,0
37295,9,33,4,0,0,0,0,0,0,0,0,0,3,2,6,1,1,8,0,5,6,1003.6253138056566,5.484291332271349,18.44691542073575,0.0,68.38519429265331,5,6,-1,0
90005,8,36,8,0,0,0,0,0,0,0,0,0,6,2,6,3,3,4,0,5,7,239.51173066552303,3.373404657260888,16.9130512162519,0.0,71.15230829420972,3,6,-1,3
227594,7,19,3,0,0,0,0,0,0,0,0,0,0,0,7,1,3,2,0,4,1,199.1030865470692,3.493036606088933,14.064709722474774,0.0,128.5576023391813,1,2,1,4
91021,6,20,4,0,0,0,0,0,0,0,0,0,3,0,3,1,0,4,0,5,4,200.1169943642406,4.169104049255011,17.181520922749975,0.0,202.27384259259264,2,0,0,4
46019,9,44,7,0,0,0,0,0,0,0,0,0,4,7,9,7,1,3,0,4,6,465.2462397028645,3.1866180801566046,22.936685900866227,0.0,49.04894786910198,3,3,-1,3
171248,9,32,4,0,0,0,0,0,0,0,0,0,4,1,8,1,4,4,0,4,3,197.05944449661405,3.5828989908475286,13.842327633781304,0.0277579643221637,133.9951717171717,1,2,-1,6
23679,9,40,6,0,0,0,0,0,0,0,0,0,5,4,9,4,2,2,0,7,4,668.0006076400032,3.752812402471929,17.738283935777915,0.0,69.42738764044944,3,3,-1,3
14187,7,19,3,0,0,0,0,0,0,0,0,0,2,1,6,0,2,1,0,4,3,252.59998985889277,4.952940977625346,18.870375548118208,0.0,222.24972222222223,2,2,0,6
209386,5,12,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,4,1,177.16361088163748,4.542656689272755,15.076070043143398,0.0,180.28564102564096,6,1,0,4
18473,7,28,5,0,0,0,0,0,0,0,0,0,4,0,6,1,0,1,0,6,5,227.62413405828025,2.1886935967142347,21.10043294011454,0.0,67.8092922008547,4,0,0,4
98104,7,22,4,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,4,7,360.4795533222466,2.7944151420329173,19.453076527456474,0.0,40.99639534883721,4,0,-1,3
183893,9,25,3,0,0,0,0,0,0,0,0,0,1,1,8,2,2,1,0,5,3,295.17004648382164,5.366728117887665,21.947448576972487,0.0,70.20757070707072,1,2,0,6
65359,8,23,5,0,0,0,0,0,0,0,0,0,4,1,5,1,1,3,0,3,5,130.6165291730999,2.968557481206816,11.062729919447396,0.0,206.30805555555557,4,0,0,6
35789,10,51,7,0,0,0,0,0,0,0,0,0,5,2,10,6,4,5,2,8,7,387.6248170103469,2.1655017710075244,15.410643592128872,0.0,56.16874456859093,0,4,-1,0
106370,9,34,5,0,0,0,0,0,0,0,0,0,6,3,6,1,7,2,0,5,3,780.5265281398508,5.824824836864559,18.85969591005309,0.0,88.14437189054726,5,6,-1,3
147131,7,26,6,0,0,0,0,0,0,0,0,0,3,0,5,4,0,3,0,3,4,296.0876645846501,6.168493012180208,25.28892128843084,0.063090863888354,192.6880960648148,2,2,-1,6
70438,10,43,6,0,0,0,0,0,0,0,0,0,3,2,7,4,2,8,3,7,6,374.85814307145375,3.40780130064958,20.048970548259188,0.0,110.02347727272726,0,4,-1,0
32621,7,39,5,0,0,0,0,0,0,0,0,0,4,0,6,5,0,6,0,7,7,632.5078048892665,4.161235558482017,19.628789084399333,0.0,29.38989766081872,5,6,0,4
111241,9,26,4,0,0,0,0,0,0,0,0,0,3,1,5,1,1,6,0,3,5,470.1314331412788,8.547844238932342,21.84925575666241,0.0673651146696065,176.32108080808084,2,6,-1,6
16550,8,33,4,0,0,0,0,0,0,0,0,0,4,0,6,2,6,1,0,7,6,563.0168308692137,2.458588781088267,19.72985189194964,0.0,35.498636584182435,5,6,0,4
98151,9,40,5,0,0,0,0,0,0,0,0,0,4,4,7,1,8,5,0,6,1,339.5114035410035,2.760255313341492,11.949867033592492,0.0,94.89303523035233,3,4,-1,3
219404,8,25,6,0,0,0,0,0,0,0,0,0,4,0,4,3,4,1,0,6,2,189.70048309584973,3.011118779299202,13.910248901400312,0.0,186.824942680776,1,2,-1,4
156674,6,17,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,5,5,203.87957528753964,4.97267256798877,17.964703142569437,0.0605941274566563,232.03908536585368,2,1,0,6
213980,9,33,5,0,0,0,0,0,0,0,0,0,5,0,7,4,3,5,1,5,1,199.33649343111648,3.908558694727773,17.552961953028095,0.0371497514618352,122.59011982570809,5,6,-1,5
141950,8,20,2,0,0,0,0,0,0,0,0,0,2,0,7,3,1,2,0,2,1,277.90870779785126,6.462993204601191,15.06819967018757,0.0196580523885338,59.778779069767445,1,2,-1,6
23686,8,30,4,0,0,0,0,0,0,0,0,0,1,0,8,2,1,4,0,5,5,612.1613361896384,2.9290016085628654,21.16528181262813,0.0038981679280152,58.65655236576288,4,0,0,5
111541,5,10,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,1,23.02225945714873,0.6976442259742042,4.817965763734019,0.0,5.848383838383839,6,1,-1,4
33690,10,45,5,0,0,0,0,0,0,0,0,0,2,2,10,3,4,8,1,7,4,1039.435361361726,5.774640896454035,21.585297082597226,0.0,69.49312499999999,0,4,-1,0
174442,6,19,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,1,6,2,161.57242053939012,3.5904982342086686,12.831001553144668,0.0,129.21580246913578,4,1,0,4
