user_id,main_grid_cell,num_unique_grid_cells,fraction_in_main_grid_cell,grid_entropy
169957,cell_6_3,5,0.7419354838709677,1.315589455823173
237343,cell_5_3,10,0.27906976744186046,2.9403611968048633
76341,cell_7_6,9,0.33613445378151263,2.241601451499278
22080,cell_7_7,17,0.40273037542662116,3.011458844612802
41936,cell_7_6,15,0.5046728971962616,2.5716575558958628
117018,cell_7_6,12,0.6301369863013698,2.051154010990561
57358,cell_7_5,8,0.6871165644171779,1.5215036239849584
20633,cell_7_8,15,0.47307692307692306,2.0437690417145737
34662,cell_7_6,12,0.6556291390728477,1.9857656977387437
255377,cell_6_3,13,0.273972602739726,3.11843037916785
76342,cell_6_5,12,0.2682926829268293,3.194553509786353
122331,cell_6_7,13,0.2956521739130435,3.114422418441126
141764,cell_8_7,16,0.19047619047619047,3.483525382916095
21292,cell_7_7,14,0.4,2.6693667533413454
3955,cell_5_4,9,0.44410876132930516,2.3690107482725233
23632,cell_6_7,18,0.3024054982817869,2.9280127417131476
167825,cell_6_5,7,0.6538461538461539,1.7123607073895877
12443,cell_6_3,18,0.4095238095238095,2.6079859053434156
169979,cell_6_5,6,0.4107142857142857,1.931020217302068
22634,cell_6_3,11,0.5462184873949579,2.131224507181646
190717,cell_6_8,12,0.3645833333333333,2.6000063384465015
150355,cell_5_5,10,0.33695652173913043,2.780298190247138
106250,cell_7_8,10,0.5688073394495413,1.9214226614323082
10665,cell_7_8,8,0.8181818181818182,1.1159028605547834
248000,cell_7_8,12,0.5454545454545454,2.3509276874444165
67694,cell_5_6,14,0.4351851851851852,2.8489391056103184
13904,cell_6_5,20,0.2631578947368421,3.2093479284938367
5221,cell_7_8,12,0.6094674556213018,1.8309359616126295
31536,cell_7_8,11,0.6837606837606838,1.788332865528816
12830,cell_7_5,7,0.3070652173913043,2.046034043565122
255389,cell_6_6,9,0.4727272727272727,2.242268903171648
123717,cell_7_8,9,0.24786324786324787,2.740203031695659
3671,cell_8_6,10,0.6888888888888889,1.6791332706145088
12304,cell_5_5,16,0.38338658146964855,3.038593235642628
105124,cell_5_4,13,0.5045045045045045,2.2643495288591815
19370,cell_8_8,8,0.8584070796460177,0.9754337571174727
195938,cell_6_5,17,0.2823529411764706,3.2733385034547196
48792,cell_7_8,8,0.8666666666666667,0.907181044229874
39404,cell_6_8,9,0.4876543209876543,2.0750735488201633
16222,cell_5_6,11,0.4418604651162791,2.1114526228603894
10351,cell_6_3,13,0.38461538461538464,2.573554604161402
126525,cell_8_7,7,0.5647058823529412,1.8610671120483335
79241,cell_7_6,15,0.5182481751824818,2.54010679905543
44634,cell_5_3,17,0.2978723404255319,3.2429613547449403
2820,cell_6_0,13,0.75,1.5611114826851724
183486,cell_5_5,8,0.5102040816326531,2.018748189417202
234093,cell_6_7,8,0.6041666666666666,1.9258721598698423
155914,cell_6_4,9,0.28735632183908044,2.5706869100582086
31086,cell_8_8,16,0.3781094527363184,2.850056891408996
67708,cell_6_4,14,0.272,2.8959773012693164
259232,cell_5_4,10,0.44680851063829785,2.4259228690068353
176562,cell_6_4,11,0.4819277108433735,2.4679814911043327
4047,cell_6_5,13,0.3522267206477733,2.3120910426786483
9446,cell_5_5,17,0.5454545454545454,2.2818309930408343
212275,cell_7_8,7,0.4880952380952381,2.0214026119091137
46405,cell_6_4,14,0.5909090909090909,2.2635080512412373
138564,cell_6_5,13,0.47619047619047616,2.759967838998018
412,cell_6_8,14,0.8341708542713567,1.1446646199625747
33177,cell_4_4,7,0.7415730337078652,1.3144938415839542
86536,cell_8_8,15,0.29931972789115646,3.1029193673313302
206604,cell_5_5,6,0.36585365853658536,2.124273996030054
5354,cell_7_5,17,0.2848297213622291,3.1089378501240543
41323,cell_5_5,9,0.37037037037037035,2.223606042765573
135418,cell_5_5,9,0.4666666666666667,2.3688310365744023
437,cell_6_4,16,0.3548387096774194,2.437172963380755
28416,cell_7_6,10,0.5588235294117647,1.4614266946594534
59342,cell_5_5,13,0.3048780487804878,2.7356137903293383
4029,cell_5_5,8,0.6954436450839329,1.4815483035971102
110957,cell_8_7,9,0.4722222222222222,2.3210562103915695
30666,cell_5_5,12,0.4368932038834951,2.3731342792890726
190754,cell_7_5,7,0.5128205128205128,1.9037540647813935
467,cell_7_9,19,0.40877598152424943,2.940834059029467
77081,cell_5_5,11,0.4840764331210191,2.2749756840430657
119660,cell_5_5,14,0.26126126126126126,2.9177292420462964
115804,cell_6_3,7,0.36619718309859156,2.1122386975527534
46019,cell_5_5,13,0.4013605442176871,2.3350673467621297
10887,cell_6_3,10,0.48148148148148145,2.411366592917066
143,cell_5_4,20,0.4103308183401045,2.7100505649441184
259256,cell_6_5,10,0.4852941176470588,1.9386897323889118
172137,cell_6_3,11,0.24390243902439024,3.046696678174082
172138,cell_6_5,7,0.3488372093023256,2.172629223471069
50817,cell_7_6,7,0.5454545454545454,1.6757104581599107
84027,cell_7_8,15,0.40594059405940597,2.7450974268906103
154135,cell_6_5,6,0.6285714285714286,1.708807983317371
19031,cell_6_6,13,0.42016806722689076,2.3721658503897807
112117,cell_6_5,11,0.38961038961038963,2.292824821432097
5287,cell_5_5,12,0.51,1.6524053438592659
115810,cell_5_5,10,0.6470588235294118,1.8856280438331625
118349,cell_5_5,12,0.2,3.2812488498101575
40055,cell_5_5,11,0.41810344827586204,2.5091192009255545
218177,cell_7_6,10,0.2835820895522388,2.84305676997051
90135,cell_5_5,9,0.38235294117647056,2.501358338651377
85698,cell_6_5,11,0.371900826446281,2.4400493595127517
78498,cell_5_5,11,0.5165562913907285,2.1897104242640477
4215,cell_7_6,8,0.545,1.7260316719487598
218184,cell_6_6,8,0.6428571428571429,1.758682664916265
7179,cell_6_3,13,0.21739130434782608,3.0067562788115842
27760,cell_7_8,12,0.53515625,1.92741373496571
78501,cell_5_5,14,0.3181818181818182,2.901145058701913
60853,cell_5_5,11,0.4523809523809524,2.089905816307892
59347,cell_5_5,13,0.484472049689441,2.4628387613044254
244491,cell_7_8,10,0.3088235294117647,2.7900426489670833
178865,cell_5_5,14,0.3333333333333333,2.8804501418359885
377,cell_7_8,16,0.8064992614475628,1.2959951308836513
127996,cell_7_8,12,0.43373493975903615,2.49274703482639
2391,cell_5_6,11,0.6375321336760925,1.6734688158565265
248072,cell_6_7,9,0.36507936507936506,2.7296088939078667
73,cell_6_6,21,0.5936960276338514,2.0625219953842726
37636,cell_7_9,18,0.2534246575342466,3.3539359723171716
140146,cell_7_9,10,0.6326530612244898,1.8981912597279846
240909,cell_5_5,6,0.4675324675324675,1.9131904833867508
174351,cell_6_5,9,0.38095238095238093,2.401472390870162
117078,cell_5_5,9,0.2708333333333333,2.6029096921204706
63554,cell_5_5,15,0.35502958579881655,2.6963256093733343
204008,cell_7_9,5,0.7912087912087912,1.0095494045978097
234135,cell_8_8,14,0.3125,2.9485874089345567
181170,cell_7_8,13,0.32786885245901637,3.1096340197023653
227594,cell_5_5,9,0.3620689655172414,2.3680373505917216
240920,cell_6_5,9,0.3888888888888889,2.5079168369482217
96714,cell_5_5,7,0.34375,2.2300003762671823
91002,cell_5_5,9,0.425,2.1333099770817197
201311,cell_7_8,14,0.2857142857142857,3.31818661566661
15783,cell_5_5,19,0.3487544483985765,3.256945953271623
117085,cell_5_5,14,0.38461538461538464,2.9950048481053835
82417,cell_5_5,12,0.6229508196721312,1.8040136027272502
215286,cell_6_3,7,0.4482758620689655,1.94560889302761
129438,cell_5_5,19,0.19480519480519481,3.771638457489712
123770,cell_5_5,11,0.4117647058823529,2.706577971638009
100781,cell_6_5,11,0.5632183908045977,2.157054838729287
117088,cell_4_4,10,0.39669421487603307,2.2708297254670327
251727,cell_7_6,9,0.38461538461538464,2.5451965408976798
42910,cell_6_6,13,0.33663366336633666,3.038419811134298
161739,cell_5_4,11,0.14285714285714285,3.3614457889184743
198613,cell_5_5,13,0.25,3.2845952105307994
119692,cell_5_5,13,0.2916666666666667,2.890633326344449
48739,cell_6_4,16,0.3708609271523179,2.9295681499976514
193360,cell_8_7,6,0.88,0.7930200320982623
118368,cell_6_7,16,0.19298245614035087,3.4603118896023726
3797,cell_5_5,5,0.47808764940239046,1.5833643231694008
193361,cell_5_5,6,0.4,1.889246428509158
26471,cell_6_6,17,0.24736842105263157,2.973473841097823
53467,cell_5_5,7,0.5591397849462365,1.9298932594858347
234158,cell_8_6,5,0.4583333333333333,1.8454328244503433
2400,cell_5_5,18,0.3594864479315264,2.7802469271691477
101860,cell_5_5,7,0.47,1.7282472843639554
110989,cell_6_3,11,0.4636363636363636,2.484219708381832
70870,cell_5_5,12,0.6060606060606061,2.0867743549849624
75687,cell_5_5,15,0.362962962962963,2.949072987593504
14144,cell_5_5,16,0.26256983240223464,2.918016294213962
68967,cell_7_8,14,0.4158415841584158,2.8487534359048325
98734,cell_5_4,12,0.14492753623188406,3.329429627248355
63022,cell_5_4,9,0.3192771084337349,2.558210890535034
11063,cell_5_5,12,0.6277056277056277,1.9084508923296057
161755,cell_6_3,6,0.6296296296296297,1.675689251953876
150430,cell_5_5,6,0.49019607843137253,2.006601644278049
138603,cell_5_5,11,0.3063063063063063,2.6313959061879655
41964,cell_5_5,12,0.42424242424242425,2.313739446146933
16510,cell_6_6,13,0.5108225108225108,2.094423083297749
170058,cell_6_3,10,0.525,2.156775112691952
255497,cell_5_5,6,0.6415094339622641,1.6903112732204555
4978,cell_7_6,10,0.45993031358885017,2.49322286710872
97704,cell_5_5,10,0.28125,2.8374887663738155
196036,cell_5_5,9,0.5164835164835165,2.1426185077828785
48815,cell_6_6,16,0.37142857142857144,2.9145458107454534
2108,cell_5_4,14,0.5137614678899083,2.525588954777204
115846,cell_5_5,9,0.3333333333333333,2.6201873626497
77805,cell_5_5,17,0.4621212121212121,2.771546443177029
7973,cell_6_3,16,0.539568345323741,2.406914231719031
41001,cell_6_3,8,0.7758620689655172,1.3426658772482818
96736,cell_5_5,19,0.16883116883116883,3.845976102976309
185934,cell_5_5,14,0.32098765432098764,3.189687755079447
53042,cell_5_5,19,0.3333333333333333,3.3404198821077515
150435,cell_5_5,11,0.5064935064935064,2.4463997023450905
71476,cell_5_5,6,0.41,2.131909161146912
109825,cell_5_5,10,0.4462809917355372,2.3474726518528533
185935,cell_6_5,12,0.25287356321839083,2.8881081545077905
82433,cell_7_8,11,0.5244755244755245,2.259988672650512
224441,cell_7_8,7,0.5,2.1219068116978272
72795,cell_5_5,13,0.4460431654676259,2.247586222338356
95750,cell_5_5,13,0.6170212765957447,2.152572272027491
19030,cell_5_5,8,0.2909090909090909,2.5876398706615893
91049,cell_5_5,8,0.3979591836734694,2.1553836374206448
178914,cell_5_5,12,0.4186046511627907,2.851268069361963
145144,cell_5_5,10,0.776595744680851,1.3589875983667643
36819,cell_4_4,14,0.35135135135135137,2.7223803793417725
152322,cell_5_5,13,0.16393442622950818,3.3287826353458176
14847,cell_6_5,12,0.3586206896551724,2.567723733071152
132329,cell_6_6,12,0.24731182795698925,2.966807560228842
53476,cell_8_8,8,0.6818181818181818,1.3930844698080618
15439,cell_5_5,13,0.4375,2.7120842392990947
19626,cell_5_5,15,0.5342465753424658,2.2962079575083525
138623,cell_6_6,11,0.39285714285714285,2.656892316316154
73526,cell_5_5,13,0.32608695652173914,2.776499332786064
77808,cell_6_8,7,0.7083333333333334,1.5527030316948796
27989,cell_7_8,12,0.5396825396825397,2.3870082546030704
99693,cell_6_4,13,0.3707865168539326,2.9183854374130656
84059,cell_5_5,8,0.5081967213114754,2.226464779700642
125208,cell_6_7,11,0.3944954128440367,2.53283749618365
92882,cell_7_8,9,0.6260162601626016,1.8346662285392485
157878,cell_7_8,12,0.43564356435643564,2.598778837215129
84885,cell_5_5,12,0.5866666666666667,2.1389669962446702
20509,cell_5_5,12,0.29411764705882354,2.9869036680417107
44304,cell_6_3,14,0.46875,2.5086926658910684
99784,cell_6_3,10,0.37254901960784315,2.39321067984583
201357,cell_6_5,10,0.3235294117647059,2.4822452413158063
237516,cell_5_5,9,0.4117647058823529,2.414415822480588
130907,cell_6_3,10,0.5483870967741935,2.1492658043467427
14388,cell_7_8,15,0.6485623003194888,2.100573352159139
263249,cell_8_8,12,0.225,3.1572485592885937
68331,cell_5_5,11,0.3333333333333333,2.4473564466885853
115870,cell_5_5,11,0.40476190476190477,2.4335368889127262
121067,cell_4_4,14,0.2777777777777778,3.139240195896566
83280,cell_7_8,13,0.6028368794326241,2.2658489520608267
87480,cell_5_5,11,0.2641509433962264,2.8744274677574704
102900,cell_5_5,11,0.25806451612903225,2.9671775334847847
24939,cell_5_5,14,0.625,2.0929181015718332
198649,cell_7_8,8,0.5084745762711864,1.9795919361089651
92890,cell_5_5,10,0.4954128440366973,2.3805021997267777
85692,cell_7_6,13,0.23333333333333334,3.062223441504039
84064,cell_8_8,15,0.5882352941176471,2.122902175327145
100822,cell_5_5,8,0.4375,2.2010235213734473
1402,cell_5_5,10,0.9517543859649122,0.4178849904057404
263258,cell_5_5,14,0.36065573770491804,3.1398117458016053
101905,cell_7_8,14,0.5523809523809524,2.387652920233932
50042,cell_6_6,12,0.24870466321243523,2.74116645152107
114600,cell_7_6,14,0.3116883116883117,2.969001924730765
24615,cell_8_7,11,0.5138121546961326,1.9264781134174962
17745,cell_5_5,9,0.5161290322580645,1.6204980054931113
4667,cell_5_4,16,0.2625570776255708,2.93064558550462
56325,cell_6_5,13,0.3567251461988304,2.4757178010960437
95766,cell_5_5,13,0.44696969696969696,2.563519129917601
50828,cell_5_5,11,0.5277777777777778,2.1144680647986362
11915,cell_6_8,17,0.4402332361516035,2.338780712427229
15098,cell_6_6,17,0.49099099099099097,2.5879686911709543
45019,cell_6_5,12,0.42408376963350786,2.6276503606428077
159845,cell_6_3,13,0.25,3.217310229225839
13322,cell_5_5,13,0.3292307692307692,2.281976376968302
16135,cell_5_5,11,0.23754789272030652,2.9640125652004192
201374,cell_8_6,9,0.4642857142857143,2.5084128205460114
21033,cell_8_7,16,0.6650943396226415,1.9291231376357072
33690,cell_7_8,14,0.3314917127071823,3.0319131345510466
237442,cell_6_5,5,0.7045454545454546,1.2751268314787985
121082,cell_5_5,16,0.20588235294117646,3.4012544024492253
26826,cell_5_5,14,0.31386861313868614,2.98730610546414
9975,cell_5_5,14,0.22033898305084745,3.2527385347551316
248188,cell_7_8,10,0.6739130434782609,1.8911736815717939
123725,cell_6_2,9,0.7058823529411765,1.7111690906776564
221362,cell_5_4,12,0.2631578947368421,3.1585423719121626
60881,cell_5_5,15,0.36923076923076925,2.518796619526228
65914,cell_5_5,11,0.3409090909090909,2.791310108328229
104049,cell_5_5,14,0.20175438596491227,3.135463491100884
64150,cell_6_5,14,0.28888888888888886,2.977417961502054
163839,cell_7_9,14,0.2153846153846154,3.3399902164212647
7050,cell_6_5,17,0.5945017182130584,2.246678064656603
56334,cell_6_8,14,0.2803030303030303,3.040282032287941
141897,cell_5_5,11,0.3333333333333333,2.8372808427132346
51280,cell_5_5,10,0.3684210526315789,2.771252289260427
24468,cell_6_8,17,0.5665024630541872,2.3840825688789486
19503,cell_7_8,14,0.4230769230769231,2.617293206006042
114613,cell_7_8,9,0.35714285714285715,2.384728952674027
126532,cell_6_5,5,0.6538461538461539,1.535374774353624
156033,cell_7_8,12,0.36904761904761907,2.407899516426292
51697,cell_5_5,13,0.2689655172413793,2.807095332454863
67113,cell_7_8,12,0.3402061855670103,2.7844333932608887
4095,cell_6_5,11,0.23076923076923078,3.093730583109656
11431,cell_5_5,12,0.37398373983739835,2.3166770846925746
227689,cell_6_6,9,0.3670886075949367,2.392863357476867
36271,cell_5_5,13,0.3941908713692946,2.459018767094349
19261,cell_8_7,11,0.5923566878980892,2.1076114837440962
95782,cell_5_5,11,0.37333333333333335,2.771578894340234
83156,cell_6_5,14,0.3763440860215054,2.8678794804799375
148677,cell_7_8,10,0.7789473684210526,1.3764466395154793
37970,cell_4_4,7,0.4482758620689655,1.9813388519723774
2768,cell_7_8,16,0.484375,2.7408699957199345
209590,cell_7_8,10,0.37662337662337664,2.817127147444966
104055,cell_5_5,15,0.49038461538461536,2.648422879440201
77124,cell_7_8,12,0.3192771084337349,2.775021236244673
150491,cell_4_4,8,0.42105263157894735,2.226877232437304
19044,cell_6_5,12,0.5,2.306248137968561
172258,cell_6_3,10,0.2413793103448276,2.860614665086402
29651,cell_7_6,15,0.4019138755980861,2.750019685853928
145185,cell_5_5,15,0.2857142857142857,2.9385400412082454
45032,cell_6_7,14,0.28378378378378377,2.9961918121787905
108728,cell_5_5,12,0.5047619047619047,2.3723271873600265
125255,cell_5_4,13,0.35051546391752575,2.610794859426232
132372,cell_5_5,16,0.2698412698412698,3.3172844294749355
16,cell_6_1,24,0.25650916104146576,3.2857746234228222
237604,cell_7_5,8,0.75,1.4417919266776829
255602,cell_5_5,8,0.325,2.56331441255332
263321,cell_5_6,7,0.46511627906976744,2.2386426063105183
55363,cell_5_5,12,0.6410256410256411,1.9987753619004653
251854,cell_6_5,2,0.9736842105263158,0.17556502585750278
212439,cell_6_5,6,0.44776119402985076,1.8038834424112933
42943,cell_5_5,16,0.37305699481865284,2.9197387205550394
145197,cell_6_7,10,0.46835443037974683,2.290549379358107
89325,cell_7_5,10,0.5391304347826087,2.0438286837332504
38520,cell_6_5,15,0.4152046783625731,2.1442321803905546
221402,cell_5_5,13,0.26582278481012656,2.965258265224529
99819,cell_5_5,11,0.36363636363636365,2.4739749820773476
12517,cell_8_8,20,0.32057416267942584,3.0200376226409174
234251,cell_5_5,9,0.6206896551724138,1.902782502591925
3785,cell_6_3,14,0.806378132118451,1.2289695463539914
106370,cell_5_5,13,0.3925925925925926,2.734459668402707
212239,cell_5_4,9,0.3125,2.899397470347699
174465,cell_7_8,13,0.2361111111111111,3.14850860214277
78564,cell_7_8,12,0.34615384615384615,2.851186965325948
186027,cell_5_5,16,0.25,3.412431478808678
84093,cell_5_5,14,0.4539877300613497,2.6041444815400663
91098,cell_6_3,9,0.44274809160305345,2.2550203939147484
165956,cell_6_4,10,0.265625,2.631209669950068
56351,cell_5_5,12,0.5555555555555556,2.313315197622253
112206,cell_5_5,16,0.29069767441860467,3.376561612270778
23222,cell_5_5,17,0.24110671936758893,3.31684091224331
121116,cell_5_5,10,0.4956521739130435,2.1887767292668276
2126,cell_5_5,16,0.5866666666666667,2.188129379409835
128076,cell_8_8,16,0.25892857142857145,3.437545016303236
10194,cell_5_5,16,0.45414847161572053,2.8397620907168166
32251,cell_7_8,12,0.5928571428571429,2.172909599352866
138678,cell_5_5,14,0.16666666666666666,3.3413642982248777
96788,cell_5_5,10,0.45,2.321009543810399
53035,cell_5_5,15,0.25984251968503935,3.0780112202114718
51288,cell_5_5,13,0.31125827814569534,2.3987712323207635
75741,cell_7_8,8,0.59375,1.699347823211034
64208,cell_5_5,12,0.3229166666666667,2.8024229599482373
10071,cell_5_5,15,0.4371069182389937,2.65349904106412
30892,cell_5_5,11,0.6929133858267716,1.5627630300174307
44677,cell_5_5,8,0.8529411764705882,0.9374109611824977
37305,cell_5_6,9,0.5324675324675324,2.1711745863300145
156078,cell_5_5,9,0.625,1.994834722658254
26489,cell_5_5,11,0.6818181818181818,1.8203808801275656
104079,cell_5_5,11,0.2413793103448276,3.0571137426514072
56896,cell_5_5,15,0.17647058823529413,3.3287899191994756
54926,cell_5_5,16,0.1885245901639344,3.438089258288352
141931,cell_5_5,12,0.4935064935064935,2.539448171391912
28443,cell_5_5,17,0.28019323671497587,2.9007162979992134
150427,cell_5_5,11,0.39759036144578314,2.6749679233012627
248,cell_6_6,21,0.31695331695331697,3.286230344833939
20504,cell_5_5,15,0.41735537190082644,2.5054362441329685
53505,cell_5_5,12,0.49324324324324326,2.39627060868616
255636,cell_6_6,11,0.20512820512820512,3.0734877956189046
54415,cell_7_5,7,0.359375,2.0034421243561717
1410,cell_8_8,12,0.8113821138211382,1.1669622060252776
161879,cell_7_8,9,0.46,2.1079199399452295
4860,cell_5_5,15,0.6403785488958991,1.8346643618688798
54464,cell_6_5,9,0.4578313253012048,1.8857506168013078
24144,cell_5_5,18,0.44921875,2.8839489525147783
74283,cell_6_7,16,0.22151898734177214,3.35810681540912
170161,cell_7_6,15,0.38461538461538464,2.914337768074468
145229,cell_5_5,8,0.4491525423728814,1.9519953635874643
150528,cell_5_5,9,0.4673913043478261,2.1043824696125153
60896,cell_5_5,12,0.22727272727272727,3.1497576889681986
188471,cell_5_5,7,0.42168674698795183,2.1722151689694433
59403,cell_5_5,15,0.3795180722891566,2.806758252285705
70277,cell_5_5,14,0.4550898203592814,2.5881584877106167
63073,cell_7_8,9,0.6602564102564102,1.4449861717982124
170166,cell_6_5,17,0.22580645161290322,3.5587450817974093
218355,cell_5_5,11,0.4358974358974359,2.7057539168104654
88356,cell_5_6,10,0.44594594594594594,2.3185213560214573
186055,cell_7_8,11,0.2926829268292683,2.764855430830377
4400,cell_5_5,16,0.4148936170212766,2.646883575534466
215458,cell_6_5,9,0.5,2.098478593163709
80836,cell_7_8,13,0.5074626865671642,2.2152325207761647
100835,cell_5_5,11,0.36036036036036034,2.53700215248139
212484,cell_6_5,12,0.24615384615384617,2.776708014401869
150541,cell_5_5,14,0.3048780487804878,2.943743308328883
141950,cell_8_8,7,0.3409090909090909,2.378998529917405
2746,cell_6_5,23,0.1984732824427481,3.7115409140235642
8173,cell_6_5,8,0.6023738872403561,1.7959012236488423
125224,cell_5_5,12,0.546875,2.396182483252538
234307,cell_5_6,11,0.34328358208955223,2.6842307058214
55371,cell_5_5,16,0.2907801418439716,3.2233794456502483
237691,cell_5_5,11,0.5142857142857142,2.3734074802107594
58434,cell_6_3,16,0.44554455445544555,2.5858208407759458
157991,cell_5_6,16,0.47706422018348627,2.710859278242707
174313,cell_5_5,7,0.7169811320754716,1.5432832189508119
154286,cell_6_3,8,0.7411764705882353,1.462511146239015
78426,cell_5_5,13,0.41284403669724773,2.637988704614413
10672,cell_6_5,10,0.2898550724637681,2.8366760040599486
231043,cell_5_5,17,0.2222222222222222,3.5104280795507776
251944,cell_5_5,10,0.21311475409836064,2.971751098735315
146995,cell_7_6,14,0.31313131313131315,3.1151977694504818
241154,cell_6_3,11,0.1836734693877551,3.0059435184187064
141969,cell_6_6,9,0.2878787878787879,2.715209202512288
174532,cell_5_5,15,0.20512820512820512,3.331931433097576
27201,cell_5_5,14,0.34810126582278483,2.9289796589295873
174534,cell_6_7,8,0.30612244897959184,2.460452580598287
113460,cell_5_5,11,0.4015151515151515,2.395062025095906
263427,cell_5_5,12,0.24,3.1602400004270432
31561,cell_6_7,18,0.28695652173913044,3.3834444830066053
93919,cell_5_5,19,0.18699186991869918,3.774068268184757
13554,cell_7_6,16,0.42857142857142855,2.5053459885019445
76462,cell_6_4,9,0.7183908045977011,1.472135871484103
45041,cell_7_7,7,0.7037037037037037,1.3627810506980795
98846,cell_5_5,15,0.4846153846153846,2.7395858599067564
22906,cell_7_9,19,0.3939393939393939,3.0927290786069537
241179,cell_5_5,11,0.5531914893617021,2.291340082945753
224644,cell_5_5,11,0.46835443037974683,2.436227749538601
94860,cell_5_5,14,0.496551724137931,2.576397542537248
67789,cell_5_5,11,0.6966292134831461,1.6637068003611866
51236,cell_5_5,16,0.3105590062111801,3.143169792249438
109775,cell_5_5,7,0.4444444444444444,1.8767349251926422
41640,cell_5_5,17,0.5119047619047619,2.6174419214784446
34376,cell_5_5,13,0.4482758620689655,2.604314475505975
234374,cell_5_5,8,0.5333333333333333,2.0323865237346106
147028,cell_5_5,12,0.3582089552238806,2.955972825607845
181371,cell_7_8,13,0.275,2.984533976366834
59831,cell_5_5,8,0.5294117647058824,2.172648923543373
4687,cell_6_7,21,0.3627450980392157,2.9592004649264543
8796,cell_5_5,20,0.3096774193548387,3.0619614381343756
176806,cell_6_7,14,0.29545454545454547,3.0901366359681317
29462,cell_5_5,15,0.31521739130434784,2.8450165911556518
44312,cell_5_5,7,0.42857142857142855,1.935811554751121
98887,cell_8_8,13,0.3770491803278688,2.667526138918051
63113,cell_6_5,12,0.4342857142857143,2.627037900952403
212610,cell_7_6,12,0.5555555555555556,2.391682135037131
106453,cell_6_5,10,0.2857142857142857,2.4133927103886696
248418,cell_5_4,7,0.6578947368421053,1.4103180430971667
