user_id,num_nodes,num_edges,num_self_loops,cat_Arts & Entertainment,cat_College & University,cat_Food,cat_Great Outdoors,cat_Nightlife Spot,cat_Professional & Other Places,cat_Residence,cat_Shop & Service,cat_Travel & Transport,degree_Arts & Entertainment,degree_College & University,degree_Food,degree_Great Outdoors,degree_Nightlife Spot,degree_Professional & Other Places,degree_Residence,degree_Shop & Service,degree_Travel & Transport,PCA_KMeans,PCA_Agglomerative,PCA_DBSCAN,PCA_GMM
209842,8,29,5,0,0,0,0,0,0,0,0,0,3,1,7,3,1,5,0,7,2,6,4,0,1
97027,6,23,3,0,0,0,0,0,0,0,0,0,1,0,4,5,0,3,0,5,5,6,2,0,3
47295,8,39,6,0,0,0,0,0,0,0,0,0,6,3,6,0,0,8,2,6,6,2,0,-1,0
93647,9,35,4,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,6,7,3,0,6,-1,0
264807,7,21,5,0,0,0,0,0,0,0,0,0,3,0,6,2,0,2,0,4,2,1,4,0,3
31728,4,13,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,3,2,0,3
4989,5,14,3,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,4,4,3,2,0,3
22906,8,32,5,0,0,0,0,0,0,0,0,0,5,0,8,2,4,2,0,5,5,5,3,0,1
58923,6,14,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,4,2,3,2,0,5
30378,9,38,5,0,0,0,0,0,0,0,0,0,4,1,7,5,1,4,0,6,8,4,1,0,2
219530,8,21,3,0,0,0,0,0,0,0,0,0,5,0,5,2,0,1,1,5,1,1,5,0,5
141066,7,29,4,0,0,0,0,0,0,0,0,0,3,0,5,3,4,2,0,6,6,5,3,0,1
28298,9,35,4,0,0,0,0,0,0,0,0,0,3,2,5,4,1,6,0,6,7,6,4,0,2
160601,8,26,3,0,0,0,0,0,0,0,0,0,4,0,6,4,3,2,0,5,1,1,4,0,1
50041,8,25,4,0,0,0,0,0,0,0,0,0,1,2,4,0,1,1,0,7,4,1,4,0,2
20856,7,19,4,0,0,0,0,0,0,0,0,0,1,0,5,3,0,1,0,4,4,1,2,0,3
19787,8,33,5,0,0,0,0,0,0,0,0,0,5,0,5,3,2,5,1,7,5,6,3,0,5
193664,8,27,4,0,0,0,0,0,0,0,0,0,0,1,5,1,1,4,0,5,5,6,4,0,2
174879,10,32,2,0,0,0,0,0,0,0,0,0,3,4,5,3,5,2,2,6,1,5,3,-1,4
149290,8,26,4,0,0,0,0,0,0,0,0,0,3,0,5,2,5,2,0,2,4,5,3,0,1
118944,8,34,5,0,0,0,0,0,0,0,0,0,4,6,8,1,0,4,1,5,5,2,0,0,5
179870,5,13,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,3,1,3,2,0,3
79653,9,54,8,0,0,0,0,0,0,0,0,0,7,6,8,5,8,4,0,6,7,4,1,-1,2
14355,8,40,6,0,0,0,0,0,0,0,0,0,6,0,7,6,2,6,0,5,7,4,1,0,1
174465,7,24,2,0,0,0,0,0,0,0,0,0,2,0,7,2,3,2,0,6,2,1,5,0,1
28120,9,35,4,0,0,0,0,0,0,0,0,0,3,6,7,3,2,1,0,9,3,2,0,0,2
108262,8,42,6,0,0,0,0,0,0,0,0,0,2,7,6,5,6,7,0,7,2,4,1,-1,2
150435,8,28,4,0,0,0,0,0,0,0,0,0,3,0,7,2,4,2,0,6,3,5,3,0,1
85872,7,25,5,0,0,0,0,0,0,0,0,0,2,0,3,5,0,1,0,6,5,6,4,0,3
225420,8,25,5,0,0,0,0,0,0,0,0,0,5,1,3,2,1,4,0,5,4,6,4,0,1
26489,6,22,4,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,5,3,1,4,0,1
244730,10,36,4,0,0,0,0,0,0,0,0,0,2,5,6,4,1,4,1,7,4,2,0,0,5
35300,9,39,4,0,0,0,0,0,0,0,0,0,5,6,7,4,2,5,1,8,1,2,0,0,5
202475,5,14,3,0,0,0,0,0,0,0,0,0,1,2,5,0,0,3,0,3,0,3,2,0,3
190754,6,20,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,5,4,3,4,0,3
33780,6,21,3,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,0,6,4,3,2,0,1
123259,6,21,3,0,0,0,0,0,0,0,0,0,3,0,6,1,0,3,0,6,2,1,4,0,3
51792,9,42,7,0,0,0,0,0,0,0,0,0,4,0,8,4,2,6,3,8,6,0,1,-1,4
41091,9,49,6,0,0,0,0,0,0,0,0,0,4,7,6,6,0,6,1,8,9,4,0,-1,5
57025,9,28,5,0,0,0,0,0,0,0,0,0,2,3,8,1,5,1,0,5,2,5,3,0,2
83156,8,35,6,0,0,0,0,0,0,0,0,0,2,6,7,4,3,4,0,6,3,2,0,0,2
79241,9,45,5,0,0,0,0,0,0,0,0,0,2,6,8,4,1,7,0,7,7,4,0,0,2
265005,7,23,4,0,0,0,0,0,0,0,0,0,3,1,6,0,3,0,0,5,3,1,5,0,1
108728,9,34,4,0,0,0,0,0,0,0,0,0,1,2,7,3,3,6,0,7,4,5,3,0,2
9234,8,43,5,0,0,0,0,0,0,0,0,0,6,4,6,5,0,7,0,7,7,4,0,0,3
13081,7,33,5,0,0,0,0,0,0,0,0,0,3,0,7,5,0,6,0,6,5,6,4,0,3
55445,8,21,3,0,0,0,0,0,0,0,0,0,1,1,4,2,0,1,2,6,4,1,4,0,6
136131,8,30,6,0,0,0,0,0,0,0,0,0,3,5,7,1,0,5,0,3,4,2,0,0,3
14948,9,42,6,0,0,0,0,0,0,0,0,0,5,5,7,4,1,2,0,9,6,4,1,0,2
33591,6,16,4,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,4,4,3,2,0,3
208037,7,23,6,0,0,0,0,0,0,0,0,0,3,0,7,2,2,3,0,3,0,1,5,0,1
147802,6,18,3,0,0,0,0,0,0,0,0,0,2,0,6,2,0,2,0,3,3,1,2,0,3
105413,8,37,6,0,0,0,0,0,0,0,0,0,4,1,8,4,6,3,0,6,5,5,1,0,1
133329,6,19,4,0,0,0,0,0,0,0,0,0,0,4,4,1,0,2,0,6,2,3,0,0,3
239425,8,23,4,0,0,0,0,0,0,0,0,0,2,1,3,4,0,4,0,7,1,6,4,0,3
77805,8,33,3,0,0,0,0,0,0,0,0,0,6,0,7,1,3,2,0,6,4,5,3,0,1
193721,8,33,4,0,0,0,0,0,0,0,0,0,5,3,6,4,2,4,0,6,3,2,4,0,2
35841,8,29,5,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,0,5,6,6,4,0,2
110989,9,38,4,0,0,0,0,0,0,0,0,0,6,6,7,3,1,5,0,6,2,2,0,0,2
228249,6,16,3,0,0,0,0,0,0,0,0,0,1,0,6,0,2,1,0,3,3,3,5,0,1
85698,8,35,4,0,0,0,0,0,0,0,0,0,5,1,8,2,0,5,0,7,4,6,4,0,3
2228,8,28,4,0,0,0,0,0,0,0,0,0,4,0,5,3,1,1,1,6,7,6,4,0,5
57570,8,36,5,0,0,0,0,0,0,0,0,0,5,0,6,3,5,2,0,8,4,5,3,0,1
5276,9,40,5,0,0,0,0,0,0,0,0,0,2,3,5,7,0,5,4,5,5,0,1,-1,0
250880,7,20,4,0,0,0,0,0,0,0,0,0,1,0,4,0,1,4,0,4,6,6,4,0,1
74228,8,35,5,0,0,0,0,0,0,0,0,0,3,6,6,2,1,5,0,7,5,2,0,0,2
176562,9,27,3,0,0,0,0,0,0,0,0,0,2,2,7,2,1,7,1,3,0,1,3,-1,5
91936,8,28,5,0,0,0,0,0,0,0,0,0,5,3,7,1,0,3,0,5,3,2,4,0,3
246546,7,15,3,0,0,0,0,0,0,0,0,0,5,2,2,0,3,1,0,0,1,3,5,-1,2
36409,6,14,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,5,3,3,2,0,3
114043,8,27,5,0,0,0,0,0,0,0,0,0,2,3,7,1,4,1,0,6,3,5,3,0,2
107741,7,27,4,0,0,0,0,0,0,0,0,0,6,0,6,1,2,3,0,6,0,1,4,0,1
104983,7,37,6,0,0,0,0,0,0,0,0,0,4,0,6,6,5,7,0,4,5,4,1,0,1
72908,9,37,5,0,0,0,0,0,0,0,0,0,5,0,9,4,3,3,2,5,5,5,1,0,4
96152,9,45,5,0,0,0,0,0,0,0,0,0,6,7,7,2,1,8,0,7,4,2,0,-1,2
154193,8,29,4,0,0,0,0,0,0,0,0,0,1,2,6,4,0,7,0,6,2,6,0,0,3
260766,8,15,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,6,2,3,5,0,2
71781,7,26,7,0,0,0,0,0,0,0,0,0,5,0,5,2,2,3,0,5,4,6,3,0,1
259162,2,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,2,0,3
100412,7,25,4,0,0,0,0,0,0,0,0,0,3,3,3,2,0,4,0,7,3,6,4,0,3
210835,9,27,3,0,0,0,0,0,0,0,0,0,1,4,8,1,2,4,0,1,4,2,0,0,2
53779,5,17,4,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,4,3,3,4,0,3
39028,9,42,4,0,0,0,0,0,0,0,0,0,3,1,6,8,4,5,0,6,8,4,4,-1,2
34305,7,34,5,0,0,0,0,0,0,0,0,0,3,0,7,5,5,0,0,7,6,5,3,0,1
215286,5,15,3,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,4,3,3,2,0,1
263258,8,25,3,0,0,0,0,0,0,0,0,0,1,0,7,3,4,1,0,4,2,1,3,0,1
17745,9,41,6,0,0,0,0,0,0,0,0,0,6,7,6,1,1,5,0,7,7,2,0,0,2
188359,5,15,3,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,5,2,3,2,0,1
173022,8,27,3,0,0,0,0,0,0,0,0,0,2,4,6,4,0,1,0,4,5,2,0,0,3
46639,7,31,5,0,0,0,0,0,0,0,0,0,5,0,7,2,3,5,0,5,4,5,3,0,1
131069,8,24,3,0,0,0,0,0,0,0,0,0,1,2,7,1,1,0,0,3,5,1,5,0,2
197408,5,11,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,4,3,3,2,0,3
246052,7,20,3,0,0,0,0,0,0,0,0,0,2,2,4,1,0,6,0,4,0,1,4,0,3
59856,6,14,2,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0,5,1,3,5,0,1
198649,6,20,3,0,0,0,0,0,0,0,0,0,2,0,5,0,0,4,1,3,5,3,4,0,5
69724,7,22,5,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,3,3,5,6,4,-1,0
37295,9,33,4,0,0,0,0,0,0,0,0,0,3,2,6,1,1,8,0,5,6,6,4,0,2
90005,8,36,8,0,0,0,0,0,0,0,0,0,6,2,6,3,3,4,0,5,7,4,1,-1,2
227594,7,19,3,0,0,0,0,0,0,0,0,0,0,0,7,1,3,2,0,4,1,1,5,0,1
91021,6,20,4,0,0,0,0,0,0,0,0,0,3,0,3,1,0,4,0,5,4,6,4,0,3
46019,9,44,7,0,0,0,0,0,0,0,0,0,4,7,9,7,1,3,0,4,6,4,0,-1,2
171248,9,32,4,0,0,0,0,0,0,0,0,0,4,1,8,1,4,4,0,4,3,5,3,0,1
23679,9,40,6,0,0,0,0,0,0,0,0,0,5,4,9,4,2,2,0,7,4,4,1,0,2
14187,7,19,3,0,0,0,0,0,0,0,0,0,2,1,6,0,2,1,0,4,3,1,5,0,1
209386,5,12,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,4,1,3,2,0,3
18473,7,28,5,0,0,0,0,0,0,0,0,0,4,0,6,1,0,1,0,6,5,6,4,0,3
98104,7,22,4,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,4,7,6,4,0,3
183893,9,25,3,0,0,0,0,0,0,0,0,0,1,1,8,2,2,1,0,5,3,1,5,0,1
65359,8,23,5,0,0,0,0,0,0,0,0,0,4,1,5,1,1,3,0,3,5,6,4,0,1
35789,10,51,7,0,0,0,0,0,0,0,0,0,5,2,10,6,4,5,2,8,7,4,1,-1,4
106370,9,34,5,0,0,0,0,0,0,0,0,0,6,3,6,1,7,2,0,5,3,5,3,0,2
147131,7,26,6,0,0,0,0,0,0,0,0,0,3,0,5,4,0,3,0,3,4,6,4,0,3
70438,10,43,6,0,0,0,0,0,0,0,0,0,3,2,7,4,2,8,3,7,6,0,1,-1,4
32621,7,39,5,0,0,0,0,0,0,0,0,0,4,0,6,5,0,6,0,7,7,6,4,0,3
111241,9,26,4,0,0,0,0,0,0,0,0,0,3,1,5,1,1,6,0,3,5,6,4,0,2
16550,8,33,4,0,0,0,0,0,0,0,0,0,4,0,6,2,6,1,0,7,6,5,3,0,1
98151,9,40,5,0,0,0,0,0,0,0,0,0,4,4,7,1,8,5,0,6,1,5,3,-1,2
219404,8,25,6,0,0,0,0,0,0,0,0,0,4,0,4,3,4,1,0,6,2,5,3,0,1
156674,6,17,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,5,5,3,4,0,3
213980,9,33,5,0,0,0,0,0,0,0,0,0,5,0,7,4,3,5,1,5,1,5,3,0,5
141950,8,20,2,0,0,0,0,0,0,0,0,0,2,0,7,3,1,2,0,2,1,1,5,0,1
23686,8,30,4,0,0,0,0,0,0,0,0,0,1,0,8,2,1,4,0,5,5,6,4,0,1
111541,5,10,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,1,3,2,0,3
33690,10,45,5,0,0,0,0,0,0,0,0,0,2,2,10,3,4,8,1,7,4,4,3,0,5
174442,6,19,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,1,6,2,3,4,0,5
174756,7,14,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,1,2,0,3,2,0,5
182818,9,33,4,0,0,0,0,0,0,0,0,0,4,0,7,1,4,4,1,6,3,5,3,0,5
65124,7,19,3,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,1,4,5,1,2,0,5
13554,10,43,6,0,0,0,0,0,0,0,0,0,3,5,10,5,1,3,1,9,5,4,1,-1,5
219221,8,33,5,0,0,0,0,0,0,0,0,0,2,6,5,3,0,7,0,6,2,2,0,0,3
224598,6,13,1,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,0,2,1,3,2,0,2
31380,10,46,5,0,0,0,0,0,0,0,0,0,5,2,9,3,5,4,2,8,6,4,1,-1,4
28416,7,33,5,0,0,0,0,0,0,0,0,0,2,5,7,5,0,4,0,5,5,2,0,0,3
8025,8,25,3,0,0,0,0,0,0,0,0,0,2,1,6,2,0,2,0,6,4,1,4,0,3
1410,8,30,3,0,0,0,0,0,0,0,0,0,2,1,5,4,1,4,0,7,6,6,4,0,1
245690,7,24,3,0,0,0,0,0,0,0,0,0,4,0,6,2,2,3,0,4,3,1,5,0,1
218285,8,20,4,0,0,0,0,0,0,0,0,0,1,0,5,3,1,1,0,2,2,1,5,0,2
221735,8,30,4,0,0,0,0,0,0,0,0,0,4,6,6,3,1,2,0,5,3,2,0,0,2
249015,7,27,5,0,0,0,0,0,0,0,0,0,1,5,5,1,0,5,0,5,5,2,0,0,3
263879,7,24,4,0,0,0,0,0,0,0,0,0,2,4,5,2,0,3,0,6,2,2,0,0,3
34987,8,27,3,0,0,0,0,0,0,0,0,0,3,1,6,2,0,6,0,6,2,6,4,0,3
70501,9,39,3,0,0,0,0,0,0,0,0,0,4,1,8,4,1,4,5,7,5,0,6,-1,0
36853,6,21,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,4,6,3,4,0,1
79510,9,26,3,0,0,0,0,0,0,0,0,0,4,1,5,4,1,2,0,7,1,1,4,0,1
36678,4,11,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,3,3,2,0,3
203457,8,24,4,0,0,0,0,0,0,0,0,0,4,0,4,2,0,2,1,6,4,6,4,0,5
60712,7,27,5,0,0,0,0,0,0,0,0,0,5,3,3,2,0,5,0,6,3,6,4,0,3
240964,6,16,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,2,3,2,3,2,0,6
238460,6,15,3,0,0,0,0,0,0,0,0,0,0,1,2,3,5,0,0,1,3,3,5,-1,1
205351,7,27,6,0,0,0,0,0,0,0,0,0,0,4,5,4,2,6,0,6,0,2,0,-1,2
158592,6,16,4,0,0,0,0,0,0,0,0,0,1,0,5,1,0,2,0,4,3,3,2,0,3
41964,8,24,3,0,0,0,0,0,0,0,0,0,3,0,7,1,1,1,0,5,4,1,5,0,1
118695,7,36,6,0,0,0,0,0,0,0,0,0,4,6,5,5,0,6,0,6,4,2,0,0,3
80154,7,23,3,0,0,0,0,0,0,0,0,0,4,0,7,2,1,3,0,4,2,1,5,0,1
213330,8,27,4,0,0,0,0,0,0,0,0,0,3,0,6,3,1,1,0,5,6,6,4,0,1
177466,7,22,4,0,0,0,0,0,0,0,0,0,0,3,5,1,1,2,0,5,5,6,0,0,2
157991,9,35,7,0,0,0,0,0,0,0,0,0,2,0,5,9,4,4,1,5,4,4,4,-1,5
100444,7,27,5,0,0,0,0,0,0,0,0,0,4,0,4,2,4,6,0,5,2,5,3,0,1
121211,7,31,5,0,0,0,0,0,0,0,0,0,4,0,6,2,2,6,0,6,5,6,4,0,1
184543,8,19,2,0,0,0,0,0,0,0,0,0,2,0,6,1,2,2,0,1,3,1,5,0,1
81706,9,43,4,0,0,0,0,0,0,0,0,0,6,0,8,6,2,5,2,6,4,4,1,0,4
195623,7,23,3,0,0,0,0,0,0,0,0,0,4,0,4,1,3,3,0,7,1,1,4,0,1
67085,7,24,5,0,0,0,0,0,0,0,0,0,4,1,5,4,0,1,0,4,5,6,4,0,3
194276,6,17,4,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,6,4,3,2,0,3
159705,8,27,4,0,0,0,0,0,0,0,0,0,2,0,7,2,1,5,0,4,4,6,4,0,1
77891,7,29,3,0,0,0,0,0,0,0,0,0,2,0,6,3,0,4,2,7,5,6,4,0,6
310,10,47,6,0,0,0,0,0,0,0,0,0,7,4,9,4,2,2,1,8,6,4,1,-1,5
118938,6,22,3,0,0,0,0,0,0,0,0,0,3,0,4,1,0,3,0,5,6,6,2,0,3
159845,6,18,3,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,5,3,3,2,0,1
121067,8,29,3,0,0,0,0,0,0,0,0,0,5,0,8,3,2,2,0,3,4,1,5,0,1
124258,6,18,3,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,0,3,5,3,2,0,3
63073,8,33,5,0,0,0,0,0,0,0,0,0,6,7,4,0,0,7,2,2,4,2,0,-1,0
54169,9,42,6,0,0,0,0,0,0,0,0,0,6,3,7,2,5,3,0,8,4,4,3,0,2
210,9,35,5,0,0,0,0,0,0,0,0,0,3,3,6,1,0,5,1,7,8,2,4,0,5
255389,6,15,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,1,4,1,3,2,0,5
22080,9,40,5,0,0,0,0,0,0,0,0,0,3,2,9,2,4,6,0,7,4,5,3,0,2
23222,10,44,4,0,0,0,0,0,0,0,0,0,4,2,9,3,3,3,2,7,6,4,1,0,4
4865,10,48,6,0,0,0,0,0,0,0,0,0,8,2,7,6,4,2,2,9,6,4,1,-1,4
57286,9,36,5,0,0,0,0,0,0,0,0,0,5,2,8,3,4,2,2,6,4,5,1,0,4
246054,7,18,4,0,0,0,0,0,0,0,0,0,1,2,5,1,0,1,0,5,3,1,4,0,3
38532,9,49,7,0,0,0,0,0,0,0,0,0,4,6,8,3,0,6,4,8,5,0,1,-1,0
195375,7,22,4,0,0,0,0,0,0,0,0,0,2,0,4,3,4,0,0,3,5,1,5,0,1
4667,9,37,3,0,0,0,0,0,0,0,0,0,3,1,5,4,2,7,0,7,6,6,4,0,2
59018,6,17,2,0,0,0,0,0,0,0,0,0,2,0,5,2,0,1,0,2,5,3,5,0,3
68967,9,37,5,0,0,0,0,0,0,0,0,0,2,6,6,0,3,4,1,8,6,2,0,0,5
6541,8,46,7,0,0,0,0,0,0,0,0,0,6,0,7,6,3,4,0,7,6,4,1,0,2
220493,8,28,3,0,0,0,0,0,0,0,0,0,5,1,3,0,1,4,2,7,5,6,4,0,6
75686,8,32,7,0,0,0,0,0,0,0,0,0,4,0,5,4,5,4,1,6,3,5,1,-1,5
69692,9,25,2,0,0,0,0,0,0,0,0,0,1,1,6,3,1,4,0,6,2,1,4,0,1
41692,9,30,4,0,0,0,0,0,0,0,0,0,3,2,7,1,2,3,0,5,6,5,3,0,2
23635,8,37,6,0,0,0,0,0,0,0,0,0,3,3,7,5,0,5,1,6,7,4,0,0,5
201784,6,19,2,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,5,3,1,2,0,1
231755,5,10,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,4,1,3,2,0,3
101414,10,29,5,0,0,0,0,0,0,0,0,0,1,1,7,2,1,4,1,7,4,6,3,0,5
148677,7,22,3,0,0,0,0,0,0,0,0,0,1,6,1,5,0,3,0,5,1,3,0,-1,3
225670,8,21,4,0,0,0,0,0,0,0,0,0,0,0,5,2,1,4,1,4,4,6,4,0,5
76783,7,27,6,0,0,0,0,0,0,0,0,0,4,1,5,0,0,3,0,7,3,6,4,0,3
233512,8,21,3,0,0,0,0,0,0,0,0,0,1,0,6,1,1,2,0,6,2,1,5,0,1
18563,8,41,5,0,0,0,0,0,0,0,0,0,5,5,7,2,0,6,0,6,8,2,0,0,3
171186,5,10,1,0,0,0,0,0,0,0,0,0,2,0,4,0,2,1,0,1,0,3,2,0,1
259148,9,32,4,0,0,0,0,0,0,0,0,0,2,6,8,3,2,5,0,1,3,2,0,-1,2
89624,7,28,4,0,0,0,0,0,0,0,0,0,1,6,6,5,0,1,0,4,5,2,0,0,3
158618,6,21,3,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,0,6,3,1,2,0,1
46881,5,17,3,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,5,3,3,2,0,1
4041,8,39,6,0,0,0,0,0,0,0,0,0,5,2,8,3,3,6,0,8,4,4,1,0,2
99087,7,21,4,0,0,0,0,0,0,0,0,0,1,0,6,0,3,4,0,4,1,1,5,0,1
53658,8,32,5,0,0,0,0,0,0,0,0,0,5,2,5,2,3,2,0,7,6,5,3,0,2
103700,10,40,5,0,0,0,0,0,0,0,0,0,7,2,6,2,1,5,6,4,6,0,6,-1,0
84885,9,48,7,0,0,0,0,0,0,0,0,0,4,5,7,5,8,7,1,7,4,4,1,-1,5
151093,7,20,4,0,0,0,0,0,0,0,0,0,4,0,3,2,0,1,1,6,3,1,4,0,5
178914,9,43,4,0,0,0,0,0,0,0,0,0,4,6,8,2,3,5,0,8,4,2,0,0,2
66005,7,22,4,0,0,0,0,0,0,0,0,0,5,0,3,2,0,1,0,6,3,1,4,0,3
132593,7,31,5,0,0,0,0,0,0,0,0,0,4,0,6,2,6,6,0,6,1,5,3,0,1
69808,6,15,4,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,6,2,3,2,0,1
67468,8,26,3,0,0,0,0,0,0,0,0,0,2,3,5,1,2,6,0,6,1,1,4,0,2
189330,9,38,3,0,0,0,0,0,0,0,0,0,3,2,8,2,8,5,0,5,2,5,3,0,2
2736,9,38,3,0,0,0,0,0,0,0,0,0,2,1,7,5,2,5,0,7,7,6,4,0,2
111347,7,19,3,0,0,0,0,0,0,0,0,0,4,0,6,0,2,1,1,4,0,1,5,0,5
87944,9,34,5,0,0,0,0,0,0,0,0,0,7,0,6,4,6,2,1,6,1,5,3,-1,5
114298,4,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,3,2,0,3
140551,7,35,6,0,0,0,0,0,0,0,0,0,5,0,6,4,3,6,0,6,5,5,1,0,1
64051,8,30,4,0,0,0,0,0,0,0,0,0,0,1,6,4,4,1,3,4,7,5,4,-1,0
8253,9,37,5,0,0,0,0,0,0,0,0,0,2,5,7,2,1,6,0,7,6,2,0,0,2
82883,8,21,4,0,0,0,0,0,0,0,0,0,1,2,4,1,1,3,0,3,6,6,0,0,2
23992,10,40,4,0,0,0,0,0,0,0,0,0,3,1,7,2,6,7,2,6,3,5,3,-1,4
19626,10,51,4,0,0,0,0,0,0,0,0,0,3,3,9,2,3,6,3,10,8,0,1,-1,4
2062,8,27,4,0,0,0,0,0,0,0,0,0,3,1,5,2,1,3,0,7,5,6,4,0,1
90629,7,32,5,0,0,0,0,0,0,0,0,0,3,0,6,0,5,6,1,6,5,5,3,0,5
2941,7,35,6,0,0,0,0,0,0,0,0,0,3,4,6,3,0,6,0,6,7,2,0,0,3
248440,7,20,3,0,0,0,0,0,0,0,0,0,1,0,5,2,0,4,0,5,1,1,4,0,3
