cluster_id,hour,top_category
2,42,Coffee Shop
2,43,Bus Station
2,44,Bus Station
2,45,Bus Station
2,46,General College & University
2,47,General College & University
2,48,General College & University
2,49,General College & University
2,50,General College & University
2,51,General College & University
2,52,General College & University
2,53,General College & University
2,54,General College & University
2,55,General College & University
2,56,Food Court
2,57,General College & University
2,58,General College & University
2,59,Food Court
2,60,Coffee Shop
2,61,Asian Restaurant
2,62,Fast Food Restaurant
2,63,Nightclub
2,64,Nightclub
2,65,Coffee Shop
2,66,Chinese Restaurant
2,67,Bus Station
2,68,Nightclub
2,69,Food Court
2,70,General College & University
2,71,General College & University
2,72,General College & University
2,73,General College & University
2,74,General College & University
2,75,General College & University
2,76,General College & University
2,77,General College & University
2,78,General College & University
2,79,General College & University
2,80,General College & University
2,81,Subway
2,82,Coffee Shop
2,83,Japanese Restaurant
2,84,Caf
2,85,Caf
2,86,Coffee Shop
2,87,Nightclub
2,88,Coffee Shop
2,89,Nightclub
2,90,Bus Station
2,91,Fast Food Restaurant
2,92,Bus Station
2,93,Bus Station
2,94,General College & University
2,95,General College & University
2,96,General College & University
2,97,General College & University
2,98,General College & University
2,99,General College & University
2,100,General College & University
2,101,General College & University
2,102,General College & University
2,103,General College & University
2,104,Subway
2,105,General College & University
2,106,General College & University
2,107,Food Court
2,108,Japanese Restaurant
2,109,Multiplex
2,110,Nightclub
2,111,Nightclub
2,112,Nightclub
2,113,Nightclub
2,114,Coffee Shop
2,115,Caf
2,116,Nightclub
2,117,Bus Station
2,118,Bus Station
2,119,General College & University
2,120,General College & University
2,121,General College & University
2,122,General College & University
2,123,General College & University
2,124,Train Station
2,125,Multiplex
2,126,Food Court
2,127,Hotel
2,128,Church
2,129,General College & University
2,130,Asian Restaurant
2,131,Food Court
2,132,Chinese Restaurant
2,133,Caf
2,134,Nightclub
2,135,Nightclub
2,136,Nightclub
2,137,Multiplex
2,138,Nightclub
2,139,Coffee Shop
2,140,Nightclub
2,141,Subway
2,142,Church
2,143,Church
2,144,Church
2,145,Hotel
2,146,Hotel
2,147,Church
2,148,Fast Food Restaurant
2,149,Food Court
2,150,Train Station
2,151,Subway
2,152,Caf
2,153,General College & University
2,154,Coffee Shop
2,155,Food Court
2,156,Chinese Restaurant
2,157,Hotel
2,158,Food Court
2,159,Caf
2,160,Fast Food Restaurant
2,161,Coffee Shop
2,162,Bus Station
2,163,Bus Station
2,164,Bus Station
2,165,Bus Station
2,166,General College & University
2,167,General College & University
15,0,Bus Line
15,1,Bus Line
15,2,Bus Line
15,3,Bus Line
15,4,Bus Line
15,5,Bus Station
15,6,Bus Line
15,7,Bus Line
15,8,Bus Line
15,9,Bus Line
15,10,Bus Station
15,11,Bus Line
15,12,Bus Station
15,13,Bus Station
15,14,Subway
15,15,Bus Line
15,16,Bus Line
15,17,Nightclub
15,18,Fast Food Restaurant
15,19,Bus Station
15,20,Bus Station
15,21,Bus Line
15,22,Bus Line
15,23,High School
15,24,Bus Line
15,25,Bus Line
15,26,Bus Line
15,27,Bus Line
15,28,Bus Line
15,29,Bus Line
15,30,Bus Line
15,31,Bus Line
15,32,Bus Line
15,33,Bus Line
15,34,Bus Line
15,35,Bus Station
15,36,Bus Line
15,37,Food Court
15,38,Bus Line
15,39,Bus Line
15,40,Nightclub
15,41,Food Court
15,42,Bus Station
15,43,Bus Station
15,44,Bus Station
15,45,Bus Line
15,46,Bus Line
15,47,High School
15,48,Bus Line
15,49,Bus Line
15,50,Bus Line
15,51,Bus Line
15,52,Bus Line
15,53,Bus Line
15,54,Bus Line
15,55,Bus Line
15,56,Bus Station
15,57,Bus Line
15,58,Bus Line
15,59,Bus Station
15,60,Bus Station
15,61,Bus Line
15,62,Bus Station
15,63,Bus Line
15,64,Nightclub
15,65,Fast Food Restaurant
15,66,Fast Food Restaurant
15,67,Grocery Store
15,68,Fast Food Restaurant
15,69,Bus Line
15,70,Bus Line
15,71,High School
15,72,Bus Line
15,73,Train Station
15,74,Bus Line
15,75,High School
15,76,Bus Line
15,77,Bus Line
15,78,Bus Line
15,79,Bus Line
15,80,Bus Line
15,81,Bus Line
15,82,Bus Line
15,83,Bus Line
15,84,Bus Station
15,85,Bus Station
15,86,Bus Line
15,87,Bus Station
15,88,Asian Restaurant
15,89,Nightclub
15,90,Food Court
15,91,Fast Food Restaurant
15,92,Bus Station
15,93,Bus Line
15,94,Bus Line
15,95,High School
15,96,Bus Line
15,97,Fast Food Restaurant
15,98,Bus Line
15,99,Bus Line
15,100,Bus Line
15,101,Bus Line
15,102,Bus Line
15,103,Bus Line
15,104,Bus Line
15,105,Bus Line
15,106,Bus Line
15,107,Bus Station
15,108,Food Court
15,109,Bus Station
15,110,Bus Station
15,111,Bus Line
15,112,Fast Food Restaurant
15,113,Multiplex
15,114,Fast Food Restaurant
15,115,Fast Food Restaurant
15,116,Nightclub
15,117,Coffee Shop
15,118,Subway
15,119,Bus Line
15,120,Bus Line
15,121,Bus Line
15,122,Bus Line
15,123,Bus Line
15,124,Subway
15,125,Bus Line
15,126,Subway
15,127,Subway
15,128,Subway
15,129,Bus Station
15,130,Bus Line
15,131,Bus Line
15,132,Food Court
15,133,Bus Station
15,134,Bus Station
15,135,Bus Line
15,136,Bus Station
15,137,Nightclub
15,138,Coffee Shop
15,139,Bus Line
15,140,Nightclub
15,141,Nightclub
15,142,Subway
15,143,Bus Line
15,144,Bus Line
15,145,Bus Line
15,146,Bus Line
15,147,Food Court
15,148,Bus Line
15,149,Subway
15,150,Food Court
15,151,Bus Line
15,152,Bus Line
15,153,Subway
15,154,Bus Station
15,155,Food Court
15,156,Subway
15,157,Bus Station
15,158,Food Court
15,159,Bus Station
15,160,Caf
15,161,Nightclub
15,162,Nightclub
15,163,Bus Station
15,164,Hotel
15,165,Bus Line
15,166,Bus Line
15,167,High School
21,0,Train Station
21,1,Train Station
21,2,Subway
21,3,Bus Station
21,4,Multiplex
21,5,Hotel
21,6,Bus Station
21,7,Bus Station
21,8,Bus Station
21,9,High School
21,10,Bus Station
21,11,Bus Station
21,12,Multiplex
21,13,Train Station
21,14,Subway
21,15,Bus Station
21,16,Bus Station
21,17,Japanese Restaurant
21,18,Multiplex
21,19,High School
21,20,Bus Station
21,21,Bus Station
21,22,Train Station
21,23,Fast Food Restaurant
21,24,Train Station
21,25,Train Station
21,26,Trade School
21,27,Bus Station
21,28,Bus Station
21,29,Train Station
21,30,Bus Station
21,31,Bus Station
21,32,Bus Station
21,33,Bus Station
21,34,High School
21,35,Caf
21,36,Train Station
21,37,Train Station
21,38,Bus Station
21,39,Bus Station
21,40,Nightclub
21,41,Bus Station
21,42,Bus Station
21,43,Bus Station
21,44,Bus Station
21,45,Bus Station
21,46,Coffee Shop
21,47,Gym
21,48,Coffee Shop
21,49,Subway
21,50,Trade School
21,51,Bus Station
21,52,Multiplex
21,53,High School
21,54,High School
21,55,Bus Station
21,56,Bus Station
21,57,Bus Station
21,58,Church
21,59,Bus Station
21,60,Bus Station
21,61,Bus Station
21,62,Bus Line
21,63,High School
21,64,Bus Station
21,65,Bus Station
21,66,Bus Station
21,67,Nightclub
21,68,Bus Station
21,69,Bus Station
21,70,Bus Station
21,71,Bus Station
21,72,Coffee Shop
21,73,Train Station
21,74,Bus Station
21,75,Train Station
21,76,Multiplex
21,77,Bus Station
21,78,High School
21,79,Food Court
21,80,Bus Station
21,81,Asian Restaurant
21,82,Bus Station
21,83,Bus Station
21,84,Bus Station
21,85,Hotel
21,86,Hotel
21,87,Multiplex
21,88,Bus Station
21,89,Bus Station
21,90,Nightclub
21,91,Bus Station
21,92,Bus Station
21,93,Bus Line
21,94,Bus Station
21,95,Gym
21,96,Coffee Shop
21,97,Hotel
21,98,Coffee Shop
21,99,Bus Station
21,100,Bus Station
21,101,Multiplex
21,102,Train Station
21,103,Bus Station
21,104,Bus Station
21,105,Bus Station
21,106,Bus Station
21,107,Bus Station
21,108,Multiplex
21,109,High School
21,110,High School
21,111,Bus Station
21,112,Bus Line
21,113,Japanese Restaurant
21,114,High School
21,115,Train Station
21,116,Multiplex
21,117,Bus Station
21,118,Bus Station
21,119,Bus Station
21,120,Bus Station
21,121,Asian Restaurant
21,122,Bus Station
21,123,Japanese Restaurant
21,124,Bus Station
21,125,Hotel
21,126,Bus Station
21,127,Bus Station
21,128,Bus Station
21,129,Bus Station
21,130,Bus Station
21,131,Multiplex
21,132,Bus Station
21,133,Bus Station
21,134,High School
21,135,Asian Restaurant
21,136,Asian Restaurant
21,137,Bus Station
21,138,Caf
21,139,Japanese Restaurant
21,140,Bus Line
21,141,Hotel
21,142,Bus Station
21,143,Bus Station
21,144,General College & University
21,145,Bus Station
21,146,Bus Station
21,147,Bus Station
21,148,Multiplex
21,149,Bus Station
21,150,Bus Station
21,151,Bus Station
21,152,Hotel
21,153,Bus Station
21,154,Bus Station
21,155,Multiplex
21,156,Train Station
21,157,Bus Station
21,158,Coffee Shop
21,159,High School
21,160,Train Station
21,161,Nightclub
21,162,Bus Station
21,163,High School
21,164,Bus Station
21,165,Bus Station
21,166,Subway
21,167,Gym
16,0,Bus Station
16,1,Bus Station
16,2,Bus Station
16,3,Bus Station
16,4,Bus Station
16,5,Bus Station
16,6,Bus Station
16,7,Bus Station
16,8,Bus Station
16,9,Bus Station
16,10,Bus Station
16,11,Bus Station
16,12,Bus Station
16,13,Bus Station
16,14,Bus Station
16,15,Bus Station
16,16,Multiplex
16,17,Nightclub
16,18,Fast Food Restaurant
16,19,Chinese Restaurant
16,20,Bus Station
16,21,Bus Station
16,22,Bus Station
16,23,Bus Station
16,24,Bus Station
16,25,Bus Station
16,26,Bus Station
16,27,Bus Station
16,28,Bus Station
16,29,Bus Station
16,30,Bus Station
16,31,Bus Station
16,32,Bus Station
16,33,Bus Station
16,34,Bus Station
16,35,Bus Station
16,36,Bus Station
16,37,Bus Station
16,38,Bus Station
16,39,Bus Station
16,40,Food Court
16,41,Fast Food Restaurant
16,42,Coffee Shop
16,43,Nightclub
16,44,Bus Station
16,45,Bus Station
16,46,Bus Station
16,47,Bus Station
16,48,Bus Station
16,49,Bus Station
16,50,Bus Station
16,51,Subway
16,52,Food Court
16,53,Bus Station
16,54,Bus Station
16,55,Bus Station
16,56,Bus Station
16,57,Bus Station
16,58,Bus Station
16,59,Bus Station
16,60,Bus Station
16,61,Bus Station
16,62,Bus Station
16,63,Bus Station
16,64,Bus Station
16,65,Hotel
16,66,Coffee Shop
16,67,Grocery Store
16,68,Bus Station
16,69,Bus Station
16,70,Bus Station
16,71,Bus Station
16,72,Bus Station
16,73,Bus Station
16,74,Bus Station
16,75,Bus Station
16,76,Bus Station
16,77,Bus Station
16,78,Subway
16,79,Subway
16,80,Bus Station
16,81,Bus Station
16,82,Bus Station
16,83,Bus Station
16,84,Bus Station
16,85,Bus Station
16,86,Bus Station
16,87,Bus Line
16,88,Bus Station
16,89,Bus Station
16,90,Coffee Shop
16,91,Bus Station
16,92,Bus Station
16,93,Bus Station
16,94,Bus Station
16,95,Bus Station
16,96,Bus Station
16,97,Bus Station
16,98,Bus Station
16,99,Bus Station
16,100,Bus Station
16,101,Bus Station
16,102,Bus Station
16,103,Bus Station
16,104,Bus Station
16,105,Bus Station
16,106,Bus Station
16,107,Bus Station
16,108,Bus Station
16,109,Bus Station
16,110,Bus Station
16,111,Bus Station
16,112,Nightclub
16,113,Fast Food Restaurant
16,114,Nightclub
16,115,Nightclub
16,116,Asian Restaurant
16,117,Bus Station
16,118,Bus Station
16,119,Bus Station
16,120,Bus Station
16,121,Bus Station
16,122,Bus Station
16,123,Asian Restaurant
16,124,Bus Station
16,125,Bus Station
16,126,Bus Station
16,127,Bus Station
16,128,Church
16,129,Bus Station
16,130,Food Court
16,131,Bus Station
16,132,Bus Station
16,133,Bus Station
16,134,Bus Station
16,135,Multiplex
16,136,Bus Station
16,137,Food Court
16,138,Multiplex
16,139,Bus Station
16,140,Nightclub
16,141,Coffee Shop
16,142,Bus Station
16,143,Bus Station
16,144,Bus Station
16,145,Bus Station
16,146,Bus Station
16,147,Food Court
16,148,Bus Station
16,149,Bus Station
16,150,Bus Station
16,151,Bus Station
16,152,Bus Station
16,153,Bus Station
16,154,Bus Station
16,155,Bus Station
16,156,Bus Station
16,157,Bus Station
16,158,Bus Station
16,159,Bus Station
16,160,Fast Food Restaurant
16,161,Bus Station
16,162,Fast Food Restaurant
16,163,Chinese Restaurant
16,164,Bus Station
16,165,Coffee Shop
16,166,Bus Station
16,167,Bus Station
22,0,High School
22,1,Food Court
22,2,Asian Restaurant
22,3,Train Station
22,4,Bus Station
22,5,Bus Station
22,6,Train Station
22,7,Bus Station
22,8,Nightclub
22,9,Bus Station
22,10,Coffee Shop
22,11,Bus Station
22,12,Bus Station
22,13,Coffee Shop
22,14,Train Station
22,15,Nightclub
22,16,Asian Restaurant
22,17,Bus Station
22,18,Bus Station
22,19,Bus Station
22,20,Bus Station
22,21,Bus Station
22,22,Subway
22,23,Subway
22,24,Coffee Shop
22,25,Asian Restaurant
22,26,Bus Station
22,27,Bus Station
22,28,Food Court
22,29,Nightclub
22,30,High School
22,31,Nightclub
22,32,Bus Station
22,33,Bus Station
22,34,Train Station
22,35,Bus Station
22,36,Bus Station
22,37,Multiplex
22,38,Food Court
22,39,Asian Restaurant
22,40,Bus Station
22,41,Nightclub
22,42,Bus Station
22,43,Bus Station
22,44,Bus Station
22,45,Bus Station
22,46,Fast Food Restaurant
22,47,Food Court
22,48,Food Court
22,49,Fast Food Restaurant
22,50,Food Court
22,51,Nightclub
22,52,Bus Station
22,53,Train Station
22,54,Coffee Shop
22,55,Japanese Restaurant
22,56,Bus Station
22,57,Coffee Shop
22,58,Train Station
22,59,Bus Station
22,60,Food Court
22,61,Caf
22,62,Nightclub
22,63,Coffee Shop
22,64,High School
22,65,Bus Station
22,66,Train Station
22,67,Bus Station
22,68,Bus Station
22,69,Bus Station
22,70,Chinese Restaurant
22,71,Train Station
22,72,Bus Station
22,73,Hotel
22,74,Subway
22,75,Bus Station
22,76,Multiplex
22,77,Bus Station
22,78,Bus Station
22,79,Bus Station
22,80,Bus Station
22,81,Coffee Shop
22,82,Train Station
22,83,Bus Station
22,84,Train Station
22,85,Food Court
22,86,Coffee Shop
22,87,Subway
22,88,High School
22,89,Bus Station
22,90,Bus Station
22,91,Bus Station
22,92,Bus Station
22,93,Bus Station
22,94,Chinese Restaurant
22,95,Fast Food Restaurant
22,96,Bus Station
22,97,Nightclub
22,98,Multiplex
22,99,Fast Food Restaurant
22,100,High School
22,101,Bus Station
22,102,Hotel
22,103,Bus Station
22,104,Train Station
22,105,Coffee Shop
22,106,Bus Station
22,107,Coffee Shop
22,108,Japanese Restaurant
22,109,High School
22,110,High School
22,111,Food Court
22,112,Asian Restaurant
22,113,Nightclub
22,114,Bus Station
22,115,Nightclub
22,116,Bus Station
22,117,Bus Station
22,118,Fast Food Restaurant
22,119,Asian Restaurant
22,120,High School
22,121,Trade School
22,122,Multiplex
22,123,Nightclub
22,124,Bus Station
22,125,High School
22,126,Train Station
22,127,Train Station
22,128,Hotel
22,129,Train Station
22,130,Bus Station
22,131,Train Station
22,132,High School
22,133,Bus Station
22,134,Bus Station
22,135,Bus Line
22,136,Hotel
22,137,Bus Line
22,138,High School
22,139,Multiplex
22,140,Train Station
22,141,Bus Station
22,142,Bus Station
22,143,Train Station
22,144,Bus Station
22,145,Bus Station
22,146,Nightclub
22,147,Hotel
22,148,Train Station
22,149,General College & University
22,150,Train Station
22,151,Food Court
22,152,Bus Station
22,153,Bus Station
22,154,Bus Station
22,155,Food Court
22,156,Food Court
22,157,Bus Station
22,158,Food Court
22,159,High School
22,160,Train Station
22,161,Nightclub
22,162,Bus Station
22,163,Bus Station
22,164,Bus Station
22,165,Bus Station
22,166,Asian Restaurant
22,167,Food Court
26,0,Chinese Restaurant
26,1,Asian Restaurant
26,2,Bus Station
26,3,Bus Station
26,4,Multiplex
26,5,Bus Station
26,6,Bus Station
26,7,Bus Station
26,8,Bus Station
26,9,Bus Station
26,10,Bus Station
26,11,Bus Station
26,12,Bus Station
26,13,Bus Station
26,14,Multiplex
26,15,High School
26,16,Bus Station
26,17,Nightclub
26,18,Bus Station
26,19,Bus Station
26,20,Bus Station
26,21,Bus Station
26,22,Chinese Restaurant
26,23,Fast Food Restaurant
26,24,Subway
26,25,Bus Station
26,26,Bus Station
26,27,Bus Station
26,28,Bus Station
26,29,Japanese Restaurant
26,30,Bus Station
26,31,Bus Station
26,32,Hotel
26,33,Bus Station
26,34,Bus Station
26,35,Bus Station
26,36,Japanese Restaurant
26,37,Bus Station
26,38,Nightclub
26,39,Train Station
26,40,Asian Restaurant
26,41,Nightclub
26,42,Bus Station
26,43,Bus Station
26,44,Bus Station
26,45,Bus Station
26,46,Bus Station
26,47,Fast Food Restaurant
26,48,Trade School
26,49,High School
26,50,Bus Station
26,51,Asian Restaurant
26,52,Bus Station
26,53,Bus Station
26,54,Bus Station
26,55,Bus Station
26,56,Bus Station
26,57,Bus Station
26,58,Bus Station
26,59,Bus Station
26,60,Bus Station
26,61,Bus Station
26,62,Bus Station
26,63,Bus Station
26,64,Bus Line
26,65,High School
26,66,Bus Station
26,67,Bus Station
26,68,Bus Station
26,69,Bus Station
26,70,Bus Station
26,71,Fast Food Restaurant
26,72,Food Court
26,73,Nightclub
26,74,Nightclub
26,75,Coffee Shop
26,76,Bus Station
26,77,Bus Station
26,78,Bus Station
26,79,Bus Station
26,80,Bus Station
26,81,Bus Station
26,82,Bus Station
26,83,Bus Station
26,84,Bus Station
26,85,Bus Station
26,86,Bus Station
26,87,Train Station
26,88,Bus Station
26,89,Japanese Restaurant
26,90,Bus Station
26,91,Bus Station
26,92,Bus Station
26,93,High School
26,94,Subway
26,95,Bus Station
26,96,Subway
26,97,High School
26,98,Subway
26,99,Bus Station
26,100,Bus Station
26,101,Bus Station
26,102,Bus Station
26,103,Bus Station
26,104,Asian Restaurant
26,105,Gym
26,106,Bus Station
26,107,Bus Station
26,108,Multiplex
26,109,Bus Station
26,110,Bus Line
26,111,Caf
26,112,Food Court
26,113,Nightclub
26,114,Bus Station
26,115,Bus Station
26,116,High School
26,117,Bus Station
26,118,Nightclub
26,119,Nightclub
26,120,Bus Station
26,121,Asian Restaurant
26,122,Food Court
26,123,Food Court
26,124,Bus Station
26,125,Bus Station
26,126,Bus Station
26,127,Bus Station
26,128,Bus Station
26,129,Bus Station
26,130,Bus Station
26,131,Bus Station
26,132,Bus Station
26,133,Bus Station
26,134,Bus Station
26,135,Bus Line
26,136,Bus Line
26,137,Bus Line
26,138,Bus Line
26,139,Bus Station
26,140,Bus Station
26,141,Nightclub
26,142,Bus Station
26,143,Coffee Shop
26,144,Subway
26,145,Train Station
26,146,Bus Station
26,147,Bus Station
26,148,Bus Station
26,149,Bus Station
26,150,Bus Station
26,151,Bus Station
26,152,Bus Station
26,153,Bus Station
26,154,Bus Station
26,155,Bus Station
26,156,Bus Station
26,157,Bus Station
26,158,Bus Station
26,159,Bus Station
26,160,Bus Line
26,161,Subway
26,162,Bus Station
26,163,Bus Station
26,164,Bus Station
26,165,Bus Station
26,166,Food Court
26,167,Subway
0,0,Subway
0,1,Hotel
0,2,Trade School
0,3,Food Court
0,4,Asian Restaurant
0,5,Food Court
0,6,Caf
0,7,Multiplex
0,8,Caf
0,9,Caf
0,10,Food Court
0,11,Multiplex
0,12,Food Court
0,13,Multiplex
0,14,Nightclub
0,15,Nightclub
0,16,Nightclub
0,17,Nightclub
0,18,Nightclub
0,19,Nightclub
0,20,Nightclub
0,21,Fast Food Restaurant
0,22,Coffee Shop
0,23,Fast Food Restaurant
0,24,Train Station
0,25,Coffee Shop
0,26,Hotel
0,27,Fast Food Restaurant
0,28,Food Court
0,29,Food Court
0,30,Chinese Restaurant
0,31,Multiplex
0,32,Multiplex
0,33,Gym
0,34,Multiplex
0,35,Chinese Restaurant
0,36,Asian Restaurant
0,37,Food Court
0,38,Coffee Shop
0,39,Nightclub
0,40,Nightclub
0,41,Nightclub
0,42,Nightclub
0,43,Nightclub
0,44,Nightclub
0,45,Food Court
0,46,High School
0,47,Bus Station
0,48,Train Station
0,49,Trade School
0,50,Trade School
0,51,Coffee Shop
0,52,Coffee Shop
0,53,Food Court
0,54,Food Court
0,55,Bus Station
0,56,Coffee Shop
0,57,Hotel
0,58,Food Court
0,59,Multiplex
0,60,Caf
0,61,Food Court
0,62,Nightclub
0,63,Nightclub
0,64,Nightclub
0,65,Nightclub
0,66,Nightclub
0,67,Nightclub
0,68,Nightclub
0,69,Nightclub
0,70,Food Court
0,71,Train Station
0,72,Bus Station
0,73,Trade School
0,74,Trade School
0,75,Hotel
0,76,Chinese Restaurant
0,77,Chinese Restaurant
0,78,Food Court
0,79,Fast Food Restaurant
0,80,Multiplex
0,81,Multiplex
0,82,Food Court
0,83,Food Court
0,84,Food Court
0,85,Multiplex
0,86,Nightclub
0,87,Nightclub
0,88,Nightclub
0,89,Nightclub
0,90,Nightclub
0,91,Nightclub
0,92,Nightclub
0,93,Nightclub
0,94,Chinese Restaurant
0,95,Asian Restaurant
0,96,High School
0,97,Coffee Shop
0,98,Trade School
0,99,Train Station
0,100,Coffee Shop
0,101,Food Court
0,102,Train Station
0,103,Caf
0,104,Food Court
0,105,Food Court
0,106,Multiplex
0,107,Coffee Shop
0,108,Train Station
0,109,Multiplex
0,110,Nightclub
0,111,Nightclub
0,112,Nightclub
0,113,Nightclub
0,114,Nightclub
0,115,Nightclub
0,116,Nightclub
0,117,Nightclub
0,118,Multiplex
0,119,Nightclub
0,120,Fast Food Restaurant
0,121,Train Station
0,122,Food Court
0,123,Subway
0,124,Asian Restaurant
0,125,Train Station
0,126,Food Court
0,127,Food Court
0,128,Church
0,129,Multiplex
0,130,Chinese Restaurant
0,131,Chinese Restaurant
0,132,Food Court
0,133,Nightclub
0,134,Nightclub
0,135,Nightclub
0,136,Nightclub
0,137,Nightclub
0,138,Nightclub
0,139,Nightclub
0,140,Nightclub
0,141,Nightclub
0,142,Chinese Restaurant
0,143,Food Court
0,144,Food Court
0,145,Food Court
0,146,Food Court
0,147,Coffee Shop
0,148,Hotel
0,149,Food Court
0,150,Asian Restaurant
0,151,Chinese Restaurant
0,152,Food Court
0,153,Food Court
0,154,Chinese Restaurant
0,155,Chinese Restaurant
0,156,Food Court
0,157,Chinese Restaurant
0,158,Nightclub
0,159,Nightclub
0,160,Nightclub
0,161,Nightclub
0,162,Nightclub
0,163,Nightclub
0,164,Nightclub
0,165,Nightclub
0,166,Nightclub
0,167,Food Court
13,0,Food Court
13,1,Food Court
13,2,Asian Restaurant
13,3,Food Court
13,4,Food Court
13,5,Food Court
13,6,Food Court
13,7,Fast Food Restaurant
13,8,Multiplex
13,9,Caf
13,10,Food Court
13,11,Food Court
13,12,Food Court
13,13,Asian Restaurant
13,14,Coffee Shop
13,15,Fast Food Restaurant
13,16,Food Court
13,17,Bus Station
13,18,Bus Station
13,19,Bus Station
13,20,Asian Restaurant
13,21,Bus Station
13,22,Food Court
13,23,Gym
13,24,Food Court
13,25,Caf
13,26,Fast Food Restaurant
13,27,Fast Food Restaurant
13,28,Food Court
13,29,Food Court
13,30,Food Court
13,31,Fast Food Restaurant
13,32,Fast Food Restaurant
13,33,Food Court
13,34,Food Court
13,35,Food Court
13,36,Food Court
13,37,Food Court
13,38,Fast Food Restaurant
13,39,Chinese Restaurant
13,40,Chinese Restaurant
13,41,Food Court
13,42,Bus Station
13,43,Fast Food Restaurant
13,44,Coffee Shop
13,45,Fast Food Restaurant
13,46,Fast Food Restaurant
13,47,Caf
13,48,Fast Food Restaurant
13,49,Food Court
13,50,Food Court
