userId,total_interactions,views,transactions,reviews,views_percent,transactions_percent,reviews_percent,views∩transactions,views∩reviews,transactions∩reviews,views∩transactions∩reviews,ratio_close_to_70_20_10
263575,30,16,10,4,53.3,33.3,13.3,7,3,3,2,NO
101029,42,23,14,5,54.8,33.3,11.9,9,4,4,3,NO
36653,32,18,10,4,56.2,31.2,12.5,8,3,4,3,NO
69222,72,39,24,9,54.2,33.3,12.5,13,7,7,6,NO
54180,31,17,10,4,54.8,32.3,12.9,7,3,3,2,NO
150957,70,38,23,9,54.3,32.9,12.9,11,5,6,4,NO
72276,47,26,15,6,55.3,31.9,12.8,13,4,4,3,NO
260918,15,9,5,1,60.0,33.3,6.7,4,1,1,1,NO
85243,9,5,3,1,55.6,33.3,11.1,2,1,1,1,NO
7177,88,47,29,12,53.4,33.0,13.6,19,10,9,8,NO
141066,72,39,24,9,54.2,33.3,12.5,14,6,7,6,NO
123153,60,32,20,8,53.3,33.3,13.3,13,5,6,4,NO
222998,50,27,16,7,54.0,32.0,14.0,10,5,5,4,NO
55191,117,63,39,15,53.8,33.3,12.8,9,7,6,6,NO
19671,95,52,31,12,54.7,32.6,12.6,17,8,7,6,NO
131923,65,36,21,8,55.4,32.3,12.3,13,5,6,4,NO
10530,26,14,9,3,53.8,34.6,11.5,5,2,3,2,NO
107292,57,30,19,8,52.6,33.3,14.0,15,5,7,5,NO
122186,157,86,51,20,54.8,32.5,12.7,23,13,13,12,NO
65349,61,33,20,8,54.1,32.8,13.1,15,5,6,4,NO
172886,40,22,13,5,55.0,32.5,12.5,8,4,3,3,NO
149290,47,26,15,6,55.3,31.9,12.8,12,4,4,3,NO
242773,25,13,9,3,52.0,36.0,12.0,6,2,3,2,NO
29651,177,96,58,23,54.2,32.8,13.0,34,15,17,14,NO
10194,218,119,71,28,54.6,32.6,12.8,44,17,19,15,NO
126,389,211,127,51,54.2,32.6,13.1,50,27,23,22,NO
23992,103,56,34,13,54.4,33.0,12.6,23,9,10,7,NO
18246,109,59,36,14,54.1,33.0,12.8,26,11,12,9,NO
2252,171,93,56,22,54.4,32.7,12.9,25,13,14,13,NO
186055,65,36,21,8,55.4,32.3,12.3,14,5,6,4,NO
51305,135,73,44,18,54.1,32.6,13.3,28,14,15,11,NO
31380,210,113,69,28,53.8,32.9,13.3,36,15,15,12,NO
252729,72,39,24,9,54.2,33.3,12.5,15,6,7,5,NO
7050,170,92,56,22,54.1,32.9,12.9,26,14,12,10,NO
99087,131,71,43,17,54.2,32.8,13.0,28,11,13,10,NO
77211,145,79,47,19,54.5,32.4,13.1,32,13,14,10,NO
46185,123,67,40,16,54.5,32.5,13.0,27,10,12,9,NO
188359,44,24,14,6,54.5,31.8,13.6,12,6,5,5,NO
162161,80,43,26,11,53.8,32.5,13.8,19,7,8,5,NO
210529,60,32,20,8,53.3,33.3,13.3,12,5,6,4,NO
140817,80,43,26,11,53.8,32.5,13.8,19,7,8,6,NO
118864,113,61,37,15,54.0,32.7,13.3,26,11,12,9,NO
957,226,123,74,29,54.4,32.7,12.8,40,19,18,16,NO
164832,107,59,35,13,55.1,32.7,12.1,23,11,10,9,NO
106936,109,59,36,14,54.1,33.0,12.8,24,10,10,9,NO
146087,28,15,9,4,53.6,32.1,14.3,6,3,3,2,NO
289,95,52,31,12,54.7,32.6,12.6,18,8,8,7,NO
50623,171,93,56,22,54.4,32.7,12.9,33,16,15,13,NO
195117,60,32,20,8,53.3,33.3,13.3,12,6,6,5,NO
22634,133,72,44,17,54.1,33.1,12.8,22,12,12,10,NO
48815,139,76,45,18,54.7,32.4,12.9,33,13,12,11,NO
109825,131,71,42,18,54.2,32.1,13.7,28,13,13,12,NO
2768,188,102,61,25,54.3,32.4,13.3,35,15,14,13,NO
141950,43,24,14,5,55.8,32.6,11.6,9,4,4,3,NO
78426,123,67,40,16,54.5,32.5,13.0,13,8,8,6,NO
26471,148,80,48,20,54.1,32.4,13.5,26,13,10,10,NO
150541,83,45,27,11,54.2,32.5,13.3,19,9,8,7,NO
172431,106,57,35,14,53.8,33.0,13.2,25,11,12,10,NO
130907,44,24,14,6,54.5,31.8,13.6,10,4,5,4,NO
29031,162,88,53,21,54.3,32.7,13.0,36,14,15,12,NO
63554,196,107,64,25,54.6,32.7,12.8,47,21,20,17,NO
76266,91,49,30,12,53.8,33.0,13.2,12,4,4,3,NO
4687,119,64,39,16,53.8,32.8,13.4,19,10,12,9,NO
159969,68,37,22,9,54.4,32.4,13.2,14,6,6,5,NO
47153,137,75,44,18,54.7,32.1,13.1,31,13,14,11,NO
53601,100,54,33,13,54.0,33.0,13.0,23,9,11,8,NO
156033,32,18,10,4,56.2,31.2,12.5,6,4,3,3,NO
21990,58,31,19,8,53.4,32.8,13.8,7,3,4,3,NO
59347,104,57,34,13,54.8,32.7,12.5,24,10,11,8,NO
201374,15,9,5,1,60.0,33.3,6.7,4,1,1,1,NO
188256,31,17,10,4,54.8,32.3,12.9,7,3,3,2,NO
140609,93,51,30,12,54.8,32.3,12.9,14,8,7,7,NO
105475,42,23,14,5,54.8,33.3,11.9,7,4,4,3,NO
100822,72,39,24,9,54.2,33.3,12.5,17,8,7,6,NO
800,269,146,88,35,54.3,32.7,13.0,37,18,16,14,NO
84995,76,42,25,9,55.3,32.9,11.8,19,7,7,6,NO
50041,45,25,14,6,55.6,31.1,13.3,10,4,4,3,NO
83197,50,27,16,7,54.0,32.0,14.0,11,4,5,3,NO
77773,65,36,21,8,55.4,32.3,12.3,18,6,7,5,NO
199386,72,39,24,9,54.2,33.3,12.5,15,6,6,5,NO
150932,14,7,5,2,50.0,35.7,14.3,3,2,2,2,NO
41738,32,18,10,4,56.2,31.2,12.5,6,3,4,3,NO
234818,40,22,13,5,55.0,32.5,12.5,9,5,4,4,NO
107428,32,18,10,4,56.2,31.2,12.5,7,3,4,3,NO
31623,168,92,55,21,54.8,32.7,12.5,27,12,15,11,NO
28891,61,33,20,8,54.1,32.8,13.1,8,5,5,4,NO
106453,40,22,13,5,55.0,32.5,12.5,11,5,4,4,NO
99807,20,11,6,3,55.0,30.0,15.0,3,2,2,1,NO
191607,26,14,9,3,53.8,34.6,11.5,6,2,3,2,NO
263249,28,15,9,4,53.6,32.1,14.3,6,3,3,2,NO
184272,20,11,6,3,55.0,30.0,15.0,5,2,2,1,NO
224842,43,24,14,5,55.8,32.6,11.6,9,4,4,3,NO
249134,47,26,15,6,55.3,31.9,12.8,10,5,4,4,NO
110957,40,22,13,5,55.0,32.5,12.5,6,2,2,1,NO
256717,52,28,17,7,53.8,32.7,13.5,9,3,3,3,NO
259218,18,10,6,2,55.6,33.3,11.1,4,1,2,1,NO
74228,36,20,11,5,55.6,30.6,13.9,8,3,3,2,NO
48792,28,15,9,4,53.6,32.1,14.3,6,3,3,2,NO
61491,103,56,34,13,54.4,33.0,12.6,25,10,10,8,NO
202218,89,48,29,12,53.9,32.6,13.5,20,9,10,7,NO
92897,40,22,13,5,55.0,32.5,12.5,10,5,4,4,NO
107935,62,34,20,8,54.8,32.3,12.9,12,4,5,3,NO
1470,233,126,76,31,54.1,32.6,13.3,30,17,19,14,NO
103345,24,13,8,3,54.2,33.3,12.5,4,3,3,3,NO
26131,122,66,40,16,54.1,32.8,13.1,6,2,3,2,NO
156521,57,30,19,8,52.6,33.3,14.0,11,6,6,5,NO
213450,92,50,30,12,54.3,32.6,13.0,21,9,9,7,NO
3361,87,47,28,12,54.0,32.2,13.8,18,7,9,7,NO
199541,28,15,9,4,53.6,32.1,14.3,6,3,3,3,NO
3199,101,55,33,13,54.5,32.7,12.9,18,10,8,8,NO
106609,28,15,9,4,53.6,32.1,14.3,5,3,3,2,NO
22975,28,15,9,4,53.6,32.1,14.3,6,3,3,2,NO
1326,26,14,9,3,53.8,34.6,11.5,7,2,3,2,NO
166774,11,6,4,1,54.5,36.4,9.1,3,1,1,1,NO
38935,49,26,16,7,53.1,32.7,14.3,11,6,6,5,NO
249567,25,13,9,3,52.0,36.0,12.0,6,2,3,2,NO
204737,56,30,18,8,53.6,32.1,14.3,10,5,5,4,NO
8876,24,13,8,3,54.2,33.3,12.5,6,2,2,2,NO
144270,44,24,14,6,54.5,31.8,13.6,8,4,4,3,NO
33557,137,75,44,18,54.7,32.1,13.1,28,10,11,8,NO
23888,122,66,40,16,54.1,32.8,13.1,27,11,11,10,NO
14106,156,85,51,20,54.5,32.7,12.8,30,15,16,13,NO
33298,70,38,23,9,54.3,32.9,12.9,14,5,5,4,NO
245909,25,13,9,3,52.0,36.0,12.0,6,2,3,2,NO
28914,45,25,14,6,55.6,31.1,13.3,9,3,3,2,NO
74568,128,70,41,17,54.7,32.0,13.3,18,7,8,5,NO
87925,8,4,3,1,50.0,37.5,12.5,3,1,1,1,NO
46639,153,83,50,20,54.2,32.7,13.1,20,11,10,9,NO
103495,81,44,26,11,54.3,32.1,13.6,18,7,8,5,NO
28120,156,85,51,20,54.5,32.7,12.8,34,16,17,13,NO
32621,75,41,24,10,54.7,32.0,13.3,18,7,8,6,NO
225700,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
205748,75,41,24,10,54.7,32.0,13.3,17,7,7,5,NO
90754,73,40,24,9,54.8,32.9,12.3,18,8,7,6,NO
148024,70,38,23,9,54.3,32.9,12.9,17,6,8,6,NO
60831,52,28,17,7,53.8,32.7,13.5,13,4,4,4,NO
51533,83,45,27,11,54.2,32.5,13.3,20,8,6,6,NO
148118,43,24,14,5,55.8,32.6,11.6,12,4,4,3,NO
5307,52,28,17,7,53.8,32.7,13.5,12,4,5,3,NO
88010,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
39997,104,57,34,13,54.8,32.7,12.5,22,9,10,8,NO
105361,39,21,13,5,53.8,33.3,12.8,9,4,4,3,NO
126363,39,21,13,5,53.8,33.3,12.8,8,4,4,3,NO
130642,73,40,24,9,54.8,32.9,12.3,17,6,8,6,NO
111935,40,22,13,5,55.0,32.5,12.5,9,4,4,3,NO
56776,185,101,60,24,54.6,32.4,13.0,33,17,18,15,NO
91049,62,34,20,8,54.8,32.3,12.9,14,5,6,4,NO
19503,154,84,50,20,54.5,32.5,13.0,27,13,14,12,NO
8173,209,113,68,28,54.1,32.5,13.4,50,19,22,17,NO
157991,131,71,42,18,54.2,32.1,13.7,17,9,7,7,NO
251944,52,28,17,7,53.8,32.7,13.5,8,4,4,3,NO
78501,107,59,35,13,55.1,32.7,12.1,18,9,9,7,NO
15098,161,87,53,21,54.0,32.9,13.0,31,11,14,11,NO
125224,43,24,14,5,55.8,32.6,11.6,10,4,4,3,NO
16045,111,60,36,15,54.1,32.4,13.5,19,9,8,7,NO
152473,49,26,16,7,53.1,32.7,14.3,11,4,5,4,NO
244922,58,31,19,8,53.4,32.8,13.8,13,4,5,3,NO
129438,57,30,19,8,52.6,33.3,14.0,13,5,6,4,NO
110989,44,24,14,6,54.5,31.8,13.6,11,4,4,3,NO
39397,47,26,15,6,55.3,31.9,12.8,12,5,4,3,NO
34530,65,36,21,8,55.4,32.3,12.3,17,7,6,6,NO
225576,83,45,27,11,54.2,32.5,13.3,19,7,8,5,NO
121554,103,56,34,13,54.4,33.0,12.6,22,9,8,7,NO
101081,56,30,18,8,53.6,32.1,14.3,14,6,7,6,NO
35789,127,69,41,17,54.3,32.3,13.4,29,13,14,12,NO
26730,88,47,29,12,53.4,33.0,13.6,13,6,8,6,NO
18045,192,104,63,25,54.2,32.8,13.0,42,17,18,14,NO
110425,28,15,9,4,53.6,32.1,14.3,5,4,3,3,NO
9111,242,131,79,32,54.1,32.6,13.2,53,26,24,22,NO
87944,125,68,41,16,54.4,32.8,12.8,21,12,12,9,NO
1256,254,138,83,33,54.3,32.7,13.0,27,13,16,12,NO
149607,60,32,20,8,53.3,33.3,13.3,10,4,5,3,NO
49607,50,27,16,7,54.0,32.0,14.0,12,5,5,4,NO
236301,61,33,20,8,54.1,32.8,13.1,13,6,6,5,NO
65695,36,20,11,5,55.6,30.6,13.9,8,3,4,3,NO
13904,210,113,69,28,53.8,32.9,13.3,37,19,18,16,NO
84064,75,41,24,10,54.7,32.0,13.3,16,8,7,7,NO
64208,56,30,18,8,53.6,32.1,14.3,13,5,7,5,NO
47295,84,46,27,11,54.8,32.1,13.1,16,7,7,6,NO
140431,40,22,13,5,55.0,32.5,12.5,10,4,4,3,NO
3955,80,43,26,11,53.8,32.5,13.8,19,8,9,7,NO
209891,109,59,36,14,54.1,33.0,12.8,22,9,11,7,NO
91238,118,64,39,15,54.2,33.1,12.7,18,11,11,10,NO
2967,75,41,24,10,54.7,32.0,13.3,15,7,7,5,NO
87514,49,26,16,7,53.1,32.7,14.3,11,5,5,3,NO
63022,72,39,24,9,54.2,33.3,12.5,18,6,7,5,NO
181559,52,28,17,7,53.8,32.7,13.5,13,4,6,4,NO
4041,233,126,76,31,54.1,32.6,13.3,49,20,23,15,NO
105493,49,26,16,7,53.1,32.7,14.3,11,4,5,3,NO
90419,73,40,24,9,54.8,32.9,12.3,17,6,7,5,NO
170694,81,44,26,11,54.3,32.1,13.6,18,9,9,7,NO
85731,89,48,29,12,53.9,32.6,13.5,20,9,10,8,NO
97704,34,19,11,4,55.9,32.4,11.8,8,3,3,2,NO
82742,58,31,19,8,53.4,32.8,13.8,10,4,6,4,NO
132207,49,26,16,7,53.1,32.7,14.3,14,6,5,5,NO
43391,135,73,44,18,54.1,32.6,13.3,28,15,14,12,NO
199731,64,35,21,8,54.7,32.8,12.5,16,6,6,5,NO
170921,50,27,16,7,54.0,32.0,14.0,10,4,5,4,NO
37184,160,87,52,21,54.4,32.5,13.1,34,14,16,11,NO
69328,73,40,24,9,54.8,32.9,12.3,19,7,7,6,NO
111692,78,42,26,10,53.8,33.3,12.8,20,8,8,7,NO
30163,81,44,26,11,54.3,32.1,13.6,18,8,8,7,NO
19441,110,59,36,15,53.6,32.7,13.6,24,9,12,9,NO
8568,200,109,65,26,54.5,32.5,13.0,42,19,18,15,NO
133948,43,24,14,5,55.8,32.6,11.6,10,5,4,4,NO
232957,32,18,10,4,56.2,31.2,12.5,9,3,3,3,NO
93620,40,22,13,5,55.0,32.5,12.5,9,4,5,4,NO
1865,137,75,44,18,54.7,32.1,13.1,29,12,15,10,NO
172258,36,20,11,5,55.6,30.6,13.9,8,4,3,2,NO
89325,80,43,26,11,53.8,32.5,13.8,11,7,6,5,NO
74407,131,71,43,17,54.2,32.8,13.0,28,13,13,10,NO
117331,34,19,11,4,55.9,32.4,11.8,6,2,2,2,NO
240964,32,18,10,4,56.2,31.2,12.5,8,3,3,2,NO
139083,35,19,11,5,54.3,31.4,14.3,7,3,3,2,NO
15259,142,77,46,19,54.2,32.4,13.4,27,15,15,12,NO
174478,42,23,14,5,54.8,33.3,11.9,12,5,4,4,NO
24323,68,37,22,9,54.4,32.4,13.2,16,6,7,5,NO
70461,40,22,13,5,55.0,32.5,12.5,10,4,4,3,NO
238494,50,27,16,7,54.0,32.0,14.0,11,4,5,3,NO
181433,35,19,11,5,54.3,31.4,14.3,8,3,3,2,NO
256639,58,31,19,8,53.4,32.8,13.8,7,5,5,5,NO
213336,28,15,9,4,53.6,32.1,14.3,4,3,3,2,NO
35841,89,48,29,12,53.9,32.6,13.5,19,7,7,6,NO
240920,47,26,15,6,55.3,31.9,12.8,11,4,4,3,NO
66605,20,11,6,3,55.0,30.0,15.0,4,2,2,1,NO
79585,50,27,16,7,54.0,32.0,14.0,10,4,5,3,NO
225670,32,18,10,4,56.2,31.2,12.5,5,1,2,1,NO
225189,34,19,11,4,55.9,32.4,11.8,7,3,3,2,NO
264523,49,26,16,7,53.1,32.7,14.3,11,4,5,3,NO
71134,42,23,14,5,54.8,33.3,11.9,10,5,4,4,NO
140900,40,22,13,5,55.0,32.5,12.5,9,4,4,4,NO
182016,56,30,18,8,53.6,32.1,14.3,3,1,1,1,NO
33780,34,19,11,4,55.9,32.4,11.8,7,3,3,2,NO
166728,15,9,5,1,60.0,33.3,6.7,4,1,1,1,NO
154961,39,21,13,5,53.8,33.3,12.8,6,3,3,2,NO
126674,25,13,9,3,52.0,36.0,12.0,6,3,3,3,NO
229001,36,20,11,5,55.6,30.6,13.9,8,3,3,2,NO
100253,30,16,10,4,53.3,33.3,13.3,7,4,3,3,NO
207931,49,26,16,7,53.1,32.7,14.3,8,4,4,2,NO
56573,28,15,9,4,53.6,32.1,14.3,6,3,3,2,NO
70554,31,17,10,4,54.8,32.3,12.9,8,3,3,3,NO
102422,64,35,21,8,54.7,32.8,12.5,14,7,7,6,NO
55120,24,13,8,3,54.2,33.3,12.5,4,2,3,2,NO
1623,88,47,29,12,53.4,33.0,13.6,20,9,9,9,NO
257344,4,3,1,0,75.0,25.0,0.0,1,0,0,0,NO
162311,52,28,17,7,53.8,32.7,13.5,11,5,6,5,NO
153359,64,35,21,8,54.7,32.8,12.5,11,5,6,4,NO
27066,18,10,6,2,55.6,33.3,11.1,4,1,2,1,NO
174836,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
213330,47,26,15,6,55.3,31.9,12.8,12,4,4,3,NO
68106,39,21,13,5,53.8,33.3,12.8,8,4,4,3,NO
30378,65,36,21,8,55.4,32.3,12.3,13,5,6,4,NO
41303,3,2,1,0,66.7,33.3,0.0,1,0,0,0,NO
5511,100,54,33,13,54.0,33.0,13.0,16,6,8,6,NO
80646,42,23,14,5,54.8,33.3,11.9,7,4,3,3,NO
233890,11,6,4,1,54.5,36.4,9.1,3,1,1,1,NO
2391,547,296,179,72,54.1,32.7,13.2,45,30,33,27,NO
4400,244,132,80,32,54.1,32.8,13.1,42,20,24,18,NO
41640,185,101,60,24,54.6,32.4,13.0,40,16,18,15,NO
29055,263,142,86,35,54.0,32.7,13.3,42,21,20,17,NO
53035,135,73,44,18,54.1,32.6,13.3,28,14,14,11,NO
24008,141,76,46,19,53.9,32.6,13.5,34,14,15,11,NO
67265,184,100,60,24,54.3,32.6,13.0,35,17,19,16,NO
42375,88,47,29,12,53.4,33.0,13.6,13,7,6,5,NO
4402,424,230,139,55,54.2,32.8,13.0,72,37,40,31,NO
2862,353,192,115,46,54.4,32.6,13.0,56,27,27,22,NO
4239,471,256,154,61,54.4,32.7,13.0,59,31,32,29,NO
180802,123,67,40,16,54.5,32.5,13.0,22,11,11,10,NO
437,175,95,57,23,54.3,32.6,13.1,23,14,14,13,NO
68967,53,29,17,7,54.7,32.1,13.2,11,5,5,4,NO
15439,84,46,27,11,54.8,32.1,13.1,20,9,9,7,NO
121067,84,46,27,11,54.8,32.1,13.1,17,8,9,7,NO
67113,75,41,24,10,54.7,32.0,13.3,10,4,4,3,NO
221402,93,51,30,12,54.8,32.3,12.9,19,8,9,6,NO
113460,123,67,40,16,54.5,32.5,13.0,24,11,13,9,NO
34376,73,40,24,9,54.8,32.9,12.3,13,5,6,5,NO
112206,75,41,24,10,54.7,32.0,13.3,17,7,8,6,NO
183893,57,30,19,8,52.6,33.3,14.0,13,5,6,4,NO
72908,100,54,33,13,54.0,33.0,13.0,23,10,10,7,NO
912,192,104,63,25,54.2,32.8,13.0,37,16,16,13,NO
62004,119,64,39,16,53.8,32.8,13.4,29,12,12,11,NO
165989,136,74,44,18,54.4,32.4,13.2,24,12,12,10,NO
164172,68,37,22,9,54.4,32.4,13.2,14,7,8,7,NO
72791,131,71,42,18,54.2,32.1,13.7,28,12,13,9,NO
91194,121,65,40,16,53.7,33.1,13.2,27,11,11,9,NO
21033,47,26,15,6,55.3,31.9,12.8,11,6,5,5,NO
47727,47,26,15,6,55.3,31.9,12.8,11,4,4,3,NO
90135,80,43,26,11,53.8,32.5,13.8,18,9,9,7,NO
39863,228,124,74,30,54.4,32.5,13.2,25,13,13,12,NO
142250,47,26,15,6,55.3,31.9,12.8,9,2,3,2,NO
185841,32,18,10,4,56.2,31.2,12.5,7,3,2,2,NO
86901,107,59,35,13,55.1,32.7,12.1,20,9,10,7,NO
102137,56,30,18,8,53.6,32.1,14.3,14,7,6,6,NO
23632,104,57,34,13,54.8,32.7,12.5,22,11,10,9,NO
148499,45,25,14,6,55.6,31.1,13.3,10,5,5,4,NO
37772,20,11,6,3,55.0,30.0,15.0,4,2,2,1,NO
98104,84,46,27,11,54.8,32.1,13.1,14,6,8,6,NO
47780,109,59,36,14,54.1,33.0,12.8,23,10,10,9,NO
16273,183,99,60,24,54.1,32.8,13.1,37,15,13,11,NO
20159,215,117,70,28,54.4,32.6,13.0,33,20,19,17,NO
160601,95,52,31,12,54.7,32.6,12.6,22,9,10,8,NO
249420,52,28,17,7,53.8,32.7,13.5,10,3,4,2,NO
63023,131,71,42,18,54.2,32.1,13.7,32,14,14,13,NO
13358,275,149,90,36,54.2,32.7,13.1,37,21,19,18,NO
45166,76,42,25,9,55.3,32.9,11.8,19,6,7,5,NO
119018,93,51,30,12,54.8,32.3,12.9,17,9,9,8,NO
253482,47,26,15,6,55.3,31.9,12.8,11,5,4,4,NO
2504,45,25,14,6,55.6,31.1,13.3,8,5,3,3,NO
69904,125,68,41,16,54.4,32.8,12.8,28,11,11,9,NO
257357,62,34,20,8,54.8,32.3,12.9,12,4,5,4,NO
60490,64,35,21,8,54.7,32.8,12.5,15,6,6,5,NO
61138,93,51,30,12,54.8,32.3,12.9,20,9,9,7,NO
142771,49,26,16,7,53.1,32.7,14.3,11,4,5,3,NO
171577,32,18,10,4,56.2,31.2,12.5,7,3,4,3,NO
175962,50,27,16,7,54.0,32.0,14.0,12,4,5,3,NO
233489,56,30,18,8,53.6,32.1,14.3,14,7,8,7,NO
40994,87,47,28,12,54.0,32.2,13.8,19,8,9,6,NO
122205,64,35,21,8,54.7,32.8,12.5,15,5,6,4,NO
82417,84,46,27,11,54.8,32.1,13.1,8,7,5,5,NO
174351,50,27,16,7,54.0,32.0,14.0,12,5,5,4,NO
37027,49,26,16,7,53.1,32.7,14.3,11,5,5,3,NO
1054,211,114,69,28,54.0,32.7,13.3,41,14,14,13,NO
32251,43,24,14,5,55.8,32.6,11.6,11,3,4,3,NO
212239,17,9,6,2,52.9,35.3,11.8,3,1,2,1,NO
204298,45,25,14,6,55.6,31.1,13.3,11,6,4,4,NO
128194,36,20,11,5,55.6,30.6,13.9,5,2,2,1,NO
154135,43,24,14,5,55.8,32.6,11.6,5,3,3,2,NO
227953,58,31,19,8,53.4,32.8,13.8,14,6,7,5,NO
76342,24,13,8,3,54.2,33.3,12.5,6,2,2,2,NO
888,52,28,17,7,53.8,32.7,13.5,9,5,5,5,NO
215706,76,42,25,9,55.3,32.9,11.8,19,7,7,6,NO
24468,50,27,16,7,54.0,32.0,14.0,12,5,5,4,NO
89442,76,42,25,9,55.3,32.9,11.8,18,7,7,6,NO
20528,96,53,31,12,55.2,32.3,12.5,19,7,7,6,NO
1495,57,30,19,8,52.6,33.3,14.0,12,4,5,4,NO
184060,75,41,24,10,54.7,32.0,13.3,17,7,7,6,NO
240807,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
210119,72,39,24,9,54.2,33.3,12.5,16,7,7,6,NO
221305,50,27,16,7,54.0,32.0,14.0,12,5,5,4,NO
137464,88,47,29,12,53.4,33.0,13.6,16,8,8,6,NO
13323,53,29,17,7,54.7,32.1,13.2,10,5,5,3,NO
162282,43,24,14,5,55.8,32.6,11.6,10,4,4,3,NO
85890,62,34,20,8,54.8,32.3,12.9,15,5,6,4,NO
248440,26,14,9,3,53.8,34.6,11.5,6,3,3,3,NO
77191,83,45,27,11,54.2,32.5,13.3,17,6,7,4,NO
122431,45,25,14,6,55.6,31.1,13.3,7,3,3,2,NO
202028,35,19,11,5,54.3,31.4,14.3,8,3,2,2,NO
91257,73,40,24,9,54.8,32.9,12.3,16,6,6,4,NO
78766,64,35,21,8,54.7,32.8,12.5,15,5,6,4,NO
61854,26,14,9,3,53.8,34.6,11.5,6,3,3,3,NO
91021,25,13,9,3,52.0,36.0,12.0,5,2,3,2,NO
53390,40,22,13,5,55.0,32.5,12.5,10,4,4,3,NO
195978,11,6,4,1,54.5,36.4,9.1,3,1,1,1,NO
193663,35,19,11,5,54.3,31.4,14.3,8,3,3,2,NO
147131,32,18,10,4,56.2,31.2,12.5,8,3,3,2,NO
216264,39,21,13,5,53.8,33.3,12.8,9,4,4,3,NO
62654,69,37,23,9,53.6,33.3,13.0,15,7,7,6,NO
135491,70,38,23,9,54.3,32.9,12.9,14,5,6,5,NO
53505,103,56,34,13,54.4,33.0,12.6,23,11,10,9,NO
140823,18,10,6,2,55.6,33.3,11.1,4,1,2,1,NO
149309,49,26,16,7,53.1,32.7,14.3,13,6,5,5,NO
134059,42,23,14,5,54.8,33.3,11.9,10,3,4,3,NO
53057,18,10,6,2,55.6,33.3,11.1,4,1,1,1,NO
108728,64,35,21,8,54.7,32.8,12.5,15,5,6,5,NO
166127,44,24,14,6,54.5,31.8,13.6,9,5,4,3,NO
13081,91,49,30,12,53.8,33.0,13.2,18,9,11,8,NO
69724,14,7,5,2,50.0,35.7,14.3,3,1,2,1,NO
18473,57,30,19,8,52.6,33.3,14.0,7,3,3,3,NO
12128,24,13,8,3,54.2,33.3,12.5,6,2,3,2,NO
24525,99,54,32,13,54.5,32.3,13.1,20,8,9,7,NO
173192,40,22,13,5,55.0,32.5,12.5,8,4,5,4,NO
46216,32,18,10,4,56.2,31.2,12.5,6,3,3,2,NO
202237,30,16,10,4,53.3,33.3,13.3,7,3,3,2,NO
57107,50,27,16,7,54.0,32.0,14.0,10,4,5,3,NO
18277,109,59,36,14,54.1,33.0,12.8,15,6,6,4,NO
