userId,timestamp,poiId,poiCategories,poiSubcategories,eventType,duration,referrer,transactionId,amount,currency,paymentMethod,rating,reviewText,userLongitude,userLatitude
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-16T00:56:00,50d2aff6e4b07c38e4f2400b,Salon / Barbershop,,review,,,,,,,3,Could be better.,103.836188,1.290641
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-01-31T06:20:00,4db95f8b4b22a2fe44f03c5e,Nightlife Spot,,review,,,,,,,2,Loved it!,103.871682,1.314338
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-02-24T20:34:00,4c8dc5af1992a1cdba2fd8fb,Salon / Barbershop,,review,,,,,,,5,Loved it!,103.934523,1.328652
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-03-11T11:45:00,4e9440b230f866d486a1c5a9,Argentinian Restaurant,,review,,,,,,,5,Could be better.,103.952857,1.375041
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-03-22T20:13:00,4b305537f964a520fef824e3,Food Court,,review,,,,,,,2,Average experience.,103.846593,1.279146
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-03-28T02:59:00,4bf677695efe2d7fe1246734,Dumpling Restaurant,,review,,,,,,,5,Not bad.,103.905148,1.301268
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-05-05T19:26:00,4eb4334b9a52ad1e3e67355a,Nightclub,,review,,,,,,,3,Loved it!,103.840972,1.302057
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-08T02:18:00,4d404d0746775481e69356f4,Resort,,review,,,,,,,1,Would visit again.,103.953746,1.377434
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-14T10:25:00,4b88f75df964a520b31532e3,Bakery,,view,298,ad,,,,,,,103.821759,1.263498
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-06-11T17:19:00,4e75a84be4cd3254376a16e7,Arts & Entertainment,,view,564,recommendation,,,,,,,103.931957,1.375873
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-03-26T16:01:00,4c12403ba9c220a1b695539d,Japanese Restaurant,,view,99,recommendation,,,,,,,103.841318,1.293264
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-02-10T19:52:00,4d96ae51942ba093871d5a8c,Spa / Massage,,view,82,search,,,,,,,103.844782,1.277177
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-04-23T00:16:00,4cda29094006a1436010d0b2,Asian Restaurant,,view,588,friend,,,,,,,103.798361,1.304342
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-03-10T05:02:00,4f1dfed6e4b03f8d848e2d2f,Parking,,view,356,ad,,,,,,,103.894051,1.374202
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-06-11T20:50:00,4d8a90e1f607a09308a90287,College Residence Hall,,view,456,search,,,,,,,103.900853,1.327035
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-11T17:28:00,4bc902eb511f95219cf3acc7,High School,,view,106,recommendation,,,,,,,103.837502,1.286558
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-16T00:50:00,4ce6638dd99f721eaa7ea373,Asian Restaurant,,view,527,ad,,,,,,,103.847237,1.299387
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-01-04T04:38:00,4bb95947935e952166172790,Bakery,,view,126,ad,,,,,,,103.928862,1.346774
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-03-21T10:30:00,4d2c19b277a2a1cdf19082b7,Basketball Court,,view,427,search,,,,,,,103.956208,1.335513
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-02-25T10:50:00,50b047fe498e8cffe1b46c0b,Turkish Restaurant,,view,479,recommendation,,,,,,,103.84995,1.302088
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-01-05T05:05:00,4d55de39a05c3704c266be87,Coffee Shop,,view,119,search,,,,,,,103.939169,1.326638
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-05T10:15:00,4e92dd966da1ee438498343e,Caf,,view,549,friend,,,,,,,103.831773,1.304878
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-01-13T09:32:00,4dc65c36d22dafda2fbc18fa,Government Building,,view,90,search,,,,,,,103.912635,1.322906
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-06-07T00:05:00,4e831b05823190810b7c6f68,Sushi Restaurant,,view,547,search,,,,,,,103.852822,1.294784
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-04-24T10:42:00,4b762534f964a520dc3f2ee3,Caf,,view,59,recommendation,,,,,,,103.832238,1.293459
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-06-28T17:29:00,4b1e0997f964a520f81624e3,Coffee Shop,,view,531,recommendation,,,,,,,103.849935,1.301779
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-02-25T02:45:00,50337ca3e4b020d49f07ec1e,French Restaurant,,view,498,search,,,,,,,103.788157,1.305206
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-03-23T08:42:00,4b72a1a6f964a5204a812de3,Sushi Restaurant,,view,529,search,,,,,,,103.904132,1.300658
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-03-22T18:41:00,4d21a60ad7b0b1f7bab61e9f,Other Great Outdoors,,view,415,friend,,,,,,,103.891763,1.373248
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-04-08T00:45:00,4b554172f964a520fddf27e3,Soup Place,,view,111,recommendation,,,,,,,103.846334,1.276845
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-01-03T23:59:00,4bd6c7906f6495218c4971ec,Asian Restaurant,,view,599,search,,,,,,,103.945032,1.353807
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-06T21:34:00,4d8c5e663753548131ed4f56,Bookstore,,view,301,search,,,,,,,103.764776,1.315093
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-06-16T21:41:00,4b910121f964a5209e9e33e3,Ice Cream Shop,,view,567,ad,,,,,,,103.832141,1.293457
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-13T04:49:00,4cf629f0eb096ea8e9c0c348,Bar,,view,345,search,,,,,,,103.835028,1.310891
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-04-10T13:47:00,4b76c2f0f964a520475d2ee3,Temple,,view,184,ad,,,,,,,103.901159,1.312597
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-04-02T17:10:00,515bb397e4b0c64c190bc0a1,Department Store,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_3737,90.92,SGD,Debit Card,,,103.959707,1.340398
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-01-04T23:52:00,5023a6e9e4b09c2bc1093d6f,Gastropub,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_9492,199.56,SGD,Debit Card,,,103.963197,1.334179
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-03-09T01:33:00,4c71e22d376da0936034a5c6,Women's Store,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_9671,190.57,SGD,Mobile Pay,,,103.857816,1.291864
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-04-30T08:44:00,4e315d36d22da369813491ea,Boutique,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_2396,102.42,SGD,Mobile Pay,,,103.835152,1.302942
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-07T09:39:00,4f700c19e4b0d638a3608f4b,School,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_3240,110.43,SGD,Debit Card,,,103.938812,1.378984
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-02-25T16:47:00,51b4c3c6498ecf6acd4cabe0,Lounge,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_9454,117.04,SGD,Mobile Pay,,,103.853422,1.299424
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-01-21T08:06:00,4dfc170118a8eee4fe3b8ddd,Playground,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_8569,163.54,SGD,Credit Card,,,103.821091,1.263423
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-10T15:45:00,4e4722fb45dd2955e5a25fbb,Professional & Other Places,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_7426,23.55,SGD,Credit Card,,,103.914374,1.394032
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-06-03T08:32:00,4f70728fe4b060033502104e,General Travel,,transaction,,,TXN_4624deb6-1e42-4a14-8afa-ff61ab296ba9_3812,74.39,SGD,Cash,,,103.946028,1.329551
4624deb6-1e42-4a14-8afa-ff61ab296ba9,2024-05-01T21:30:00,4ee8510fb8f756f1d0ebd4d2,Coffee Shop,,review,,,,,,,4,Average experience.,103.8499,1.332074
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-05-09T00:03:00,4da9725543a1128196dd0ae5,Restaurant,,view,579,ad,,,,,,,103.849962,1.290484
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-01-12T12:12:00,4bea9d26a9900f47beab1640,Indian Restaurant,,view,295,search,,,,,,,103.848043,1.289652
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-05-05T02:06:00,4c161032a5eb76b0af28c4b7,Bar,,view,536,friend,,,,,,,103.848228,1.283939
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-02-24T12:13:00,4d075aaa26adb1f72e41e170,Thai Restaurant,,view,92,ad,,,,,,,103.865301,1.303166
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-06-11T08:36:00,4ba4de2ff964a520f3bc38e3,Ice Cream Shop,,view,126,recommendation,,,,,,,103.813634,1.322619
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-02-01T12:59:00,4c0f7fb87189c928601adab6,Salon / Barbershop,,view,195,ad,,,,,,,103.932778,1.32559
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-05-31T19:06:00,4cb409c1eb65b1f77c5e87cd,Dentist's Office,,view,27,search,,,,,,,103.817027,1.289176
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-01-10T17:46:00,4cd8d0121891236ad75b380b,Asian Restaurant,,view,563,search,,,,,,,103.847227,1.27952
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-03-17T18:53:00,4d48ba1da0ef5481fffeeaf6,Temple,,view,119,recommendation,,,,,,,103.840349,1.292952
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-03-10T13:28:00,50d5936ee4b0ca3033c6bd23,Ramen /  Noodle House,,view,106,friend,,,,,,,103.839149,1.298757
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-02-13T08:44:00,4c293ba23492a5935aa9b828,Police Station,,view,541,recommendation,,,,,,,103.800738,1.296469
3fb44b29-47e5-40a7-a9d1-183a447e7c26,2024-03-19T11:19:00,4be11212c1732d7fcb3a5b9a,Bridge,,view,474,recommendation,,,,,,,103.854747,1.29929
