place_id,poiId,category,subcategory
4b0b4960f964a520f02f23e3,POI-10,Coffee Shop,
4b0b5f56f964a520ea3023e3,POI-10,Coffee Shop,
4b0b688cf964a5202c3123e3,POI-75,Bowling Alley,
4b0b76e3f964a520b63123e3,POI-76,Deli / Bodega,
4b0b8dcbf964a5203e3223e3,POI-57,Miscellaneous Shop,
4b0bc793f964a520963323e3,POI-18,Indian Restaurant,
4b0bc9bff964a520a53323e3,POI-77,Sushi Restaurant,
4b0bcea6f964a520c93323e3,POI-42,Food Court,
4b0bcf2af964a520cd3323e3,POI-17,Chinese Restaurant,
4b0bd1adf964a520e53323e3,POI-66,Grocery Store,
4b0c479bf964a5205f3a23e3,POI-13,Diner,
4b0c8f35f964a520403f23e3,POI-57,Miscellaneous Shop,
4b0c929ff964a5207f3f23e3,POI-57,Miscellaneous Shop,
4b0cb8abf964a520524123e3,POI-72,Vietnamese Restaurant,
4b0cc333f964a520b04123e3,POI-10,Coffee Shop,
4b0cd2b0f964a520174223e3,POI-74,Fast Food Restaurant,
4b0cda2cf964a520314223e3,POI-42,Food Court,
4b0cde52f964a5204f4223e3,POI-37,Thai Restaurant,
4b0ce68ef964a5207d4223e3,POI-19,French Restaurant,
4b0cf624f964a520db4223e3,POI-67,Gym,
4b0d067af964a5204c4323e3,POI-17,Chinese Restaurant,
4b0d0f76f964a520834323e3,POI-38,Middle Eastern Restaurant,
4b0d1923f964a520cf4323e3,POI-42,Food Court,
4b0d4e8df964a520004623e3,POI-38,Middle Eastern Restaurant,
4b0d4edff964a520074623e3,POI-13,Diner,
4b0d4f60f964a520124623e3,POI-24,Malaysian Restaurant,
4b0d4fc2f964a5201a4623e3,POI-39,Restaurant,
4b0d51abf964a5203b4623e3,POI-78,Moroccan Restaurant,
4b0d51d0f964a5203c4623e3,POI-24,Malaysian Restaurant,
4b0d53daf964a520664623e3,POI-11,Nightclub,
4b0d542cf964a5206c4623e3,POI-79,Food,
4b0d59c8f964a520c94623e3,POI-11,Nightclub,
4b0d7205f964a5207c4823e3,POI-10,Coffee Shop,
4b0dc77bf964a520fd4f23e3,POI-74,Fast Food Restaurant,
4b0dfb39f964a5207a5323e3,POI-36,Asian Restaurant,
4b0e09ccf964a5203e5423e3,POI-42,Food Court,
4b0e51a0f964a520c35623e3,POI-1,Wine Bar,
4b0e9296f964a520985823e3,POI-10,Coffee Shop,
4b0eb4f5f964a520e15923e3,POI-9,Rock Club,
4b0eb548f964a520e45923e3,POI-37,Thai Restaurant,
4b0eb596f964a520ea5923e3,POI-17,Chinese Restaurant,
4b0f4e2cf964a5205c6123e3,POI-80,Ice Cream Shop,
4b0f960df964a5206b6323e3,POI-66,Grocery Store,
4b0fa831f964a520e36323e3,POI-7,American Restaurant,
4b0fb805f964a5204f6423e3,POI-36,Asian Restaurant,
4b0fb901f964a520586423e3,POI-36,Asian Restaurant,
4b0fded6f964a520b36523e3,POI-14,Pub,
4b107e74f964a520af7123e3,POI-42,Food Court,
4b10ca16f964a520c27523e3,POI-10,Coffee Shop,
4b10eae4f964a520ba7623e3,POI-2,Bar,
4b10f592f964a520007723e3,POI-78,Moroccan Restaurant,
4b10f89cf964a520187723e3,POI-17,Chinese Restaurant,
4b110f06f964a520cb7723e3,POI-2,Bar,
4b1112d0f964a520ed7723e3,POI-33,Italian Restaurant,
4b112541f964a520647823e3,POI-40,Seafood Restaurant,
4b11258cf964a520667823e3,POI-66,Grocery Store,
4b11cf3af964a520228523e3,POI-10,Coffee Shop,
4b11d223f964a520618523e3,POI-81,Steakhouse,
4b11db40f964a520108623e3,POI-36,Asian Restaurant,
4b12192df964a5200a8923e3,POI-17,Chinese Restaurant,
4b121b7bf964a520148923e3,POI-57,Miscellaneous Shop,
4b121cf3f964a5201d8923e3,POI-49,Multiplex,
4b125b84f964a5207c8923e3,POI-17,Chinese Restaurant,
4b126b57f964a520bf8923e3,POI-37,Thai Restaurant,
4b12701ff964a520e28923e3,POI-40,Seafood Restaurant,
4b127a80f964a520238a23e3,POI-82,Swiss Restaurant,
4b12a2eff964a520a88b23e3,POI-42,Food Court,
4b13387af964a520a29523e3,POI-17,Chinese Restaurant,
4b13501df964a520529623e3,POI-10,Coffee Shop,
4b135408f964a520669623e3,POI-44,Burger Joint,
4b136376f964a520c39623e3,POI-36,Asian Restaurant,
4b1374d9f964a520229723e3,POI-14,Pub,
4b137d66f964a5205a9723e3,POI-42,Food Court,
4b138182f964a520719723e3,POI-80,Ice Cream Shop,
4b138667f964a5208b9723e3,POI-17,Chinese Restaurant,
4b13c8abf964a520219923e3,POI-17,Chinese Restaurant,
4b13cfaef964a520649923e3,POI-14,Pub,
4b13e1a8f964a5200f9a23e3,POI-35,Dim Sum Restaurant,
4b13fe99f964a520659b23e3,POI-42,Food Court,
4b149085f964a520a1a423e3,POI-13,Diner,
4b14ea7ff964a52058a723e3,POI-39,Restaurant,
4b14ed7cf964a52067a723e3,POI-67,Gym,
4b150380f964a520d5a723e3,POI-17,Chinese Restaurant,
4b15085cf964a520f3a723e3,POI-40,Seafood Restaurant,
4b1511b5f964a52028a823e3,POI-2,Bar,
4b1527a8f964a520c8a823e3,POI-2,Bar,
4b152df8f964a52007a923e3,POI-36,Asian Restaurant,
4b153116f964a5201fa923e3,POI-81,Steakhouse,
4b1583a4f964a520f7ad23e3,POI-41,Ramen /  Noodle House,
4b15e0b0f964a52041b523e3,POI-74,Fast Food Restaurant,
4b15e579f964a52066b523e3,POI-6,Tea Room,
4b15eef7f964a520d0b523e3,POI-37,Thai Restaurant,
4b15f711f964a5201ab623e3,POI-70,Korean Restaurant,
4b15fe59f964a5205cb623e3,POI-10,Coffee Shop,
4b163096f964a52071b723e3,POI-10,Coffee Shop,
4b163a0ff964a520b1b723e3,POI-83,Fried Chicken Joint,
4b16493af964a52000b823e3,POI-40,Seafood Restaurant,
4b164beef964a52013b823e3,POI-17,Chinese Restaurant,
4b165eb6f964a5207eb823e3,POI-84,Boutique,
4b166304f964a5209ab823e3,POI-45,Indonesian Restaurant,
4b1668c1f964a520c2b823e3,POI-37,Thai Restaurant,
4b16fdb2f964a52094c023e3,POI-42,Food Court,
4b170f95f964a520a6c123e3,POI-10,Coffee Shop,
4b171e81f964a5209ec223e3,POI-85,Furniture / Home Store,
4b174528f964a52068c423e3,POI-44,Burger Joint,
4b176970f964a52055c523e3,POI-83,Fried Chicken Joint,
4b178b50f964a52047c623e3,POI-17,Chinese Restaurant,
4b179695f964a5208bc623e3,POI-17,Chinese Restaurant,
4b17a944f964a520e0c623e3,POI-41,Ramen /  Noodle House,
4b17a978f964a520e1c623e3,POI-26,Park,
4b17b641f964a5205ec723e3,POI-86,Market,
4b17c277f964a520dcc723e3,POI-46,Japanese Restaurant,
4b17cff9f964a5206dc823e3,POI-24,Malaysian Restaurant,
4b17d658f964a520b6c823e3,POI-22,Dessert Shop,
4b1814a9f964a520a7cc23e3,POI-14,Pub,
4b187748f964a52015d323e3,POI-67,Gym,
4b189579f964a52055d423e3,POI-73,Electronics Store,
4b18cff2f964a520f3d523e3,POI-73,Electronics Store,
4b18f2e6f964a520acd623e3,POI-49,Multiplex,
4b18f680f964a520c2d623e3,POI-17,Chinese Restaurant,
4b190555f964a5203bd723e3,POI-2,Bar,
4b19cf66f964a52095e423e3,POI-26,Park,
4b19f7f9f964a520a0e623e3,POI-53,Department Store,
4b19fc3bf964a520cbe623e3,POI-18,Indian Restaurant,
4b1a2166f964a520b3e723e3,POI-10,Coffee Shop,
4b1a4b90f964a520b6e823e3,POI-17,Chinese Restaurant,
4b1a9097f964a5206cec23e3,POI-14,Pub,
4b1b2484f964a520cbf823e3,POI-17,Chinese Restaurant,
4b1b68cbf964a5204afb23e3,POI-53,Department Store,
4b1b93b6f964a52006fc23e3,POI-44,Burger Joint,
4b1b9e03f964a5203cfc23e3,POI-42,Food Court,
4b1ba314f964a52058fc23e3,POI-14,Pub,
4b1ba4cbf964a52064fc23e3,POI-42,Food Court,
4b1bb46bf964a520bffc23e3,POI-7,American Restaurant,
4b1bc6bef964a52052fd23e3,POI-67,Gym,
4b1be531f964a520acfe23e3,POI-42,Food Court,
4b1c7842f964a520af0724e3,POI-36,Asian Restaurant,
4b1c7c0af964a520d50724e3,POI-17,Chinese Restaurant,
4b1c8338f964a5200d0824e3,POI-2,Bar,
4b1c84f5f964a5201b0824e3,POI-42,Food Court,
4b1c8f65f964a5206c0824e3,POI-41,Ramen /  Noodle House,
4b1cc689f964a520a40924e3,POI-87,Car Dealership,
4b1cecc1f964a520800a24e3,POI-74,Fast Food Restaurant,
4b1cecd2f964a520810a24e3,POI-17,Chinese Restaurant,
4b1d013cf964a520190b24e3,POI-2,Bar,
4b1da4fff964a520751324e3,POI-21,Lounge,
4b1dbca2f964a5209a1424e3,POI-77,Sushi Restaurant,
4b1dbccaf964a5209c1424e3,POI-83,Fried Chicken Joint,
4b1dbce4f964a5209f1424e3,POI-74,Fast Food Restaurant,
4b1dbd35f964a520a71424e3,POI-74,Fast Food Restaurant,
4b1dbd6df964a520ac1424e3,POI-66,Grocery Store,
4b1dbda8f964a520af1424e3,POI-33,Italian Restaurant,
4b1dbdb7f964a520b01424e3,POI-46,Japanese Restaurant,
4b1dbdcaf964a520b21424e3,POI-32,Pizza Place,
4b1dbdd6f964a520b31424e3,POI-10,Coffee Shop,
4b1dbe09f964a520b91424e3,POI-17,Chinese Restaurant,
4b1dbe22f964a520bb1424e3,POI-88,Sandwich Place,
4b1dbe47f964a520be1424e3,POI-22,Dessert Shop,
4b1dbecdf964a520c01424e3,POI-89,Arcade,
4b1dc85cf964a520401524e3,POI-73,Electronics Store,
4b1dc87ef964a520421524e3,POI-73,Electronics Store,
4b1de584f964a5202c1624e3,POI-68,Gym / Fitness Center,
4b1df93ff964a520921624e3,POI-54,Clothing Store,
4b1e00b3f964a520c31624e3,POI-84,Boutique,
4b1e08aef964a520f21624e3,POI-46,Japanese Restaurant,
4b1e0997f964a520f81624e3,POI-10,Coffee Shop,
4b1e0c0bf964a5200c1724e3,POI-46,Japanese Restaurant,
4b1e1a18f964a5206e1724e3,POI-73,Electronics Store,
4b1e1cadf964a520731724e3,POI-10,Coffee Shop,
4b1e4900f964a520671824e3,POI-41,Ramen /  Noodle House,
4b1e4a74f964a520701824e3,POI-46,Japanese Restaurant,
4b1e7356f964a5201f1a24e3,POI-42,Food Court,
4b1f21a6f964a520432424e3,POI-42,Food Court,
4b1f4e15f964a5205b2524e3,POI-10,Coffee Shop,
4b1f716bf964a520512624e3,POI-10,Coffee Shop,
4b1f722ef964a520532624e3,POI-10,Coffee Shop,
4b1f9ac6f964a5204d2724e3,POI-63,Bakery,
4b1fa51bf964a520a82724e3,POI-67,Gym,
4b1fa81ff964a520c62724e3,POI-42,Food Court,
4b205d0af964a520433124e3,POI-74,Fast Food Restaurant,
4b20780af964a520853224e3,POI-24,Malaysian Restaurant,
4b208a93f964a5200c3324e3,POI-37,Thai Restaurant,
4b20c0b7f964a5206a3424e3,POI-28,Plaza,
4b21902cf964a520ff3d24e3,POI-36,Asian Restaurant,
4b21ac37f964a520e43f24e3,POI-74,Fast Food Restaurant,
4b21b791f964a520954024e3,POI-17,Chinese Restaurant,
4b21d6abf964a520db4124e3,POI-42,Food Court,
4b2205d9f964a5202b4324e3,POI-90,Light Rail,
4b222e40f964a520374424e3,POI-77,Sushi Restaurant,
4b2230fcf964a5204e4424e3,POI-39,Restaurant,
4b223794f964a520784424e3,POI-36,Asian Restaurant,
4b2237e8f964a5207b4424e3,POI-77,Sushi Restaurant,
4b2255ddf964a520ab4524e3,POI-39,Restaurant,
4b225e4ef964a520024624e3,POI-42,Food Court,
4b23154af964a520195324e3,POI-10,Coffee Shop,
4b231bc2f964a520635324e3,POI-10,Coffee Shop,
4b234249f964a520bd5424e3,POI-91,Food & Drink Shop,
4b238b6cf964a5209b5624e3,POI-17,Chinese Restaurant,
4b239e26f964a520425724e3,POI-80,Ice Cream Shop,
4b24569bf964a5201e6624e3,POI-42,Food Court,
4b245a6ef964a5205c6624e3,POI-17,Chinese Restaurant,
4b246505f964a520ff6624e3,POI-53,Department Store,
4b246e8cf964a520766724e3,POI-53,Department Store,
4b247077f964a5208b6724e3,POI-10,Coffee Shop,
4b247e65f964a520236824e3,POI-38,Middle Eastern Restaurant,
4b24af59f964a5206f6924e3,POI-22,Dessert Shop,
4b24c5a1f964a520bf6924e3,POI-18,Indian Restaurant,
4b24d09bf964a520f46924e3,POI-66,Grocery Store,
4b24d844f964a5201f6a24e3,POI-74,Fast Food Restaurant,
4b24ee09f964a520936a24e3,POI-17,Chinese Restaurant,
4b258394f964a520267324e3,POI-60,Automotive Shop,
4b25a5f0f964a520f47424e3,POI-10,Coffee Shop,
4b25b499f964a5208a7524e3,POI-42,Food Court,
4b25c156f964a520e87524e3,POI-77,Sushi Restaurant,
4b25c1daf964a520ef7524e3,POI-7,American Restaurant,
4b25e98ff964a5207b7724e3,POI-92,Salon / Barbershop,
4b25eec6f964a5209b7724e3,POI-42,Food Court,
4b25f69cf964a520c77724e3,POI-53,Department Store,
4b260604f964a520077824e3,POI-17,Chinese Restaurant,
4b261068f964a520457824e3,POI-17,Chinese Restaurant,
4b2625b7f964a520bb7824e3,POI-63,Bakery,
4b26d224f964a520718124e3,POI-10,Coffee Shop,
4b26da04f964a520f98124e3,POI-43,Vegetarian / Vegan Restaurant,
4b26ec62f964a520138324e3,POI-42,Food Court,
4b26ec70f964a520158324e3,POI-42,Food Court,
4b27100cf964a520868424e3,POI-67,Gym,
4b272dcaf964a5201d8524e3,POI-7,American Restaurant,
4b273d24f964a520698524e3,POI-10,Coffee Shop,
4b2740a3f964a520788524e3,POI-93,Tapas Restaurant,
4b275160f964a520db8524e3,POI-17,Chinese Restaurant,
4b279086f964a5206a8724e3,POI-74,Fast Food Restaurant,
4b28474cf964a520ff9124e3,POI-4,Resort,
4b28514df964a520739224e3,POI-42,Food Court,
4b2857b3f964a520ab9224e3,POI-10,Coffee Shop,
4b2863fcf964a520089324e3,POI-19,French Restaurant,
4b286cb1f964a520489324e3,POI-10,Coffee Shop,
4b2874bbf964a520769324e3,POI-10,Coffee Shop,
4b28bd39f964a520ec9424e3,POI-94,Gas Station / Garage,
4b29ad83f964a52076a224e3,POI-17,Chinese Restaurant,
4b29b044f964a5208aa224e3,POI-36,Asian Restaurant,
4b29ba09f964a520eca224e3,POI-10,Coffee Shop,
4b29bb24f964a520fba224e3,POI-70,Korean Restaurant,
4b2a027af964a520aca424e3,POI-42,Food Court,
4b2a17fbf964a52034a524e3,POI-7,American Restaurant,
4b2a30b8f964a520f0a524e3,POI-37,Thai Restaurant,
4b2a48eaf964a520dda624e3,POI-11,Nightclub,
4b2a9de1f964a52067ac24e3,POI-90,Light Rail,
4b2b0970f964a520edb324e3,POI-17,Chinese Restaurant,
4b2b1225f964a52038b424e3,POI-95,German Restaurant,
4b2b23f3f964a520a5b424e3,POI-73,Electronics Store,
4b2b2f35f964a520ebb424e3,POI-33,Italian Restaurant,
4b2b39d3f964a5203db524e3,POI-86,Market,
