svd_components, n_clusters, n_init, batch_size, silhouette         , calinski_harabasz  , davies_bouldin
           300,         20,     10,        200, 0.6886879801750183 ,  25.027822494506836, 0.14120550912150429
           300,         20,     20,        100, 0.6886879801750183 ,  25.027822494506836, 0.14120550912150429
           300,         20,     20,        200, 0.6886879801750183 ,  25.027822494506836, 0.14120550912150429
           500,          5,     10,        100, 0.46244069933891296,  31.349807739257812, 0.26189982586269434
           500,          5,     10,        200, 0.46244069933891296,  31.349807739257812, 0.26189982586269434
           500,          5,     20,        100, 0.46244069933891296,  31.349807739257812, 0.26189982586269434
           500,          5,     20,        200, 0.46244069933891296,  31.349807739257812, 0.26189982586269434
           500,          8,     10,        100, 0.4429740607738495 ,  23.284744262695312, 0.23849277356650472
           500,          8,     10,        200, 0.4429740607738495 ,  23.284744262695312, 0.23849277356650472
           500,          8,     20,        100, 0.5244797468185425 ,  24.410770416259766, 0.1962597256853466
           500,          8,     20,        200, 0.5244797468185425 ,  24.410770416259766, 0.1962597256853466
           500,         11,     10,        100, 0.5145304203033447 ,  21.335119247436523, 0.21612394929297665
           500,         11,     10,        200, 0.5145304203033447 ,  21.335119247436523, 0.21612394929297665
           500,         11,     20,        100, 0.5145304203033447 ,  21.335119247436523, 0.21612394929297665
           500,         11,     20,        200, 0.5145304203033447 ,  21.335119247436523, 0.21612394929297665
           500,         15,     10,        100, 0.13935555517673492,  18.738338470458984, 0.4726333051854781
           500,         15,     10,        200, 0.13935555517673492,  18.738338470458984, 0.4726333051854781
           500,         15,     20,        100, 0.5280627012252808 ,  19.15382957458496 , 0.20605671495956873
           500,         15,     20,        200, 0.5280627012252808 ,  19.15382957458496 , 0.20605671495956873
           500,         20,     10,        100, 0.49245667457580566,  16.5980281829834  , 0.20836222673720858
           500,         20,     10,        200, 0.49245667457580566,  16.5980281829834  , 0.20836222673720858
           500,         20,     20,        100, 0.5487595200538635 ,  17.461273193359375, 0.2067023129013627
           500,         20,     20,        200, 0.5487595200538635 ,  17.461273193359375, 0.2067023129013627
